ID,Name_lang,SetFlags,RequiredSkill,RequiredSkillRank,ItemID_0,ItemID_1,ItemID_2,ItemID_3,ItemID_4,ItemID_5,ItemID_6,ItemID_7,ItemID_8,ItemID_9,ItemID_10,ItemID_11,ItemID_12,ItemID_13,ItemID_14,ItemID_15,ItemID_16
214,"Stormrage Raiment",0,0,0,16903,16898,16904,16897,16900,16899,16901,16902,0,0,0,0,0,0,0,0,0
215,"Dragonstalker Armor",0,0,0,16936,16935,16942,16940,16941,16939,16938,16937,0,0,0,0,0,0,0,0,0
216,"The Ten Storms",0,0,0,16944,16943,16950,16945,16948,16949,16947,16946,0,0,0,0,0,0,0,0,0
217,"Judgement Armor",0,0,0,16952,16951,16958,16955,16956,16954,16957,16953,0,0,0,0,0,0,0,0,0
218,"Battlegear of Wrath",0,0,0,16959,16966,16964,16963,16962,16961,16965,16960,0,0,0,0,0,0,0,0,0
221,"Garb of Thero-shan",0,0,0,7950,7948,7952,7951,7953,7949,0,0,0,0,0,0,0,0,0,0,0
241,"Shard of the Gods",0,0,0,17082,17064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,"Spirit of Eskhandar",0,0,0,18203,18202,18204,18205,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"Champion's Battlegear",0,0,0,16509,16510,16513,16515,16514,16516,0,0,0,0,0,0,0,0,0,0,0
282,"Lieutenant Commander's Battlegear",0,0,0,16405,16406,16430,16431,16429,16432,0,0,0,0,0,0,0,0,0,0,0
301,"Champion's Earthshaker",0,0,0,16519,16518,16522,16523,16521,16524,0,0,0,0,0,0,0,0,0,0,0
321,"Imperial Plate",0,0,0,12424,12426,12425,12422,12427,12429,12428,0,0,0,0,0,0,0,0,0,0
341,"Champion's Regalia",0,0,0,16485,16487,16491,16490,16489,16492,0,0,0,0,0,0,0,0,0,0,0
342,"Champion's Raiment",0,0,0,17616,17617,17612,17611,17613,17610,0,0,0,0,0,0,0,0,0,0,0
343,"Lieutenant Commander's Regalia",0,0,0,16369,16391,16413,16414,16416,16415,0,0,0,0,0,0,0,0,0,0,0
344,"Lieutenant Commander's Raiment",0,0,0,17594,17596,17600,17599,17598,17601,0,0,0,0,0,0,0,0,0,0,0
345,"Champion's Threads",0,0,0,17576,17577,17572,17571,17570,17573,0,0,0,0,0,0,0,0,0,0,0
346,"Lieutenant Commander's Threads",0,0,0,17562,17564,17568,17567,17569,17566,0,0,0,0,0,0,0,0,0,0,0
347,"Champion's Vestments",0,0,0,16498,16499,16505,16508,16506,16507,0,0,0,0,0,0,0,0,0,0,0
348,"Lieutenant Commander's Vestments",0,0,0,16392,16396,16417,16419,16420,16418,0,0,0,0,0,0,0,0,0,0,0
361,"Champion's Pursuit",0,0,0,16531,16530,16525,16527,16526,16528,0,0,0,0,0,0,0,0,0,0,0
362,"Lieutenant Commander's Pursuit",0,0,0,16425,16426,16401,16403,16428,16427,0,0,0,0,0,0,0,0,0,0,0
381,"Lieutenant Commander's Sanctuary",0,0,0,16423,16424,16422,16421,16393,16397,0,0,0,0,0,0,0,0,0,0,0
382,"Champion's Sanctuary",0,0,0,16494,16496,16504,16502,16503,16501,0,0,0,0,0,0,0,0,0,0,0
383,"Warlord's Battlegear",0,0,0,16541,16542,16544,16545,16548,16543,0,0,0,0,0,0,0,0,0,0,0
384,"Field Marshal's Battlegear",0,0,0,16477,16478,16480,16483,16484,16479,0,0,0,0,0,0,0,0,0,0,0
386,"Warlord's Earthshaker",0,0,0,16577,16578,16580,16573,16574,16579,0,0,0,0,0,0,0,0,0,0,0
387,"Warlord's Regalia",0,0,0,16536,16533,16535,16539,16540,16534,0,0,0,0,0,0,0,0,0,0,0
388,"Field Marshal's Regalia",0,0,0,16441,16444,16443,16437,16440,16442,0,0,0,0,0,0,0,0,0,0,0
389,"Field Marshal's Raiment",0,0,0,17604,17603,17605,17608,17607,17602,0,0,0,0,0,0,0,0,0,0,0
390,"Warlord's Raiment",0,0,0,17623,17625,17622,17624,17618,17620,0,0,0,0,0,0,0,0,0,0,0
391,"Warlord's Threads",0,0,0,17586,17588,17593,17591,17590,17592,0,0,0,0,0,0,0,0,0,0,0
392,"Field Marshal's Threads",0,0,0,17581,17580,17583,17584,17579,17578,0,0,0,0,0,0,0,0,0,0,0
393,"Warlord's Vestments",0,0,0,16563,16561,16562,16564,16560,16558,0,0,0,0,0,0,0,0,0,0,0
394,"Field Marshal's Vestments",0,0,0,16453,16457,16455,16446,16454,16456,0,0,0,0,0,0,0,0,0,0,0
395,"Field Marshal's Pursuit",0,0,0,16466,16465,16468,16462,16463,16467,0,0,0,0,0,0,0,0,0,0,0
396,"Warlord's Pursuit",0,0,0,16569,16571,16567,16565,16566,16568,0,0,0,0,0,0,0,0,0,0,0
397,"Field Marshal's Sanctuary",0,0,0,16452,16451,16449,16459,16448,16450,0,0,0,0,0,0,0,0,0,0,0
398,"Warlord's Sanctuary",0,0,0,16554,16555,16552,16551,16549,16550,0,0,0,0,0,0,0,0,0,0,0
401,"Lieutenant Commander's Aegis",0,0,0,16410,16409,16433,16435,16434,16436,0,0,0,0,0,0,0,0,0,0,0
402,"Field Marshal's Aegis",0,0,0,16473,16474,16476,16472,16471,16475,0,0,0,0,0,0,0,0,0,0,0
421,"Bloodvine Garb",0,197,300,19682,19683,19684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,"Primal Batskin",0,165,300,19685,19687,19686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,"Blood Tiger Harness",0,165,300,19688,19689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,"Bloodsoul Embrace",0,0,0,19690,19691,19692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,"The Darksoul",0,164,300,19693,19694,19695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,"The Twin Blades of Hakkari",0,0,0,19865,19866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,"Zanzil's Concentration",0,0,0,19905,19893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,"Primal Blessing",0,0,0,19896,19910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,"Overlord's Resolution",0,0,0,19873,19912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,"Prayer of the Primal",0,0,0,19863,19920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,"Major Mojo Infusion",0,0,0,19898,19925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,"The Highlander's Resolution",0,0,0,20041,20048,20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,"The Highlander's Resolve",0,0,0,20042,20049,20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,"The Highlander's Determination",0,0,0,20043,20050,20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"The Highlander's Fortitude",0,0,0,20044,20051,20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,"The Highlander's Purpose",0,0,0,20052,20045,20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"The Highlander's Will",0,0,0,20053,20046,20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,"The Highlander's Intent",0,0,0,20054,20047,20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,"Vindicator's Battlegear",0,0,0,19951,19577,19824,19823,19822,0,0,0,0,0,0,0,0,0,0,0,0
475,"Freethinker's Armor",0,0,0,19952,19588,19827,19826,19825,0,0,0,0,0,0,0,0,0,0,0,0
476,"Augur's Regalia",0,0,0,19609,19956,19830,19829,19828,0,0,0,0,0,0,0,0,0,0,0,0
477,"Predator's Armor",0,0,0,19621,19953,19833,19832,19831,0,0,0,0,0,0,0,0,0,0,0,0
478,"Madcap's Outfit",0,0,0,19617,19954,19836,19835,19834,0,0,0,0,0,0,0,0,0,0,0,0
479,"Haruspex's Garb",0,0,0,19613,19955,19840,19839,19838,0,0,0,0,0,0,0,0,0,0,0,0
480,"Confessor's Raiment",0,0,0,19594,19958,19843,19842,19841,0,0,0,0,0,0,0,0,0,0,0,0
481,"Demoniac's Threads",0,0,0,19605,19957,19848,19849,20033,0,0,0,0,0,0,0,0,0,0,0,0
482,"Illusionist's Attire",0,0,0,19601,19959,19846,19845,20034,0,0,0,0,0,0,0,0,0,0,0,0
483,"The Defiler's Determination",0,0,0,20158,20154,20150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,"The Defiler's Fortitude",0,0,0,20195,20199,20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,"The Defiler's Intent",0,0,0,20176,20159,20163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,"The Defiler's Purpose",0,0,0,20186,20190,20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,"The Defiler's Resolution",0,0,0,20204,20208,20212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,"The Defiler's Will",0,0,0,20167,20171,20175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,"Black Dragon Mail",0,0,0,16984,15050,15052,15051,0,0,0,0,0,0,0,0,0,0,0,0,0
490,"Green Dragon Mail",0,0,0,15045,15046,20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,"Blue Dragon Mail",0,0,0,15048,20295,15049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,"Twilight Trappings",0,0,0,20406,20408,20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,"Genesis Raiment",0,0,0,21355,21353,21354,21356,21357,0,0,0,0,0,0,0,0,0,0,0,0
494,"Symbols of Unending Life",0,0,0,21408,21409,21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,"Battlegear of Unyielding Strength",0,0,0,21394,21392,21393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"Conqueror's Battlegear",0,0,0,21331,21329,21333,21332,0,21330,0,0,0,0,0,0,0,0,0,0,0
497,"Deathdealer's Embrace",0,0,0,0,21359,21360,21361,21362,21364,0,0,0,0,0,0,0,0,0,0,0
498,"Emblems of Veiled Shadows",0,0,0,21405,21406,21404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,"Doomcaller's Attire",0,0,0,21337,21338,21335,21334,21336,0,0,0,0,0,0,0,0,0,0,0,0
500,"Implements of Unspoken Names",0,0,0,21416,21417,21418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,"Stormcaller's Garb",0,0,0,21372,21373,21374,21375,21376,0,0,0,0,0,0,0,0,0,0,0,0
502,"Gift of the Gathering Storm",0,0,0,21400,21398,21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,"Enigma Vestments",0,0,0,21344,21347,21346,21343,21345,0,0,0,0,0,0,0,0,0,0,0,0
504,"Trappings of Vaulted Secrets",0,0,0,21414,21413,21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,"Avenger's Battlegear",0,0,0,21389,21387,21388,21390,21391,0,0,0,0,0,0,0,0,0,0,0,0
506,"Battlegear of Eternal Justice",0,0,0,21397,21395,21396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,"Garments of the Oracle",0,0,0,21349,21350,21348,21352,21351,0,0,0,0,0,0,0,0,0,0,0,0
508,"Finery of Infinite Wisdom",0,0,0,21410,21411,21412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,"Striker's Garb",0,0,0,21366,21365,21370,21368,21367,0,0,0,0,0,0,0,0,0,0,0,0
510,"Trappings of the Unseen Path",0,0,0,21403,21401,21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"Battlegear of Heroism",0,0,0,21994,21995,21996,21997,21998,21999,22000,22001,0,0,0,0,0,0,0,0,0
512,"Darkmantle Armor",0,0,0,22002,22003,22004,22005,22006,22007,22008,22009,0,0,0,0,0,0,0,0,0
513,"Feralheart Raiment",0,0,0,22106,22107,22108,22109,22110,22111,22112,22113,0,0,0,0,0,0,0,0,0
514,"Vestments of the Virtuous",0,0,0,22078,22079,22080,22081,22082,22083,22084,22085,0,0,0,0,0,0,0,0,0
515,"Beastmaster Armor",0,0,0,22010,22011,22061,22013,22015,22016,22017,22060,0,0,0,0,0,0,0,0,0
516,"Soulforge Armor",0,0,0,22086,22087,22088,22089,22090,22091,22092,22093,0,0,0,0,0,0,0,0,0
517,"Sorcerer's Regalia",0,0,0,22062,22063,22064,22065,22066,22067,22068,22069,0,0,0,0,0,0,0,0,0
518,"Deathmist Raiment",0,0,0,22070,22071,22072,22073,22074,22075,22076,22077,0,0,0,0,0,0,0,0,0
519,"The Five Thunders",0,0,0,22095,22096,22097,22098,22099,22100,22101,22102,0,0,0,0,0,0,0,0,0
520,"Ironweave Battlesuit",0,0,0,22306,22311,22313,22302,22304,22305,22303,22301,0,0,0,0,0,0,0,0,0
521,"Dreamwalker Raiment",0,0,0,22492,22494,22493,22490,22489,22491,22488,22495,23064,0,0,0,0,0,0,0,0
522,"Champion's Guard",0,0,0,22864,22856,22879,22880,23257,23258,0,0,0,0,0,0,0,0,0,0,0
523,"Dreadnaught's Battlegear",0,0,0,22423,22416,22421,22422,22418,22417,22419,22420,0,23059,0,0,0,0,0,0,0
524,"Bonescythe Armor",0,0,0,22483,22476,22481,22478,22477,22479,22480,22482,23060,0,0,0,0,0,0,0,0
525,"Vestments of Faith",0,0,0,22518,22519,22514,22517,22513,22512,22516,22515,23061,0,0,0,0,0,0,0,0
526,"Frostfire Regalia",0,0,0,22502,22503,22498,22501,22497,22496,22500,22499,23062,0,0,0,0,0,0,0,0
527,"The Earthshatterer",0,0,0,22468,22470,22469,22466,22465,22467,22464,22471,23065,0,0,0,0,0,0,0,0
528,"Redemption Armor",0,0,0,22430,22431,22426,22428,22427,22429,22425,22424,23066,0,0,0,0,0,0,0,0
529,"Plagueheart Raiment",0,0,0,22510,22511,22506,22509,22505,22504,22508,22507,23063,0,0,0,0,0,0,0,0
530,"Cryptstalker Armor",0,0,0,22440,22442,22441,22438,22437,22439,22436,22443,23067,0,0,0,0,0,0,0,0
533,"Battlegear of Undead Slaying",0,0,0,23090,23087,23078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,"Undead Slayer's Armor",0,0,0,23081,23089,23093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,"Garb of the Undead Slayer",0,0,0,23088,23082,23092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,"Regalia of Undead Cleansing",0,0,0,23091,23084,23085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,"Champion's Battlearmor",0,0,0,22868,22858,22872,22873,23244,23243,0,0,0,0,0,0,0,0,0,0,0
538,"Champion's Stormcaller",0,0,0,22857,22867,22876,22887,23259,23260,0,0,0,0,0,0,0,0,0,0,0
539,"Champion's Refuge",0,0,0,22863,22852,22877,22878,23253,23254,0,0,0,0,0,0,0,0,0,0,0
540,"Champion's Investiture",0,0,0,22869,22859,22882,22885,23261,23262,0,0,0,0,0,0,0,0,0,0,0
541,"Champion's Dreadgear",0,0,0,22865,22855,23255,23256,22881,22884,0,0,0,0,0,0,0,0,0,0,0
542,"Champion's Arcanum",0,0,0,22870,22860,23263,23264,22883,22886,0,0,0,0,0,0,0,0,0,0,0
543,"Champion's Pursuance",0,0,0,22843,22862,23251,23252,22874,22875,0,0,0,0,0,0,0,0,0,0,0
544,"Lieutenant Commander's Redoubt",0,0,0,23272,23273,23274,23275,23276,23277,0,0,0,0,0,0,0,0,0,0,0
545,"Lieutenant Commander's Battlearmor",0,0,0,23300,23301,23286,23287,23314,23315,0,0,0,0,0,0,0,0,0,0,0
546,"Lieutenant Commander's Arcanum",0,0,0,23304,23305,23290,23291,23318,23319,0,0,0,0,0,0,0,0,0,0,0
547,"Lieutenant Commander's Dreadgear",0,0,0,23296,23297,23282,23283,23310,23311,0,0,0,0,0,0,0,0,0,0,0
548,"Lieutenant Commander's Guard",0,0,0,23298,23299,23284,23285,23312,23313,0,0,0,0,0,0,0,0,0,0,0
549,"Lieutenant Commander's Investiture",0,0,0,23302,23303,23288,23289,23316,23317,0,0,0,0,0,0,0,0,0,0,0
550,"Lieutenant Commander's Pursuance",0,0,0,23292,23293,23278,23279,23306,23307,0,0,0,0,0,0,0,0,0,0,0
551,"Lieutenant Commander's Refuge",0,0,0,23294,23295,23280,23281,23308,23309,0,0,0,0,0,0,0,0,0,0,0
552,"Wrath of Spellfire",0,0,0,21848,21847,21846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,"Shadow's Embrace",0,0,0,21871,21869,21870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,"Primal Mooncloth",0,0,0,21875,21874,21873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,"Netherweave Vestments",0,0,0,21855,21854,21852,21851,21849,21853,21850,0,0,0,0,0,0,0,0,0,0
556,"Imbued Netherweave",0,0,0,21862,21861,21859,21860,0,0,0,0,0,0,0,0,0,0,0,0,0
557,"Soulcloth Embrace",0,0,0,21865,21864,21863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,"Arcanoweave Vestments",0,0,0,21868,21866,21867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,"Spellstrike Infusion",0,197,350,24266,24262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,"Fel Iron Plate",0,0,0,23489,23488,23487,23482,23484,0,0,0,0,0,0,0,0,0,0,0,0
561,"Fel Iron Chain",0,0,0,23490,23491,23493,23494,0,0,0,0,0,0,0,0,0,0,0,0,0
562,"Adamantite Battlegear",0,0,0,23507,23508,23506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,"Enchanted Adamantite Armor",0,0,0,23509,23512,23511,23510,0,0,0,0,0,0,0,0,0,0,0,0,0
564,"Flame Guard",0,0,0,23513,23516,23514,23515,0,0,0,0,0,0,0,0,0,0,0,0,0
565,"Khorium Ward",0,164,350,23523,23525,23524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"Burning Rage",0,164,350,23522,23521,23520,33173,0,0,0,0,0,0,0,0,0,0,0,0,0
567,"Gladiator's Battlegear",0,0,0,24544,24549,24545,24547,24546,0,0,0,0,0,0,0,0,0,0,0,0
568,"Gladiator's Dreadgear",0,0,0,24556,24553,24555,24554,24552,0,0,0,0,0,0,0,0,0,0,0,0
569,"Faith in Felsteel",0,164,350,23519,23518,23517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,"The Unyielding",0,0,0,24255,24249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,"Whitemend Wisdom",0,197,350,24264,24261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,"Battlecast Garb",0,197,375,24267,24263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,"Fel Skin",0,165,350,25685,25686,25687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,"Strength of the Clefthoof",0,165,350,25691,25690,25689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,"Felstalker Armor",0,165,350,25695,25697,25696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,"Fury of the Nether",0,165,350,25694,25693,25692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,"Gladiator's Vestments",0,0,0,25834,25833,25830,25832,25831,0,0,0,0,0,0,0,0,0,0,0,0
578,"Gladiator's Earthshaker",0,0,0,25997,26000,25998,26001,25999,0,0,0,0,0,0,0,0,0,0,0,0
579,"Gladiator's Regalia",0,0,0,25854,25855,25857,25856,25858,0,0,0,0,0,0,0,0,0,0,0,0
580,"Gladiator's Thunderfist",0,0,0,27469,27470,27471,27472,27473,0,0,0,0,0,0,0,0,0,0,0,0
581,"Gladiator's Raiment",0,0,0,27707,27708,27709,27710,27711,0,0,0,0,0,0,0,0,0,0,0,0
582,"Gladiator's Aegis",0,0,0,27702,27703,27704,27705,27706,0,0,0,0,0,0,0,0,0,0,0,0
583,"Gladiator's Vindication",0,0,0,27879,27880,27881,27882,27883,0,0,0,0,0,0,0,0,0,0,0,0
584,"Gladiator's Sanctuary",0,0,0,28126,28127,28128,28129,28130,0,0,0,0,0,0,0,0,0,0,0,0
585,"Gladiator's Wildhide",0,0,0,28136,28137,28138,28139,28140,0,0,0,0,0,0,0,0,0,0,0,0
586,"Gladiator's Pursuit",0,0,0,28334,28335,28331,28332,28333,0,0,0,0,0,0,0,0,0,0,0,0
587,"High Warlord's Aegis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,"High Warlord's Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,"Grand Marshal's Aegis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,"Grand Marshal's Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,"Grand Marshal's Dreadgear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,"High Warlord's Dreadgear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,"Grand Marshal's Earthshaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,"High Warlord's Earthshaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,"Grand Marshal's Pursuit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,"High Warlord's Pursuit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,"Grand Marshal's Raiment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,"High Warlord's Raiment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,"Grand Marshal's Regalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,"High Warlord's Regalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,"Grand Marshal's Sanctuary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,"High Warlord's Sanctuary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,"Grand Marshal's Thunderfist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,"High Warlord's Thunderfist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,"Grand Marshal's Vestments",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,"High Warlord's Vestments",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,"Grand Marshal's Vindication",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,"High Warlord's Vindication",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,"Grand Marshal's Wildhide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,"High Warlord's Wildhide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,"Felscale Armor",0,0,0,25657,25656,25655,25654,0,0,0,0,0,0,0,0,0,0,0,0,0
612,"Scaled Draenic Armor",0,0,0,25661,25659,25662,25660,0,0,0,0,0,0,0,0,0,0,0,0,0
