"ID","DifficultyID","EffectIndex","Effect","EffectAmplitude","EffectAttributes","EffectAura","EffectAuraPeriod","EffectBasePoints","EffectBonusCoefficient","EffectChainAmplitude","EffectChainTargets","EffectDieSides","EffectItemType","EffectMechanic","EffectPointsPerResource","EffectPos_facing","EffectRealPointsPerLevel","EffectTriggerSpell","BonusCoefficientFromAP","PvpMultiplier","Coefficient","Variance","ResourceCoefficient","GroupSizeBasePointsCoefficient","EffectBasePointsF","EffectMiscValue_0","EffectMiscValue_1","EffectRadiusIndex_0","EffectRadiusIndex_1","EffectSpellClassMask_0","EffectSpellClassMask_1","EffectSpellClassMask_2","EffectSpellClassMask_3","ImplicitTarget_0","ImplicitTarget_1","SpellID"
"679069","0","0","6","0","0","39","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","642"
"679070","0","1","6","0","0","138","0","-101","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","642"
"679071","0","2","6","0","0","39","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","1","0","642"
"679080","0","0","35","0","0","22","0","54","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","10","0","0","0","0","0","1","0","465"
"679085","0","0","6","0","0","3","3000","4","0.07320000231","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","589"
"679092","0","0","121","0","0","0","0","9","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","53"
"679093","0","1","31","0","0","0","0","149","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","53"
"679094","0","2","328","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","53"
"679099","0","0","6","0","0","3","60000","3199","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","603"
"679110","0","0","6","1","0","53","1000","9","0.11100000143","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","689"
"679112","0","0","2","0","0","0","0","24","0.27099999785","1","0","7","0","0","0","0","0.60000002384","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","591"
"679124","0","0","6","0","0","26","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","339"
"679125","0","1","6","0","0","3","3000","4","0.0549999997","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","339"
"679130","0","0","50","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","181102","0","7","0","0","0","0","0","52","0","724"
"679131","0","0","10","0","0","0","0","300","0.42899999022","1","0","21","0","0","0","0","1.29999995232","0","0","1","0","0","0","1","0","0","0","10","0","0","0","0","0","20","0","596"
"679133","0","0","6","0","0","23","5000","-1","0","1","0","1","0","0","0","0","0","10872","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","552"
"679134","0","1","38","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","0","0","0","0","0","0","21","0","552"
"679135","0","0","6","0","0","3","3000","10","0.11400000006","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","594"
"679147","0","0","58","0","0","0","0","-1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","75"
"679152","0","0","6","0","0","12","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","408"
"679153","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","408"
"679154","0","2","6","0","0","87","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","127","0","0","0","0","0","0","0","6","0","408"
"679158","0","0","2","0","0","0","0","190","0.65100002289","0.69999998808","3","27","0","0","0","0","1.89999997616","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","421"
"679159","0","0","10","0","0","0","0","75","0.33899998665","1","0","15","0","0","0","0","1.10000002384","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","639"
"679163","0","0","38","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","4","0","0","0","0","0","0","0","21","0","526"
"679166","0","0","17","0","0","0","0","10","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","78"
"679170","0","0","96","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","100"
"679171","0","1","3","0","0","0","0","89","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","36","0","0","0","0","0","1","0","100"
"679172","0","2","64","0","0","0","0","0","1","1","0","0","0","0","0","0","0","7922","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","100"
"679174","0","0","6","0","0","91","0","-11","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","453"
"679178","0","0","2","0","0","0","0","18","0.01799999923","1","0","3","0","0","0","0","0.5","0","0","1","0","0","0","1","0","0","0","0","13","0","0","0","0","22","15","122"
"679179","0","1","6","0","0","26","0","-1","0","1","0","1","0","7","0","0","0","0","0","1","0","0","0","1","0","0","0","13","0","0","0","0","0","22","15","122"
"679184","0","0","17","0","0","0","0","31","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","285"
"679193","0","0","6","0","0","22","0","719","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","602"
"679198","0","0","71","0","0","0","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","921"
"679203","0","0","10","0","0","0","0","267","0.79299998283","0.20000000298","0","49","0","0","0","0","2.29999995232","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","45","0","913"
"679208","0","0","109","0","0","0","0","14","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","15","0","0","0","0","0","47","0","982"
"679210","0","0","2","0","0","0","0","90","0.71399998665","1","0","15","0","0","0","0","1.29999995232","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","984"
"679218","0","0","38","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","25","0","527"
"679219","0","0","38","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","0","0","0","0","0","0","21","0","528"
"679222","0","0","24","0","0","0","0","0","0","1","0","1","5232","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","693"
"679225","0","0","6","0","0","12","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","853"
"679228","0","0","6","0","0","22","0","119","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","696"
"679229","0","1","6","0","0","161","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","696"
"679239","0","0","6","0","0","23","1000","-1","0","1","0","1","0","0","0","0","0","35009","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","66"
"679248","0","0","56","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1860","0","0","0","0","0","0","0","32","0","697"
"679249","0","0","151","0","0","0","0","0","0","1","0","0","0","0","0","0","0","46546","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","47","0","698"
"679251","0","0","2","0","0","0","0","9","1","1","3","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","779"
"679261","0","0","10","0","0","0","0","309","0.71399998665","1","0","47","0","0","0","0","2.40000009537","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","1026"
"679265","0","0","2","1","0","0","0","22","0.29899999499","1","0","7","0","0","0","0","0.60000002384","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","695"
"679271","0","0","2","0","0","0","0","13","1","1","3","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","780"
"679272","0","0","63","0","0","0","0","-141","0","1","0","1","0","0","0","0","-3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","781"
"679273","0","0","2","0","0","0","0","276","0.65100002289","0.69999998808","3","35","0","0","0","0","2.29999995232","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","930"
"679275","0","0","2","0","0","0","0","11","0.1400000006","1","0","5","0","0","0","0","0.40000000596","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","686"
"679276","0","0","6","0","0","3","3000","7","0.08100000024","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","707"
"679277","0","1","2","0","0","0","0","18","0.125","1","0","1","0","0","0","0","0.89999997616","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","707"
"679278","0","0","6","1","0","53","1000","28","0.14300000668","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","709"
"679279","0","0","10","0","0","0","0","158","0.55400002003","1","0","29","0","0","0","0","1.70000004768","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","647"
"679299","0","0","6","0","0","36","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","0","0","0","0","0","0","1","0","783"
"679300","0","1","6","0","0","77","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","17","0","0","0","0","0","0","0","1","0","783"
"679301","0","0","6","0","0","22","0","39","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","687"
"679302","0","1","6","0","0","161","0","2","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","687"
"679312","0","0","6","0","0","3","3000","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","772"
"679313","0","0","2","0","0","0","0","82","0.79400002956","1","0","13","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","915"
"679325","0","0","6","0","0","3","3000","17","0.12999999523","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","1094"
"679326","0","1","2","0","0","0","0","44","0.20000000298","1","0","1","0","0","0","0","1.5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","1094"
"679342","0","0","10","0","0","0","0","490","0.71399998665","1","0","63","0","0","0","0","3.09999990463","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","1042"
"679355","0","0","6","0","0","3","3000","23","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","703"
"679356","0","1","328","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","703"
"679369","0","0","2","0","0","0","0","25","0.34900000691","1","0","5","0","0","0","0","0.5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","529"
"679377","0","0","6","0","0","15","0","5","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","782"
"679378","0","0","2","0","0","0","0","124","0.79400002956","1","0","19","0","0","0","0","1.20000004768","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","943"
"679384","0","0","6","0","0","378","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","12","0","0","0","0","0","5","0","1002"
"679385","0","1","6","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1002"
"679387","0","0","2","0","0","0","0","149","0.71399998665","1","0","21","0","0","0","0","1.60000002384","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","1004"
"679389","0","0","6","0","0","14","0","-11","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","57","0","604"
"679390","0","1","6","0","0","115","0","-21","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","57","0","604"
"679391","0","0","6","0","0","2","0","31","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","12","0","0","0","0","0","6","0","605"
"679392","0","1","6","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","605"
"679393","0","2","6","0","0","138","0","-26","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","605"
"679404","0","0","6","0","0","33","0","-41","0","1","0","1","0","11","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","837"
"679405","0","1","2","0","0","0","0","50","0.46299999952","1","0","7","0","0","0","0","0.89999997616","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","837"
"679417","0","0","68","0","0","0","0","-1","0","1","0","1","0","26","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","72"
"679418","0","1","2","0","0","0","0","5","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","72"
"679427","0","0","6","0","0","216","0","-51","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","1714"
"679428","0","1","6","0","0","75","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","8","0","0","0","0","0","0","0","6","0","1714"
"679434","0","0","17","0","0","0","0","4","1","1","2","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","845"
"679445","0","0","56","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","417","0","0","0","0","0","0","0","32","0","691"
"679452","0","0","6","0","0","22","0","314","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","588"
"679453","0","0","6","0","0","14","0","14","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","57","0","1008"
"679454","0","1","6","0","0","115","0","29","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","57","0","1008"
"679457","0","0","6","0","0","29","0","-7","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","0","0","0","0","0","0","6","0","1010"
"679458","0","1","6","0","0","29","0","-7","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","4","0","0","0","0","0","0","0","6","0","1010"
"679459","0","2","6","0","0","23","3000","-1","0","1","0","1","0","0","0","0","0","1010","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","1010"
"679467","0","0","56","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","32","0","883"
"679468","0","0","6","0","0","3","3000","3","0.03700000048","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","348"
"679469","0","1","2","0","0","0","0","7","0.05799999833","1","0","1","0","0","0","0","0.60000002384","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","348"
"679470","0","0","114","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","355"
"679471","0","1","6","0","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","355"
"679473","0","0","38","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","6","0","370"
"679474","0","0","10","0","0","0","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","379"
"679476","0","0","6","0","0","67","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","676"
"679479","0","0","2","0","0","0","0","83","0.42899999022","1","0","13","0","0","0","0","1.20000004768","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","879"
"679486","0","0","56","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1863","0","0","0","0","0","0","0","32","0","712"
"679491","0","0","24","0","0","0","0","0","0","1","0","1","5514","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","759"
"679494","0","0","6","0","0","87","0","-76","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","127","0","0","0","0","0","0","0","1","0","871"
"679497","0","0","17","0","0","0","0","20","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","284"
"679508","0","0","6","2.20000004768","0","8","1000","11","0.20000000298","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","5","0","755"
"679509","0","1","6","0","0","88","0","-101","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","755"
"679518","0","0","2","0","0","0","0","32","0.04300000146","1","0","5","0","0","0","0","0.5","0","0","1","0","0","0","1","0","0","0","0","13","0","0","0","0","22","15","865"
"679519","0","1","6","0","0","26","0","-1","0","1","0","1","0","7","0","0","0","0","0","1","0","0","0","1","0","0","0","13","0","0","0","0","0","22","15","865"
"679526","0","0","6","0","0","8","3000","28","0.17000000179","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","1430"
"679544","0","0","10","0","0","0","0","375","0.85699999332","0.20000000298","0","65","0","0","0","0","2.70000004768","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","45","0","939"
"679550","0","0","38","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","0","0","0","0","0","21","0","475"
"679564","0","0","6","0","0","77","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7","0","0","0","0","0","0","0","21","0","1044"
"679565","0","1","6","0","0","77","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","11","0","0","0","0","0","0","0","21","0","1044"
"679567","0","0","56","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","185317","0","0","0","0","0","0","0","32","0","713"
"679569","0","0","6","0","0","42","0","50","0.26699998975","1","0","1","0","0","0","0","0","26545","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","905"
"679573","0","0","6","0","0","42","0","12","0.14699999988","1","0","1","0","0","0","0","0","26545","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","324"
"679574","0","0","10","0","0","0","0","33","0.1230000034","0.20000000298","0","11","0","0","0","0","0.69999998808","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","45","0","331"
"679575","0","0","10","0","0","0","0","63","0.27099999785","0.20000000298","0","15","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","45","0","332"
"679577","0","0","6","0","0","22","0","-46","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","116","0","0","0","0","0","0","0","6","0","1490"
"679578","0","1","6","0","0","87","0","5","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","116","0","0","0","0","0","0","0","6","0","1490"
"679596","0","0","6","0","0","39","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1020"
"679597","0","1","6","0","0","138","0","-101","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1020"
"679598","0","2","6","0","0","39","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","1","0","1020"
