ID,DifficultyID,CumulativeAura,ProcCategoryRecovery,ProcChance,ProcCharges,SpellProcsPerMinuteID,ProcTypeMask_0,ProcTypeMask_1,SpellID
117480,0,0,0,100,0,0,0,0,2767
117513,0,0,0,30,0,0,0,0,2823
117542,0,20,0,101,0,0,0,0,1834
117587,0,0,0,101,0,0,0,0,2457
117700,0,0,0,30,0,0,20,0,2880
117710,0,0,0,100,1,0,139944,0,1856
117711,0,0,0,30,0,0,0,0,2824
117739,0,0,0,101,0,0,0,0,2637
117761,0,0,0,101,0,0,0,0,2096
117788,0,0,0,100,0,0,69648,0,2070
117806,0,0,0,101,0,0,0,0,2969
117855,0,0,0,101,0,0,0,0,1833
117868,0,0,0,100,1,0,139944,0,1857
118036,0,0,0,35,0,0,20,0,3424
118040,0,0,0,10,0,0,40,0,3637
118092,0,0,4000,10,0,0,20,0,3417
118093,0,0,0,10,0,0,40,0,3418
118111,0,0,0,15,0,0,20,0,3394
118152,0,0,0,15,0,0,20,0,3616
118237,0,0,0,5,0,0,20,0,4241
118339,0,0,0,100,0,0,20,0,3512
118354,0,0,0,100,1,0,680,0,3411
118359,0,0,0,101,0,0,40,0,3169
118390,0,0,0,15,0,0,40,0,3235
118400,0,0,0,100,0,0,20,0,3509
118438,0,0,0,101,0,0,0,0,2458
118446,0,0,4000,15,0,0,20,0,8876
118447,0,0,0,10,0,0,40,0,3439
118448,0,0,0,5,0,0,20,0,3440
118459,0,0,0,101,0,0,0,0,9490
118484,0,0,0,10,0,0,40,0,3436
118542,0,0,0,100,5,0,20,0,3232
118559,0,0,0,101,0,0,0,0,3140
118634,0,0,0,8,0,0,40,0,4114
118635,0,0,0,7,0,0,40,0,4115
118694,0,0,0,11,0,0,40,0,4140
118696,0,0,0,100,0,0,2,0,4142
118722,0,0,0,5,0,0,20,0,4283
118739,0,0,0,5,0,0,20,0,4279
118766,0,0,0,100,2,0,1048576,0,4066
118770,0,0,0,30,0,0,0,0,3408
118779,0,0,0,5,0,0,20,0,4284
118791,0,0,0,5,0,0,20,0,4315
118792,0,0,0,5,0,0,20,0,4317
118794,0,0,0,9,0,0,40,0,4138
118854,0,0,0,5,0,0,40,0,4112
118860,0,0,0,101,0,0,1,0,4312
118962,0,0,0,2,0,0,20,0,4493
118981,0,0,0,6,0,0,40,0,4113
118996,0,0,0,5,0,0,20,0,4245
119001,0,0,0,100,2,0,1048576,0,4069
119046,0,0,0,15,0,0,40,0,4525
119131,0,0,0,5,0,0,20,0,5104
119176,0,0,0,100,2,0,1048576,0,4067
119177,0,0,0,100,2,0,1048576,0,4068
119219,0,0,0,5,0,0,20,0,4144
119233,0,0,0,100,0,0,20,0,4242
119264,0,0,0,100,2,0,1048576,0,4064
119285,0,0,0,100,2,0,1048576,0,4065
119348,0,0,0,20,10,0,40,0,4951
119386,0,0,0,50,0,0,1048576,0,5728
119408,0,0,0,15,0,0,40,0,5369
119410,0,0,0,15,0,0,40,0,5364
119434,0,0,0,100,0,0,680,0,5301
119484,0,0,0,15,0,0,40,0,5368
119507,0,0,0,100,0,0,-2146819416,0,5196
119588,0,0,0,101,0,0,1,0,5707
119598,0,0,0,100,1,0,20,0,6268
119604,0,0,0,100,0,0,-2146819416,0,5195
119609,0,0,0,100,0,0,40,0,4932
119638,0,0,0,100,0,0,-2146819416,0,5484
119701,0,3,0,101,0,0,0,0,5416
119717,0,0,0,7,0,0,40,0,4136
119729,0,0,0,5,0,0,40,0,4133
119732,0,0,0,100,0,0,20,0,26021
119764,0,0,0,40,0,0,20,0,5201
119765,0,0,0,100,0,0,139944,0,5118
119786,0,0,3000,100,0,0,20,0,5202
119867,0,0,0,100,0,0,40,0,5205
119870,0,0,0,15,0,0,40,0,5370
119882,0,0,0,100,1,0,139944,0,5215
119987,0,0,0,5,0,0,20,0,5377
119992,0,0,0,101,0,0,0,0,5209
119994,0,0,0,101,0,0,0,0,5211
120022,0,0,0,15,0,0,20,0,7095
120059,0,0,0,101,0,0,0,0,5589
120105,0,0,0,101,0,0,0,0,5760
120132,0,0,0,101,0,0,0,0,5588
120167,0,0,0,5,0,0,20,0,6947
120181,0,0,0,100,0,0,-2146819416,0,5627
120259,0,0,0,20,0,0,0,0,5761
120320,0,0,0,101,0,0,0,0,5487
120373,0,0,0,100,0,0,-2146819416,0,5782
120392,0,0,0,101,0,0,0,0,9747
120401,0,0,0,2,0,0,20,0,5427
120427,0,0,0,100,0,0,-2146819416,0,6131
120431,0,0,0,101,0,0,0,0,9749
120464,0,0,0,100,0,0,-2146819416,0,5246
120545,0,0,0,101,0,0,0,0,6190
120569,0,0,0,101,0,0,0,0,5570
120675,0,0,0,101,0,0,1048576,0,6542
120709,0,0,0,15,0,0,40,0,6433
120737,0,0,0,100,0,0,69648,0,6770
120746,0,0,0,100,1,0,139264,0,6346
120751,0,0,0,100,1,0,139944,0,6783
120774,0,0,0,15,0,0,20,0,6750
120825,0,0,0,5,0,0,4436,0,6866
120837,0,0,0,5,0,0,20,0,6867
120855,0,0,0,100,0,0,-2146819416,0,6213
120858,0,0,0,100,0,0,139944,0,7164
120865,0,0,0,101,0,0,1,0,7291
120907,0,0,0,100,20,0,680,0,7128
120946,0,0,0,100,1,0,20,0,7137
120952,0,0,0,50,0,0,1048576,0,6397
120955,0,0,0,101,0,0,0,0,6789
120965,0,0,0,10,0,0,20,0,6752
120968,0,0,0,100,0,0,40,0,7301
120970,0,0,0,10,0,0,20,0,6645
121014,0,0,0,101,0,0,0,0,6205
121024,0,0,0,100,0,0,139944,0,6905
121031,0,0,0,101,0,0,0,0,6358
121052,0,0,0,50,0,0,1048576,0,6398
121053,0,0,0,50,0,0,1048576,0,6399
121068,0,0,0,0,0,0,139944,0,8495
121117,0,0,0,50,0,0,20,0,6909
121183,0,0,0,101,0,0,0,0,6795
121198,0,0,0,100,0,0,-2146819416,0,6984
121223,0,0,0,100,0,0,-2146819416,0,6215
121232,0,0,0,100,0,0,-2146819416,0,7131
121281,0,0,0,5,0,0,680,0,6870
121282,0,0,0,5,0,0,20,0,6871
121285,0,0,0,100,0,0,40,0,7300
121293,0,0,0,20,0,0,20,0,7098
121309,0,0,15000,10,0,0,20,0,6961
121312,0,0,0,10,0,0,40,0,5811
121314,0,5,0,101,0,0,0,0,14517
121321,0,0,0,101,0,0,0,0,6798
121338,0,0,0,100,20,0,680,0,1006
121349,0,0,0,101,0,0,1,0,7824
121351,0,0,0,101,0,0,0,0,7922
121372,0,0,0,100,2,0,4,0,8516
121421,0,0,0,101,0,0,1,0,7967
121452,0,0,0,100,0,0,0,0,992
121457,0,0,0,100,0,0,69972,0,7366
121486,0,0,0,101,0,0,0,0,5938
121532,0,0,0,100,0,0,0,0,8362
121545,0,0,0,101,0,0,0,0,7402
121579,0,0,0,100,0,0,1,0,7331
121601,0,0,0,101,1,0,20,0,7371
121606,0,0,0,100,0,0,40,0,7302
121638,0,0,0,100,0,0,40,0,7320
121661,0,0,0,5,0,0,20,0,7276
121678,0,0,0,100,0,0,40,0,168
121690,0,0,5000,5,0,0,40,0,7849
121740,0,0,0,100,0,0,20,0,7711
121745,0,0,0,1,0,0,680,0,7619
121805,0,0,0,101,2,0,40,0,7383
121810,0,0,0,100,0,0,20,0,7486
121819,0,0,0,5,0,0,20,0,7102
121820,0,0,0,10,0,0,40,0,7103
121821,0,0,0,100,0,0,20,0,7721
121822,0,0,0,100,0,0,20,0,7722
121831,0,0,0,101,0,0,0,0,7400
121837,0,0,0,101,0,0,1,0,7154
121839,0,0,0,100,0,0,20,0,7723
121879,0,0,0,10,0,0,20,0,6923
121889,0,0,0,100,0,0,20,0,7725
121890,0,0,0,100,0,0,20,0,7726
121893,0,0,0,101,0,0,0,0,6558
121978,0,0,0,5,0,0,20,0,8247
121986,0,0,0,15,0,0,40,0,8852
122012,0,0,3500,50,3,0,139944,0,8788
122032,0,0,0,101,0,0,0,0,8629
122040,0,0,0,100,0,0,-2145771520,0,7377
122117,0,99,0,101,0,0,0,0,29659
122173,0,0,0,101,0,0,0,0,8692
122182,0,0,3500,100,3,0,139944,0,945
122192,0,0,0,101,0,0,0,0,7658
122193,0,0,0,100,0,0,20,0,7724
122196,0,5,0,100,0,0,1,0,7288
122207,0,0,0,100,0,0,0,0,8070
122257,0,0,0,100,1,0,20,0,6921
122283,0,0,5000,2,0,0,40,0,7445
122299,0,0,0,101,0,0,0,0,7659
122350,0,0,0,5,0,0,40,0,8224
122353,0,0,0,1,0,0,680,0,7617
122361,0,5,0,101,0,0,0,0,8380
122402,0,0,0,20,0,0,0,0,8688
122405,0,0,0,101,0,0,0,0,8643
122408,0,0,0,101,0,0,0,0,8647
122419,0,0,0,15,0,0,40,0,7999
122426,0,0,0,101,0,0,0,0,8313
122431,0,0,0,2,0,0,40,0,8397
122441,0,0,0,20,0,0,0,0,8679
122500,0,20,0,101,0,0,0,0,26003
122504,0,0,0,20,0,0,0,0,8686
122510,0,0,3500,100,3,0,139944,0,325
122532,0,0,0,100,0,0,-2146819416,0,8122
122533,0,0,0,20,0,0,0,0,8693
122541,0,0,0,101,0,0,0,0,7322
122542,0,0,0,10,0,0,20,0,8981
122543,0,0,0,101,0,0,0,0,8983
122547,0,0,0,101,0,0,0,0,704
122557,0,0,0,101,0,0,0,0,8407
122558,0,0,0,101,0,0,0,0,8408
122569,0,0,5000,5,0,0,40,0,7446
122573,0,5,0,101,0,0,0,0,14518
122595,0,3,0,101,0,0,0,0,6917
122601,0,0,0,101,0,0,0,0,8345
122602,0,0,0,5,0,0,40,0,8612
122605,0,5,0,101,0,0,0,0,7405
122626,0,0,0,100,1,0,139944,0,9913
122648,0,0,0,100,0,0,20,0,5262
122650,0,0,3500,100,3,0,139944,0,8134
122688,0,0,0,15,0,0,20,0,8601
122708,0,0,0,60,0,0,65536,0,28593
122710,0,0,0,3,0,0,40,0,9778
122731,0,0,0,101,0,0,0,0,9484
122737,0,0,0,100,1,0,20,0,8260
122741,0,0,0,101,0,0,0,0,9634
122742,0,999,0,101,0,0,0,0,25748
122750,0,5,0,101,0,0,0,0,9574
122774,0,0,0,100,1,0,131072,0,8178
122776,0,0,0,101,0,0,0,0,10151
122787,0,5,0,101,0,0,0,0,7947
122799,0,0,0,101,0,0,0,0,14914
122802,0,0,0,100,0,0,0,0,8263
122804,0,0,0,10,0,0,20,0,9276
122808,0,0,0,101,0,0,0,0,7646
122811,0,0,0,100,0,0,0,0,7948
122820,0,5,0,101,0,0,0,0,10370
122835,0,0,0,101,0,0,0,0,9485
122866,0,0,0,101,0,0,0,0,10180
122867,0,0,0,101,0,0,0,0,10181
122884,0,0,0,101,0,0,0,0,10371
122886,0,0,0,40,0,0,20,0,9850
122907,0,0,0,101,0,0,0,0,8649
122914,0,0,0,100,0,0,0,0,8348
122918,0,0,0,40,0,0,65536,0,28592
122921,0,0,0,100,20,0,680,0,10951
122927,0,0,0,100,0,0,-2146819416,0,9853
122936,0,0,0,101,0,0,0,0,515
122953,0,0,0,5,0,0,20,0,9233
122961,0,0,0,101,0,0,0,0,710
122973,0,5,0,101,0,0,0,0,9658
122980,0,0,0,101,0,0,0,0,9907
122983,0,0,0,101,0,0,40,0,4071
123013,0,0,0,101,0,0,0,0,8400
123020,0,0,0,100,0,0,0,0,10021
123021,0,0,0,10,0,0,20,0,10022
123037,0,3,0,101,0,0,0,0,8257
123049,0,0,0,0,1,0,2,0,8289
123050,0,0,0,101,0,0,0,0,8406
123119,0,0,0,100,0,0,-2146819416,0,8124
123129,0,0,0,101,0,0,0,0,8650
123133,0,0,0,101,0,0,0,0,8401
123139,0,0,0,101,0,0,0,0,10179
123176,0,0,0,100,0,0,40,0,10220
123178,0,0,0,100,0,0,40,0,9782
123180,0,0,0,100,0,0,40,0,9784
123193,0,0,0,100,0,0,0,0,9616
123197,0,0,0,100,0,0,40,0,10219
123205,0,0,0,40,0,0,20,0,9849
123206,0,0,0,0,1,0,2,0,8288
123223,0,4,0,101,0,0,0,0,10072
123226,0,0,0,100,0,0,-2146819416,0,9852
123246,0,0,0,101,0,0,0,0,9823
123249,0,0,0,101,0,0,0,0,9827
123258,0,0,0,5,0,0,40,0,9160
123261,0,0,0,101,0,0,139944,0,8494
123273,0,4,0,101,0,0,0,0,10270
123274,0,0,0,50,0,0,1048576,0,10425
123292,0,0,0,101,0,0,0,0,11095
123295,0,0,0,100,0,0,0,0,10892
123303,0,0,0,0,0,0,139944,0,10192
123314,0,0,0,101,0,0,0,0,9898
123337,0,0,0,50,0,0,1048576,0,10426
123354,0,0,0,0,0,0,139944,0,10191
123374,0,0,0,0,0,0,139944,0,10193
123382,0,0,0,100,12,0,20,0,12880
123404,0,0,0,101,0,0,0,0,10308
123419,0,0,0,100,0,0,20,0,7808
123434,0,0,0,101,0,0,0,0,10911
123451,0,0,3500,100,3,0,139944,0,10432
123460,0,0,0,100,0,0,-2146819416,0,10017
123461,0,0,0,100,0,0,-2146819416,0,10018
123488,0,0,0,101,0,0,0,0,10149
123492,0,0,0,101,0,0,0,0,10578
123503,0,0,0,101,0,0,0,0,10150
123512,0,0,3500,100,3,0,139944,0,10431
123517,0,0,0,101,0,0,0,0,694
123557,0,0,0,100,0,0,65536,0,12846
123565,0,0,0,20,0,0,65536,0,11180
123567,0,0,0,101,0,0,0,0,10148
123588,0,0,0,100,0,0,20,0,9452
123594,0,0,0,101,0,0,0,0,8402
123616,0,0,0,10,0,0,40,0,9460
123646,0,0,0,100,0,0,-2146819416,0,10253
123653,0,0,0,101,0,0,1,0,9084
123663,0,0,0,10,0,0,40,0,9463
123676,0,0,0,100,2,0,1048576,0,12543
123700,0,0,0,100,0,0,40,0,12544
123714,0,5,0,101,0,0,0,0,12579
123823,0,0,0,2,0,0,87376,0,11103
123835,0,0,0,100,20,0,680,0,10952
123859,0,0,0,101,0,0,0,0,10444
123890,0,0,0,100,0,0,131072,0,9799
123904,0,0,0,101,0,0,0,0,9005
123907,0,0,0,100,0,0,4,0,10092
123925,0,0,0,100,0,0,-2146819416,0,9915
123935,0,0,0,100,0,0,-2146819416,0,10230
123940,0,0,0,30,0,0,0,0,11356
123960,0,0,0,5,0,0,20,0,11441
123967,0,5,0,101,0,0,0,0,11960
123995,0,0,0,8,0,0,87376,0,12359
123996,0,0,0,101,0,0,0,0,12523
124000,0,0,0,101,0,0,0,0,11366
124025,0,5,0,101,0,0,0,0,10452
124043,0,0,0,25,0,0,20,0,11919
124085,0,5,0,101,0,0,0,0,11596
124113,0,0,0,100,0,0,65536,0,28595
124135,0,0,0,101,0,0,0,0,11198
124169,0,0,0,100,0,0,-2146819416,0,12551
124180,0,0,0,20,0,0,0,0,11399
124184,0,0,0,15,0,0,20,0,11959
124190,0,0,0,30,0,0,40,0,11371
124201,0,5,0,101,0,0,0,0,11597
124202,0,0,1000,2,0,0,87376,0,11213
124203,0,0,0,100,0,0,87376,0,12598
124210,0,0,500,1,0,0,20,0,12281
124240,0,0,0,100,3,0,65536,0,11129
124333,0,0,0,100,0,0,0,0,10894
124346,0,0,0,100,0,0,65536,0,11120
124356,0,0,0,100,0,0,65536,0,12848
124390,0,0,0,50,0,0,87376,0,11255
124391,0,0,0,101,0,0,0,0,10912
124393,0,0,0,101,0,0,0,0,10909
124410,0,0,0,80,0,0,65536,0,28594
124411,0,0,0,101,0,0,0,0,10955
124422,0,0,0,100,2,0,4,0,10608
124431,0,0,0,100,0,0,-2146819416,0,10888
124435,0,0,0,30,0,0,0,0,11202
124448,0,0,0,100,0,0,-2146819416,0,10326
124452,0,0,0,100,0,0,0,0,11639
124475,0,0,0,101,0,0,0,0,702
124477,0,0,0,100,2,0,4,0,10610
124504,0,0,0,10,0,0,20,0,11984
124555,0,0,0,100,0,0,-2146819416,0,11264
124572,0,0,0,101,0,0,0,0,12873
124580,0,0,0,100,0,0,-2146819416,0,10890
124585,0,0,0,100,0,0,0,0,10893
124587,0,0,0,100,0,0,65536,0,11119
124601,0,0,0,100,0,0,20,0,12284
124609,0,0,0,100,1,0,87376,0,12536
124610,0,3,0,101,0,0,0,0,15664
124624,0,0,0,0,0,0,69972,0,20784
124625,0,0,0,100,0,0,20,0,12701
124647,0,0,0,100,0,0,40,0,12556
124655,0,0,0,5,0,0,20,0,12539
124670,0,3,0,101,0,0,0,0,12251
124687,0,0,1000,4,0,0,87376,0,12574
124696,0,5,0,101,0,0,0,0,11971
124699,0,0,0,100,0,0,4,0,12322
124700,0,0,1000,10,0,0,87376,0,12577
124709,0,0,0,100,0,0,20,0,12319
124735,0,0,0,25,0,0,40,0,12529
124737,0,0,0,100,0,0,20,0,12703
124743,0,0,0,100,0,0,69972,0,12849
124744,0,0,0,101,0,0,0,0,11725
124750,0,0,0,4,0,0,87376,0,12357
124767,0,10,0,101,0,0,0,0,9459
124799,0,0,0,100,0,0,-2146819416,0,12674
124840,0,0,0,100,0,0,40,0,12099
124859,0,0,0,100,0,0,139944,0,12317
124891,0,0,0,100,0,0,-2146819416,0,13119
124902,0,0,0,101,0,0,0,0,12524
124910,0,0,0,100,0,0,40,0,12782
124916,0,0,5000,10,0,0,20,0,15641
124917,0,0,3500,50,3,0,139944,0,12550
124922,0,0,0,101,0,0,0,0,11708
124943,0,10,0,101,0,0,0,0,12533
124961,0,5,0,101,0,0,0,0,11354
124969,0,0,0,101,0,0,0,0,11398
124970,0,0,0,6,0,0,87376,0,12358
124971,0,0,0,10,0,0,87376,0,12360
124972,0,0,0,101,0,0,0,0,12522
124973,0,0,0,101,0,0,0,0,11555
124975,0,0,1000,6,0,0,87376,0,12575
125010,0,0,0,10,0,0,20,0,11964
125057,0,0,0,5,0,0,87376,0,12289
125065,0,0,0,101,0,0,0,0,11726
125086,0,0,0,101,0,0,0,0,11554
125092,0,0,500,2,0,0,20,0,12812
125094,0,10,0,101,0,0,0,0,12530
125096,0,0,0,101,0,0,0,0,12505
125097,0,0,0,100,0,0,-2146819416,0,12494
125099,0,0,0,20,0,0,0,0,11340
125104,0,5,0,101,0,0,0,0,11353
125108,0,0,0,100,0,0,139944,0,13159
125118,0,5,0,101,0,0,0,0,11539
125128,0,0,0,30,0,0,0,0,11355
125134,0,0,0,101,0,0,0,0,12525
125135,0,0,0,101,0,0,0,0,12526
125138,0,0,0,101,0,0,0,0,11197
125141,0,0,0,100,0,0,139944,0,13046
125148,0,0,0,101,0,0,0,0,11721
125165,0,0,0,100,0,0,-2146819416,0,11831
125179,0,0,0,0,1,0,2,0,11675
125187,0,0,0,101,0,0,0,0,11717
125190,0,0,0,100,1,0,680,0,12169
125207,0,0,0,100,1,0,87376,0,12043
125219,0,0,0,101,0,0,0,0,11556
125231,0,0,0,101,0,0,0,0,11722
125233,0,0,1000,8,0,0,87376,0,12576
125234,0,0,0,101,0,0,0,0,11707
125240,0,0,0,100,0,0,-2146819416,0,12748
125245,0,0,0,101,0,0,0,0,13181
125249,0,0,0,100,3,0,4,0,12969
125267,0,0,0,100,3,0,4,0,12970
125269,0,0,0,30,0,0,87376,0,12799
125280,0,0,500,5,0,0,20,0,12815
125284,0,0,0,15,0,0,20,0,12947
125287,0,0,0,15,0,0,20,0,12254
125312,0,10,0,101,0,0,0,0,12891
125320,0,5,0,101,0,0,0,0,13222
125321,0,5,0,101,0,0,0,0,13223
125322,0,5,0,101,0,0,0,0,13224
125323,0,0,0,30,0,0,0,0,13225
125339,0,0,0,101,0,0,0,0,13526
125341,0,0,0,100,10,0,20,0,12328
125345,0,0,0,101,0,0,0,0,12809
125358,0,0,0,30,0,0,0,0,13226
125381,0,0,0,101,0,0,0,0,11719
125388,0,0,0,100,2,0,1048576,0,12562
125411,0,5,0,101,0,0,0,0,16333
125422,0,5,0,101,0,0,0,0,11469
125423,0,5,0,101,0,0,0,0,11470
125433,0,0,0,100,0,0,131072,0,13896
125435,0,3,0,101,0,0,0,0,14189
125443,0,5,0,101,0,0,0,0,11471
125454,0,0,500,3,0,0,20,0,12813
125455,0,0,500,4,0,0,20,0,12814
125458,0,0,0,100,2,0,1048576,0,12421
125470,0,0,0,15,0,0,87376,0,12797
125471,0,0,0,45,0,0,87376,0,12800
125478,0,10,0,101,0,0,0,0,12884
125495,0,0,0,100,0,0,69972,0,12834
125507,0,0,0,0,0,0,87376,0,13165
125540,0,0,0,100,2,0,1048576,0,13808
125544,0,0,0,101,0,0,0,0,14087
125566,0,0,0,101,0,0,0,0,15662
125567,0,0,0,101,0,0,0,0,13438
125569,0,0,0,101,0,0,0,0,12826
125570,0,0,0,50,0,0,87376,0,12311
125574,0,0,0,20,0,0,680,0,12298
125586,0,0,0,101,0,0,0,0,11790
125599,0,0,0,101,0,0,0,0,12824
125610,0,0,0,100,0,0,20,0,12972
125613,0,0,0,101,0,0,0,0,11286
125622,0,0,0,101,0,0,0,0,11285
125624,0,0,0,5,0,0,139944,0,13234
125646,0,0,0,100,0,0,20,0,12702
125652,0,0,0,10,0,0,87376,0,12668
125656,0,0,0,100,0,0,20,0,12971
125659,0,0,0,100,0,0,4,0,13002
125660,0,0,0,101,0,0,0,0,11297
125661,0,100,0,101,0,0,0,0,12280
125679,0,0,0,30,0,0,0,0,13227
125688,0,0,0,10,0,0,40,0,14108
125694,0,5,0,101,0,0,0,0,13218
125698,0,0,0,100,0,0,20,0,12973
125699,0,0,0,100,0,0,20,0,12704
125723,0,0,0,100,0,0,139944,0,13045
125742,0,0,0,80,0,0,680,0,12726
125744,0,0,0,20,0,0,0,0,11338
125775,0,0,0,60,0,0,680,0,12725
125781,0,0,0,10,0,0,40,0,12246
125784,0,0,1000,25,0,0,40,0,13879
125803,0,0,0,100,0,0,4,0,12999
125813,0,0,0,100,0,0,680,0,12727
125815,0,0,0,100,0,0,87376,0,12958
125822,0,0,0,101,0,0,0,0,13318
125825,0,0,0,100,0,0,65536,0,12847
125826,0,0,0,100,3,0,4,0,12967
125834,0,0,0,100,0,0,4,0,13001
125842,0,0,0,101,0,0,0,0,12872
125844,0,0,0,100,0,0,0,0,15654
125870,0,0,0,20,0,0,0,0,11339
125875,0,0,0,100,0,0,4,0,13000
125891,0,0,0,5,0,0,20,0,13616
125902,0,0,0,5,0,0,20,0,14133
125905,0,0,0,40,0,0,87376,0,14160
125910,0,0,0,100,0,0,0,0,13327
125926,0,0,0,60,0,0,87376,0,14161
125933,0,0,0,100,0,0,2,0,14144
125939,0,0,0,6,0,0,69652,0,13803
125949,0,0,500,2,0,0,20,0,13961
125974,0,0,500,100,0,0,87376,0,14195
125976,0,0,0,100,0,0,0,0,13530
125978,0,5,0,101,0,0,0,0,13444
125982,0,0,500,1,0,0,20,0,13960
125995,0,0,0,100,0,0,640,0,14325
126011,0,0,0,100,1,0,87376,0,14143
126019,0,0,0,5,0,0,680,0,13959
126020,0,0,0,101,0,0,0,0,15261
126040,0,0,0,100,0,0,20,0,15636
126045,0,0,0,4,0,0,20,0,13802
126046,0,0,0,101,0,0,0,0,15264
126066,0,0,500,5,0,0,20,0,13964
126078,0,0,0,2,0,0,20,0,13800
126079,0,0,0,100,0,0,-2146819416,0,14326
126082,0,0,0,101,0,0,0,0,15263
126085,0,0,0,100,0,0,-2146819416,0,14327
126091,0,0,0,100,12,0,20,0,14204
126092,0,0,0,3,0,0,20,0,13801
126099,0,0,0,100,0,0,139944,0,13716
126103,0,0,0,50,0,0,87376,0,13754
126113,0,0,8000,5,0,0,20,0,14869
126117,0,0,500,3,0,0,20,0,13962
126129,0,0,0,101,0,0,0,0,13752
126186,0,0,0,100,0,0,2,0,14148
126187,0,0,0,100,1,0,87376,0,14149
126202,0,0,0,101,0,0,0,0,14118
126204,0,5,0,101,0,0,0,0,14120
126223,0,0,0,101,0,0,0,0,12721
126266,0,0,0,15,0,0,20,0,13299
126269,0,0,0,1,0,0,20,0,13709
126277,0,0,0,100,0,0,139944,0,13048
126283,0,0,0,100,0,0,40,0,13358
126285,0,3,0,101,0,0,0,0,14795
126286,0,0,8000,15,0,0,139936,0,14796
126294,0,0,0,101,0,0,0,0,14309
126305,0,0,0,101,0,0,0,0,14308
