"ID","DifficultyID","Category","DefenseType","DispelType","Mechanic","PreventionType","StartRecoveryCategory","ChargeCategory","SpellID"
"70634","0","0","1","0","0","1","133","0","939"
"70637","0","0","1","0","0","1","133","0","475"
"70643","0","0","1","1","0","1","133","0","1044"
"70645","0","0","1","1","0","1","133","0","905"
"70649","0","0","1","1","0","1","133","0","324"
"70650","0","0","1","0","0","1","133","0","331"
"70651","0","0","1","0","0","1","133","0","332"
"70653","0","0","1","2","0","1","133","0","1490"
"70666","0","37","1","1","29","1","133","0","1020"
"70667","0","0","1","1","0","1","133","0","205"
"70673","0","0","1","2","0","1","133","0","1108"
"70684","0","0","1","0","0","1","133","0","1735"
"70685","0","0","1","1","0","1","133","0","1075"
"70688","0","1175","3","4","0","2","133","0","3034"
"70690","0","731","1","0","0","1","133","0","1122"
"70694","0","40","2","0","0","2","133","0","1760"
"70695","0","82","2","0","0","2","133","0","1754"
"70699","0","0","1","0","0","1","133","0","2060"
"70700","0","0","1","0","0","1","133","0","2061"
"70706","0","88","2","0","0","2","133","0","1671"
"70707","0","88","2","0","0","2","133","0","1672"
"70708","0","0","1","0","0","1","133","0","1454"
"70715","0","0","3","4","0","2","133","0","1978"
"70717","0","0","1","0","0","1","133","0","1456"
"70718","0","88","2","0","0","2","133","0","1766"
"70720","0","33","2","0","0","2","133","0","1776"
"70722","0","88","2","0","0","2","133","0","1767"
"70723","0","88","2","0","0","2","133","0","1768"
"70724","0","88","2","0","0","2","133","0","1769"
"70725","0","0","1","1","0","1","133","0","1244"
"70726","0","23","1","0","0","1","133","0","2062"
"70730","0","0","1","0","0","1","133","0","1161"
"70731","0","0","0","0","0","0","133","0","1462"
"70734","0","0","1","1","0","1","133","0","774"
"70741","0","0","2","0","0","2","133","0","1082"
"70745","0","55","0","1","0","0","0","0","3045"
"70748","0","0","1","0","0","1","133","0","959"
"70753","0","0","1","1","0","1","133","0","2791"
"70754","0","0","1","0","0","1","133","0","1088"
"70763","0","0","1","1","0","1","133","0","1459"
"70764","0","0","1","1","0","1","133","0","1460"
"70777","0","0","0","0","0","0","133","0","768"
"70784","0","85","2","0","0","2","133","0","769"
"70785","0","0","1","1","0","1","133","0","770"
"70790","0","0","2","0","0","2","133","0","2098"
"70795","0","0","1","2","0","1","133","0","1014"
"70796","0","0","1","1","7","1","133","0","1062"
"70798","0","0","1","0","0","1","133","0","1064"
"70805","0","0","2","0","0","2","133","0","2589"
"70806","0","0","2","0","0","2","133","0","2590"
"70810","0","0","2","0","0","2","133","0","3029"
"70811","0","82","2","0","0","2","133","0","1755"
"70812","0","82","2","0","0","2","133","0","1756"
"70816","0","0","1","0","0","1","133","0","1449"
"70817","0","65","2","0","0","2","133","0","1495"
"70818","0","891","2","0","0","2","133","0","1680"
"70819","0","0","2","0","0","2","133","0","1757"
"70820","0","0","2","0","0","2","133","0","1758"
"70822","0","0","2","0","0","2","133","0","2591"
"70823","0","0","1","0","0","1","133","0","1455"
"70824","0","22","1","0","4","1","133","0","1725"
"70831","0","0","1","0","0","1","133","0","1160"
"70832","0","0","1","0","0","1","133","0","988"
"70834","0","0","1","0","0","1","133","0","990"
"70836","0","38","0","5","0","0","1178","0","1786"
"70838","0","0","2","0","0","2","133","0","7386"
"70839","0","38","0","5","0","0","1178","0","1787"
"70843","0","0","1","1","0","1","133","0","699"
"70844","0","46","1","0","0","1","133","0","740"
"70847","0","38","0","5","0","0","1178","0","1784"
"70851","0","0","0","0","0","0","133","0","1066"
"70858","0","1195","1","1","0","1","133","0","974"
"70862","0","38","0","5","0","0","1178","0","1785"
"70863","0","0","1","1","0","1","133","0","1706"
"70864","0","0","1","1","0","1","133","0","976"
"70867","0","0","1","1","0","1","133","0","1243"
"70872","0","35","1","0","0","1","133","0","1535"
"70875","0","411","0","0","0","1","133","0","1499"
"70887","0","0","1","1","0","1","133","0","778"
"70888","0","1187","3","0","2","2","133","0","2094"
"70889","0","0","0","1","0","0","133","0","1130"
"70900","0","0","1","1","0","1","133","0","1245"
"70901","0","0","1","0","0","1","133","0","1086"
"70912","0","0","1","1","0","1","133","0","1463"
"70914","0","0","1","0","0","1","133","0","1106"
"70915","0","0","1","1","0","1","133","0","1461"
"70920","0","0","1","1","0","1","133","0","1058"
"70922","0","0","2","0","0","2","133","0","1464"
"70925","0","33","2","0","0","2","133","0","1777"
"70936","0","0","1","0","0","1","133","0","2006"
"70937","0","0","0","0","0","0","133","0","1494"
"70946","0","0","2","0","0","2","0","0","1608"
"70948","0","33","1","1","5","1","133","0","1513"
"70949","0","20","1","1","29","1","133","0","1022"
"70951","0","0","1","1","0","1","133","0","1038"
"70952","0","0","1","0","1","1","133","0","1098"
"70957","0","0","1","0","0","1","133","0","996"
"70961","0","0","1","1","0","1","133","0","970"
"70967","0","0","2","0","0","2","133","0","1715"
"70968","0","0","0","0","0","1","133","0","1543"
"70969","0","0","1","0","0","1","133","0","1120"
"70970","0","0","1","0","0","1","133","0","1152"
"70971","0","0","1","0","0","1","133","0","2908"
"70972","0","0","1","0","0","1","133","0","2912"
"70975","0","0","0","0","0","0","133","0","2836"
"70976","0","82","1","1","0","1","133","0","9592"
"70986","0","0","1","0","0","1","133","0","2870"
"70993","0","0","2","0","0","2","133","0","3009"
"70994","0","33","1","1","23","1","133","0","2878"
"71000","0","44","0","0","0","0","0","0","1850"
"71001","0","0","1","1","0","1","133","0","2941"
"71002","0","691","1","3","0","1","133","0","2944"
"71005","0","0","1","0","0","1","133","0","8423"
"71008","0","0","2","0","0","2","133","0","3010"
"71012","0","0","1","0","0","1","133","0","2120"
"71013","0","23","1","0","0","1","133","0","2894"
"71015","0","19","1","0","0","1","133","0","2138"
"71019","0","44","0","0","0","0","0","0","2983"
"71024","0","0","1","2","0","0","0","0","2943"
"71040","0","88","1","0","26","1","0","0","2139"
"71044","0","56","1","1","19","1","133","0","3747"
"71051","0","0","2","0","0","2","133","0","1759"
"71053","0","40","2","0","0","2","0","0","2973"
"71054","0","0","1","1","0","1","133","0","1126"
"71055","0","49","3","0","0","2","133","0","1510"
"71056","0","0","3","4","0","2","133","0","3043"
"71059","0","0","1","1","0","1","133","0","2652"
"71061","0","1173","3","0","0","2","133","0","3044"
"71069","0","0","2","0","0","2","133","0","2974"
"71091","0","0","2","0","0","2","133","0","1752"
"71097","0","85","3","0","0","2","133","0","2643"
"71101","0","0","1","0","0","1","133","0","3738"
"71114","0","0","1","0","0","1","133","0","2121"
"71115","0","0","1","1","0","1","133","0","2767"
"71119","0","0","2","0","0","2","133","0","1824"
"71129","0","0","1","0","0","1","133","0","2782"
"71136","0","0","0","0","0","1","133","0","2048"
"71137","0","0","1","0","0","1","133","0","2008"
"71138","0","0","1","1","0","1","133","0","2645"
"71139","0","82","2","0","0","2","133","0","1753"
"71140","0","0","1","0","0","1","133","0","1949"
"71141","0","47","2","0","0","2","0","0","2457"
"71145","0","0","1","0","0","1","133","0","2362"
"71149","0","0","1","0","0","1","133","0","2054"
"71150","0","0","1","0","0","1","133","0","2055"
"71155","0","0","2","0","15","2","133","0","1943"
"71158","0","82","1","0","0","1","0","0","2649"
"71161","0","0","1","0","0","1","133","0","2010"
"71164","0","0","0","0","0","0","133","0","1515"
"71165","0","56","1","0","0","1","133","0","2800"
"71169","0","39","0","0","0","0","0","0","1856"
"71170","0","0","2","0","0","2","133","0","1823"
"71171","0","0","1","0","0","1","133","0","2484"
"71176","0","0","1","1","0","1","133","0","2090"
"71177","0","19","1","0","0","1","133","0","2137"
"71179","0","0","1","1","0","1","133","0","2893"
"71186","0","0","1","1","10","1","133","0","2637"
"71190","0","0","1","0","0","1","133","0","2096"
"71195","0","0","1","1","0","1","133","0","2947"
"71196","0","0","1","0","0","1","133","0","2948"
"71199","0","0","1","0","0","1","133","0","2050"
"71200","0","0","1","0","0","1","133","0","2052"
"71203","0","0","2","0","30","2","133","0","2070"
"71206","0","0","1","1","0","1","133","0","2091"
"71207","0","1144","1","1","0","1","133","0","2651"
"71208","0","0","1","0","0","1","133","0","2053"
"71209","0","85","1","0","0","1","133","0","2860"
"71212","0","0","0","0","0","0","133","0","2641"
"71214","0","19","1","0","0","1","133","0","2136"
"71215","0","82","2","0","0","2","133","0","1742"
"71216","0","0","1","0","0","1","133","0","8422"
"71218","0","35","1","0","0","1","133","0","2812"
"71219","0","0","2","0","0","2","133","0","1822"
"71222","0","0","2","0","12","2","133","0","1833"
"71224","0","44","1","0","0","1","133","0","1953"
"71227","0","39","0","0","0","0","0","0","1857"
"71249","0","0","1","0","0","1","133","0","3700"
"71252","0","0","0","0","0","0","133","0","4511"
"71282","0","0","1","1","0","1","133","0","3627"
"71283","0","0","1","0","0","1","133","0","3698"
"71296","0","0","1","0","0","1","133","0","3561"
"71324","0","0","1","1","0","1","133","0","3662"
"71330","0","0","1","0","0","1","133","0","3472"
"71339","0","0","2","0","15","2","133","0","9492"
"71371","0","0","1","0","0","1","133","0","3562"
"71372","0","0","1","0","0","1","133","0","3563"
"71373","0","0","0","0","0","1","133","0","3599"
"71388","0","0","1","0","0","1","133","0","3110"
"71389","0","0","1","1","0","1","133","0","3111"
"71396","0","0","3","0","0","2","133","0","3674"
"71423","0","47","2","0","0","2","0","0","2458"
"71435","0","0","1","0","0","1","133","0","9490"
"71439","0","0","1","0","0","1","133","0","3565"
"71440","0","0","1","0","0","1","133","0","3552"
"71442","0","0","1","0","0","1","133","0","3566"
"71443","0","0","1","0","0","1","133","0","3567"
"71459","0","0","1","1","0","1","133","0","3661"
"71471","0","0","1","0","0","1","133","0","3140"
"71497","0","0","1","0","0","1","133","0","5186"
"71540","0","0","2","0","0","2","133","0","5308"
"71553","0","0","1","0","0","1","133","0","5504"
"71554","0","0","1","0","0","1","133","0","5505"
"71555","0","0","1","0","0","1","133","0","5506"
"71559","0","0","1","0","0","1","133","0","4987"
"71567","0","0","1","1","0","1","133","0","5138"
"71582","0","0","1","0","0","1","133","0","5187"
"71583","0","0","1","0","0","1","133","0","5188"
"71600","0","0","1","0","0","1","133","0","5185"
"71663","0","0","1","0","0","1","133","0","3699"
"71709","0","36","1","0","0","1","133","0","3716"
"71741","0","0","3","0","11","2","133","0","5116"
"71749","0","0","1","0","0","1","133","0","5699"
"71757","0","0","1","1","0","1","133","0","6076"
"71758","0","0","2","0","0","2","133","0","5221"
"71759","0","0","1","1","0","1","133","0","6074"
"71760","0","0","1","1","0","1","133","0","6075"
"71763","0","0","1","1","0","1","133","0","5697"
"71768","0","0","1","0","0","1","133","0","5189"
"71769","0","0","1","0","0","1","133","0","6060"
"71773","0","0","1","0","0","1","133","0","5242"
"71779","0","0","1","0","12","0","0","0","5530"
"71784","0","0","1","0","0","1","133","0","6064"
"71785","0","0","1","1","7","1","133","0","5196"
"71799","0","0","1","0","0","1","133","0","6117"
"71816","0","0","1","1","7","1","133","0","5195"
"71824","0","634","1","1","5","1","133","0","5484"
"71830","0","0","1","1","0","1","133","0","6077"
"71831","0","45","1","0","0","1","133","0","5730"
"71850","0","0","1","0","0","1","133","0","9889"
"71871","0","0","0","0","0","1","133","0","5143"
"71872","0","0","0","0","0","1","133","0","5144"
"71875","0","0","2","0","0","2","133","0","5201"
"71876","0","0","1","0","0","1","133","0","5118"
"71880","0","0","1","0","21","1","133","0","5784"
"71882","0","0","1","0","0","1","133","0","6063"
"71887","0","0","0","0","0","0","133","0","5225"
"71893","0","0","0","0","0","0","133","0","5502"
"71899","0","0","1","0","0","1","133","0","5394"
"71907","0","0","1","0","0","1","133","0","9888"
"71913","0","0","1","0","0","1","133","0","5180"
"71916","0","38","0","5","0","0","1178","0","5215"
"71926","0","82","1","0","0","1","0","0","14917"
"71944","0","0","1","1","0","1","133","0","5232"
"71956","0","0","1","0","0","1","133","0","5176"
"71957","0","0","1","0","0","1","133","0","5177"
"71958","0","0","1","0","0","1","133","0","5178"
"71959","0","0","1","0","0","1","133","0","5179"
"71965","0","0","1","0","0","1","133","0","5209"
"71966","0","32","2","0","12","2","133","0","5211"
"71978","0","0","1","1","0","1","133","0","6222"
"71984","0","32","1","1","12","1","133","0","5589"
"71994","0","0","1","0","0","1","133","0","6127"
"71998","0","88","2","0","0","2","133","0","6554"
"72004","0","0","0","0","0","2","133","0","5171"
"72011","0","32","1","1","12","1","133","0","5588"
"72024","0","65","0","0","0","0","0","0","6281"
"72025","0","65","0","0","0","0","0","0","6282"
"72026","0","0","1","0","0","1","133","0","6219"
"72027","0","33","1","1","23","1","133","0","5627"
"72032","0","65","0","0","0","0","0","0","6311"
"72039","0","65","0","0","0","0","0","0","6331"
"72043","0","65","0","0","0","0","0","0","6446"
"72048","0","0","1","0","0","1","133","0","6129"
"72060","0","1186","1","1","0","1","133","0","6940"
"72065","0","65","0","0","0","0","0","0","6447"
"72066","0","0","2","0","15","2","133","0","9752"
"72070","0","65","0","0","0","0","0","0","6283"
"72076","0","0","0","1","0","0","0","0","7001"
"72081","0","0","0","0","0","1","133","0","8417"
"72082","0","0","0","0","0","1","133","0","8416"
"72083","0","0","0","0","0","0","133","0","5487"
"72088","0","0","1","1","0","1","133","0","5234"
"72092","0","66","0","0","0","0","0","0","5277"
"72096","0","65","0","0","0","0","0","0","6445"
"72097","0","37","1","1","29","1","133","0","5573"
"72099","0","0","1","1","5","1","133","0","5782"
"72108","0","0","1","0","0","1","133","0","9747"
"72114","0","0","2","0","15","2","133","0","6546"
"72124","0","35","1","1","0","1","133","0","6131"
"72125","0","0","1","1","0","1","133","0","9749"
"72126","0","0","1","1","0","1","133","0","9750"
"72128","0","0","0","0","0","1","133","0","5145"
"72130","0","0","0","0","0","0","133","0","6495"
"72132","0","0","1","1","0","1","133","0","6078"
"72133","0","0","1","0","5","1","133","0","5246"
"72149","0","0","1","0","0","1","133","0","6041"
"72155","0","0","1","0","0","1","133","0","6190"
"72162","0","0","1","0","0","1","133","0","6141"
"72166","0","0","1","0","0","1","133","0","6201"
"72167","0","0","1","1","0","1","133","0","5570"
"72169","0","0","1","0","0","1","133","0","6192"
"72170","0","0","1","0","0","1","133","0","6197"
"72178","0","65","0","0","0","0","0","0","6444"
"72184","0","56","1","1","19","1","133","0","6065"
"72185","0","0","1","0","0","1","133","0","5740"
"72190","0","0","1","0","0","1","133","0","6202"
"72201","0","65","0","0","0","0","0","0","6314"
"72203","0","0","1","0","0","1","133","0","7294"
"72205","0","0","0","0","0","0","133","0","6542"
"72207","0","0","1","0","0","1","133","0","5676"
"72209","0","45","1","0","0","1","133","0","6392"
"72222","0","0","2","0","0","2","133","0","6785"
"72223","0","0","2","0","15","2","133","0","6548"
"72235","0","0","2","0","30","2","133","0","6770"
"72239","0","0","1","1","0","1","133","0","6346"
"72241","0","38","0","5","0","0","1178","0","6783"
"72244","0","65","0","0","0","0","0","0","6328"
"72248","0","65","0","0","0","0","0","0","6317"
"72254","0","65","2","0","0","2","133","0","6572"
"72255","0","0","2","0","15","2","133","0","6547"
"72256","0","0","0","0","0","1","133","0","6363"
"72258","0","0","1","0","0","1","133","0","8018"
"72262","0","0","2","0","0","2","0","0","9745"
"72269","0","0","0","0","0","1","133","0","6365"
"72270","0","45","1","0","0","1","133","0","6390"
"72274","0","65","2","0","0","2","133","0","7384"
"72278","0","45","1","0","0","1","133","0","6391"
"72283","0","0","0","0","0","2","133","0","6774"
"72286","0","0","1","1","5","1","133","0","6213"
"72308","0","0","1","1","0","1","133","0","7128"
"72310","0","0","1","0","0","1","0","0","7268"
"72311","0","0","1","0","0","1","0","0","7269"
"72312","0","0","0","0","0","0","133","0","5500"
"72315","0","65","0","0","0","0","0","0","6280"
"72318","0","0","1","0","0","1","133","0","8439"
"72321","0","0","1","0","0","1","0","0","7270"
"72322","0","0","2","0","0","2","133","0","6760"
"72325","0","65","0","0","0","0","0","0","6316"
"72327","0","0","1","1","0","1","133","0","6756"
"72334","0","88","2","0","0","2","133","0","6552"
"72335","0","82","2","0","0","2","133","0","6768"
"72336","0","633","1","1","0","1","133","0","6789"
"72338","0","65","0","0","0","0","0","0","6315"
"72342","0","0","1","0","0","1","133","0","7301"
"72345","0","0","0","0","0","1","133","0","6364"
"72355","0","19","1","0","0","1","133","0","5614"
"72358","0","0","1","2","0","1","133","0","6205"
"72360","0","65","0","0","0","0","0","0","6443"
"72365","0","0","1","1","1","1","133","0","6358"
"72369","0","0","1","1","0","1","133","0","6226"
"72374","0","0","1","1","0","1","133","0","6223"
"72381","0","56","1","1","0","1","133","0","6143"
"72383","0","0","1","1","0","1","133","0","8495"
"72389","0","0","1","0","0","1","133","0","6673"
"72397","0","0","1","0","0","1","133","0","6778"
"72398","0","0","1","0","0","1","133","0","6780"
"72415","0","19","1","0","0","1","133","0","5615"
"72416","0","0","2","0","0","2","133","0","6761"
"72417","0","0","2","0","0","2","133","0","6762"
"72420","0","49","1","0","0","1","133","0","6343"
"72422","0","0","1","2","0","1","133","0","6217"
"72426","0","56","1","1","0","1","133","0","6229"
"72427","0","0","1","1","0","1","0","0","12042"
"72429","0","0","1","0","0","1","133","0","5675"
"72432","0","44","0","0","0","2","0","0","6178"
"72433","0","82","1","0","0","1","0","0","6795"
"72436","0","65","0","0","0","0","0","0","6333"
"72437","0","65","0","0","0","0","0","0","6286"
"72445","0","65","0","0","0","0","0","0","6332"
"72449","0","631","1","0","0","1","133","0","6353"
"72451","0","0","1","1","5","1","133","0","6215"
"72452","0","0","1","0","0","1","133","0","6366"
"72455","0","82","1","0","0","1","133","0","6360"
"72461","0","0","1","0","0","1","133","0","6375"
"72464","0","65","0","0","0","0","0","0","6334"
"72468","0","0","1","0","0","1","133","0","6377"
"72471","0","0","2","0","0","2","0","0","6809"
"72476","0","0","1","0","0","1","133","0","7300"
"72491","0","32","2","0","12","2","133","0","6798"
"72492","0","0","2","0","0","2","133","0","6800"
"72495","0","0","1","1","0","1","133","0","1006"
"72503","0","0","1","1","0","1","133","0","7648"
"72504","0","0","1","0","0","1","133","0","7328"
"72509","0","0","1","0","0","1","133","0","7641"
"72515","0","37","1","6","0","1","133","0","7870"
"72520","0","0","1","0","0","1","0","0","8418"
"72523","0","0","1","1","0","1","133","0","992"
"72524","0","0","2","0","0","2","133","0","7373"
"72529","0","35","1","0","0","1","133","0","8498"
"72530","0","0","1","0","0","1","133","0","8949"
"72532","0","19","1","1","0","1","133","0","8052"
"72533","0","19","1","0","0","1","133","0","8413"
"72536","0","0","1","0","0","1","0","0","5857"
"72537","0","20","1","1","29","1","133","0","5599"
"72538","0","0","2","0","0","2","0","0","6807"
"72540","0","19","1","0","0","1","133","0","8044"
"72550","0","65","2","0","0","2","133","0","7887"
"72552","0","0","1","0","0","1","133","0","7799"
"72553","0","0","1","0","0","1","133","0","7800"
"72554","0","0","1","0","0","1","133","0","7801"
"72555","0","0","1","0","0","1","133","0","7802"
"72557","0","0","1","0","0","1","133","0","8444"
"72568","0","40","2","0","0","2","133","0","7402"
"72569","0","0","1","0","0","1","133","0","1032"
"72574","0","0","2","0","0","2","0","0","8972"
"72576","0","0","1","1","0","1","133","0","8450"
"72577","0","0","1","0","0","1","133","0","8951"
"72583","0","0","1","0","0","1","133","0","8017"
"72586","0","44","0","0","0","2","133","0","7371"
"72588","0","0","1","0","0","1","133","0","7302"
"72590","0","0","1","0","0","1","133","0","8012"
"72595","0","0","1","0","0","1","133","0","8004"
"72596","0","0","1","0","0","1","133","0","8005"
"72597","0","0","1","0","0","1","133","0","7320"
"72598","0","0","1","0","0","1","133","0","8027"
"72599","0","0","1","0","0","1","133","0","8038"
"72607","0","0","1","0","0","1","133","0","168"
"72610","0","0","1","0","0","1","133","0","8010"
"72613","0","0","1","0","0","1","133","0","8955"
"72627","0","0","1","0","0","1","133","0","8024"
"72629","0","56","1","1","19","1","133","0","6066"
"72632","0","0","1","1","0","1","133","0","7651"
"72639","0","0","2","0","15","2","133","0","1079"
"72642","0","65","2","0","0","2","133","0","7379"
"72656","0","40","2","0","0","2","133","0","7400"
"72669","0","40","1","0","0","1","133","0","7816"
"72676","0","0","1","0","0","1","133","0","8030"
"72693","0","0","2","0","0","2","133","0","8676"
"72694","0","50","1","1","0","1","133","0","8492"
"72697","0","19","1","0","0","1","133","0","8104"
"72701","0","0","1","1","0","1","133","0","8455"
"72702","0","56","1","1","0","1","133","0","8458"
"72707","0","0","1","0","0","1","133","0","706"
"72708","0","56","1","1","0","1","133","0","8461"
"72710","0","0","1","0","0","1","133","0","8512"
"72711","0","0","1","0","0","1","133","0","8438"
"72712","0","0","2","0","15","2","133","0","9493"
"72717","0","0","1","0","0","1","133","0","8129"
"72719","0","33","2","0","0","2","133","0","8629"
"72729","0","19","1","0","0","1","133","0","8105"
"72733","0","56","1","1","0","1","133","0","8462"
"72736","0","19","1","0","0","1","133","0","8106"
"72738","0","0","1","2","0","1","133","0","980"
"72741","0","19","1","0","0","1","133","0","8045"
"72746","0","0","2","0","15","2","133","0","8631"
"72747","0","0","1","0","0","1","133","0","8437"
"72753","0","0","1","0","0","1","133","0","8232"
"72757","0","0","1","0","0","1","133","0","8075"
"72758","0","0","1","0","0","1","133","0","10054"
"72761","0","0","1","0","0","1","133","0","8235"
"72767","0","0","1","0","0","1","0","0","8419"
"72775","0","0","2","0","15","2","133","0","8632"
"72777","0","56","1","1","19","1","133","0","600"
"72778","0","82","1","0","0","1","0","0","14918"
"72782","0","0","2","0","15","2","133","0","8639"
"72783","0","0","2","0","0","2","133","0","8623"
"72784","0","0","1","0","0","1","133","0","10053"
"72790","0","0","1","1","0","1","133","0","945"
"72794","0","0","1","0","0","1","133","0","8160"
"72796","0","0","1","2","0","1","133","0","7658"
"72798","0","0","1","0","0","1","133","0","8033"
"72808","0","0","1","0","0","1","133","0","643"
"72820","0","0","2","0","15","2","133","0","8640"
"72839","0","0","1","1","0","1","133","0","8914"
"72841","0","0","1","2","0","1","133","0","7659"
"72845","0","0","1","0","0","1","133","0","8446"
"72846","0","0","1","0","0","1","0","0","11958"
"72848","0","0","2","0","0","2","0","0","7369"
"72849","0","49","1","0","0","1","133","0","8204"
"72850","0","0","1","0","0","1","133","0","6196"
"72851","0","82","1","0","0","1","0","0","14920"
"72853","0","65","2","0","0","2","133","0","6574"
"72854","0","0","1","0","0","1","133","0","8427"
"72855","0","0","2","0","0","2","0","0","6808"
"72857","0","19","1","1","0","1","133","0","8053"
"72858","0","19","1","1","0","1","133","0","8056"
"72866","0","0","2","0","0","2","133","0","8380"
"72869","0","0","1","0","0","1","133","0","8008"
"72877","0","0","1","0","0","1","133","0","8190"
"72882","0","0","1","0","0","1","133","0","8192"
"72884","0","270","2","0","12","2","133","0","8643"
