"ID","DifficultyID","CategoryRecoveryTime","RecoveryTime","StartRecoveryTime","AuraSpellID","SpellID"
"53068","0","0","0","1500","0","529"
"53070","0","0","0","1500","0","782"
"53071","0","0","0","1500","0","943"
"53072","0","0","0","1500","0","1002"
"53073","0","0","0","1500","0","1004"
"53074","0","0","0","1500","0","604"
"53075","0","0","0","1500","0","605"
"53076","0","0","0","1500","0","837"
"53080","0","12000","0","1500","0","72"
"53084","0","0","0","1500","0","1714"
"53090","0","0","0","1500","0","691"
"53092","0","0","0","1500","0","588"
"53093","0","0","0","1500","0","1008"
"53095","0","0","0","1500","0","1010"
"53097","0","0","0","1500","0","883"
"53098","0","0","0","1500","0","348"
"53099","0","10000","0","0","0","355"
"53101","0","0","0","1500","0","370"
"53103","0","60000","0","1500","0","676"
"53104","0","15000","0","1500","0","879"
"53105","0","0","0","1500","0","712"
"53108","0","0","0","1500","0","759"
"53110","0","1800000","0","1500","0","871"
"53118","0","0","0","1500","0","755"
"53122","0","25000","0","1500","0","865"
"53124","0","0","0","1500","0","1430"
"53130","0","0","0","1500","0","939"
"53132","0","0","0","1500","0","475"
"53133","0","0","25000","1500","0","1044"
"53134","0","0","0","1500","0","905"
"53136","0","0","0","1500","0","324"
"53137","0","0","0","1500","0","331"
"53138","0","0","0","1500","0","332"
"53140","0","0","0","1500","0","1490"
"53146","0","300000","0","1500","0","1020"
"53147","0","0","0","1500","0","205"
"53149","0","0","0","1500","0","1108"
"53154","0","0","0","1500","0","1735"
"53155","0","0","0","1500","0","1075"
"53157","0","15000","0","1500","0","3034"
"53158","0","3600000","0","1500","0","1122"
"53160","0","0","0","1000","0","1760"
"53161","0","5000","0","1500","0","1754"
"53162","0","0","0","1500","0","2060"
"53163","0","0","0","1500","0","2061"
"53169","0","12000","0","1500","0","1671"
"53170","0","12000","0","1500","0","1672"
"53171","0","0","0","1500","0","1454"
"53177","0","0","0","1500","0","1978"
"53179","0","0","0","1500","0","1456"
"53180","0","10000","0","1000","0","1766"
"53182","0","10000","0","1000","0","1776"
"53183","0","10000","0","1000","0","1767"
"53184","0","10000","0","1000","0","1768"
"53185","0","10000","0","1000","0","1769"
"53186","0","0","0","1500","0","1244"
"53188","0","0","60000","0","0","2687"
"53189","0","0","600000","1500","0","1161"
"53190","0","0","0","1500","0","1462"
"53193","0","0","0","1500","0","774"
"53195","0","0","0","1000","0","1082"
"53197","0","300000","0","0","0","3045"
"53198","0","0","0","1500","0","959"
"53201","0","0","0","1500","0","2791"
"53202","0","0","0","1500","0","1088"
"53206","0","0","0","1500","0","1459"
"53207","0","0","0","1500","0","1460"
"53215","0","0","0","1500","0","768"
"53216","0","0","0","1500","0","769"
"53217","0","0","0","1500","0","770"
"53219","0","0","0","1000","0","2098"
"53223","0","0","0","1500","0","1014"
"53224","0","0","0","1500","0","1062"
"53225","0","0","0","1500","0","1064"
"53229","0","0","0","1000","0","2589"
"53230","0","0","0","1000","0","2590"
"53233","0","0","5000","0","0","2565"
"53235","0","0","0","1000","0","3029"
"53236","0","5000","0","1500","0","1755"
"53237","0","5000","0","1500","0","1756"
"53238","0","0","0","1500","0","1449"
"53239","0","5000","0","1500","0","1495"
"53240","0","10000","0","1500","0","1680"
"53241","0","0","0","1000","0","1757"
"53242","0","0","0","1000","0","1758"
"53243","0","0","0","1000","0","2591"
"53244","0","0","0","1500","0","1455"
"53245","0","30000","0","1000","0","1725"
"53249","0","0","0","1500","0","1160"
"53250","0","0","0","1500","0","988"
"53251","0","0","0","1500","0","990"
"53252","0","10000","0","0","0","1786"
"53254","0","0","0","1500","0","7386"
"53255","0","10000","0","0","0","1787"
"53256","0","0","0","1500","0","699"
"53257","0","600000","0","1500","0","740"
"53260","0","10000","0","0","0","1784"
"53262","0","0","0","1500","0","1066"
"53267","0","0","0","1500","0","974"
"53268","0","10000","0","0","0","1785"
"53269","0","0","0","1500","0","1706"
"53270","0","0","0","1500","0","976"
"53271","0","0","0","1500","0","1243"
"53275","0","15000","0","1000","0","1535"
"53277","0","30000","0","1500","0","1499"
"53286","0","0","0","1500","0","778"
"53287","0","20000","180000","1000","0","2094"
"53288","0","0","0","1500","0","1130"
"53294","0","0","0","1500","0","1245"
"53295","0","0","0","1500","0","1086"
"53303","0","0","0","1500","0","1463"
"53305","0","0","0","1500","0","1106"
"53306","0","0","0","1500","0","1461"
"53309","0","0","0","1500","0","1058"
"53310","0","0","0","1500","0","1464"
"53312","0","10000","0","1000","0","1777"
"53317","0","0","0","1500","0","2006"
"53318","0","0","0","1500","0","1494"
"53324","0","30000","0","1500","0","1513"
"53325","0","300000","0","1500","0","1022"
"53326","0","0","0","1500","0","1038"
"53327","0","0","0","1500","0","1098"
"53330","0","0","0","1500","0","996"
"53331","0","0","0","1500","0","970"
"53335","0","0","0","1500","0","1715"
"53336","0","0","20000","1500","0","1543"
"53337","0","0","0","1500","0","1120"
"53338","0","0","0","1500","0","1152"
"53339","0","0","0","1500","0","2908"
"53340","0","0","0","1500","0","2912"
"53341","0","0","0","1500","0","2836"
"53342","0","30000","0","1500","0","9592"
"53348","0","0","0","1500","0","2870"
"53354","0","0","0","1500","0","3009"
"53355","0","30000","0","1500","0","2878"
"53360","0","300000","0","0","0","1850"
"53361","0","0","0","1500","0","2941"
"53362","0","180000","0","1500","0","2944"
"53365","0","0","0","1500","0","8423"
"53367","0","0","0","1500","0","3010"
"53370","0","0","0","1500","0","2120"
"53371","0","120000","1200000","1000","0","2894"
"53372","0","8000","0","1500","0","2138"
"53375","0","300000","0","0","0","2983"
"53382","0","24000","0","0","0","2139"
"53383","0","4000","0","1500","0","3747"
"53387","0","0","0","1000","0","1759"
"53388","0","6000","0","0","0","2973"
"53389","0","0","0","1500","0","1126"
"53390","0","60000","0","1500","0","1510"
"53391","0","0","0","1500","0","3043"
"53392","0","0","0","1500","0","2652"
"53393","0","6000","0","1500","0","3044"
"53396","0","0","0","1500","0","2974"
"53410","0","0","0","1000","0","1752"
"53416","0","10000","0","1500","0","2643"
"53426","0","0","0","1500","0","2121"
"53427","0","0","0","1500","0","2767"
"53430","0","0","0","1000","0","1824"
"53439","0","0","0","1500","0","2782"
"53444","0","0","0","1500","0","2008"
"53445","0","0","0","1500","0","2645"
"53446","0","5000","0","1500","0","1753"
"53447","0","0","0","1500","0","1949"
"53448","0","1000","0","0","0","2457"
"53451","0","0","0","1500","0","2362"
"53453","0","0","0","1500","0","2054"
"53454","0","0","0","1500","0","2055"
"53456","0","0","0","1000","0","1943"
"53459","0","5000","0","0","0","2649"
"53462","0","0","0","1500","0","2010"
"53465","0","0","0","1500","0","1515"
"53466","0","3600000","0","1500","0","2800"
"53469","0","300000","0","0","0","1856"
"53470","0","0","0","1000","0","1823"
"53471","0","0","15000","1000","0","2484"
"53474","0","0","0","1500","0","2090"
"53475","0","8000","0","1500","0","2137"
"53477","0","0","0","1500","0","2893"
"53482","0","0","0","1500","0","2637"
"53484","0","0","0","1500","0","2096"
"53487","0","0","0","1500","0","2947"
"53488","0","0","0","1500","0","2948"
"53491","0","0","0","1500","0","2050"
"53492","0","0","0","1500","0","2052"
"53494","0","0","0","1000","0","2070"
"53497","0","0","0","1500","0","2091"
"53498","0","180000","0","1500","0","2651"
"53499","0","0","0","1500","0","2053"
"53500","0","6000","0","1500","0","2860"
"53502","0","0","0","1500","0","2641"
"53503","0","8000","0","1500","0","2136"
"53504","0","5000","0","1500","0","1742"
"53505","0","0","0","1500","0","8422"
"53508","0","60000","0","1500","0","2812"
"53509","0","0","0","1000","0","1822"
"53511","0","0","0","1000","0","1833"
"53513","0","15000","0","1500","0","1953"
"53516","0","300000","0","0","0","1857"
"53527","0","0","0","1500","0","3700"
"53529","0","0","10000","0","0","4511"
"53537","0","0","0","1500","0","3627"
"53538","0","0","0","1500","0","3698"
"53541","0","0","0","1500","0","3561"
"53549","0","0","0","1500","0","3662"
"53551","0","0","0","1500","0","3472"
"53557","0","0","0","1000","0","9492"
"53564","0","0","0","1500","0","3562"
"53565","0","0","0","1500","0","3563"
"53566","0","0","0","1000","0","3599"
"53570","0","0","0","1000","0","3110"
"53571","0","0","0","1500","0","3111"
"53573","0","0","0","1500","0","3674"
"53578","0","1000","0","0","0","2458"
"53584","0","0","0","1500","0","9490"
"53586","0","0","0","1500","0","3565"
"53587","0","0","0","1500","0","3552"
"53589","0","0","0","1500","0","3566"
"53590","0","0","0","1500","0","3567"
"53597","0","0","0","1500","0","3661"
"53603","0","0","0","1500","0","3140"
"53613","0","0","0","1500","0","5186"
"53619","0","0","0","1500","0","5308"
"53621","0","0","0","1500","0","5504"
"53622","0","0","0","1500","0","5505"
"53623","0","0","0","1500","0","5506"
"53625","0","0","0","1500","0","4987"
"53627","0","0","0","1500","0","5138"
"53631","0","0","0","1500","0","5187"
"53632","0","0","0","1500","0","5188"
"53633","0","0","0","1500","0","5185"
"53644","0","0","0","1500","0","3699"
"53651","0","5000","0","1500","0","3716"
"53656","0","0","12000","1500","0","5116"
"53658","0","0","0","1500","0","5699"
"53659","0","0","0","1500","0","6076"
"53660","0","0","30000","0","0","5384"
"53661","0","0","0","1000","0","5221"
"53662","0","0","0","1500","0","6074"
"53663","0","0","0","1500","0","6075"
"53664","0","0","0","1500","0","5697"
"53666","0","0","0","1500","0","5189"
"53667","0","0","0","1500","0","6060"
"53670","0","0","0","1500","0","5242"
"53675","0","0","0","1500","0","6064"
"53676","0","0","0","1500","0","5196"
"53679","0","0","0","1500","0","6117"
"53684","0","0","0","1500","0","5195"
"53686","0","40000","0","1500","0","5484"
"53688","0","0","0","1500","0","6077"
"53689","0","30000","0","1000","0","5730"
"53698","0","0","0","1500","0","9889"
"53700","0","0","0","1500","0","5143"
"53701","0","0","0","1500","0","5144"
"53702","0","0","0","1000","0","5201"
"53703","0","0","0","1500","0","5118"
"53705","0","0","0","1500","0","5784"
"53706","0","0","0","1500","0","6063"
"53709","0","0","0","1500","0","5225"
"53711","0","0","0","1500","0","5502"
"53715","0","0","0","1000","0","5394"
"53720","0","0","0","1500","0","9888"
"53721","0","0","0","1500","0","5180"
"53722","0","10000","0","0","0","5215"
"53724","0","0","1000","0","0","5217"
"53727","0","5000","0","0","0","14917"
"53735","0","0","60000","0","0","5229"
"53736","0","0","0","1500","0","5232"
"53738","0","0","0","1500","0","5176"
"53739","0","0","0","1500","0","5177"
"53740","0","0","0","1500","0","5178"
"53741","0","0","0","1500","0","5179"
"53744","0","0","600000","1500","0","5209"
"53745","0","60000","0","1500","0","5211"
"53750","0","0","0","1500","0","6222"
"53752","0","60000","0","1500","0","5589"
"53754","0","0","0","1500","0","6127"
"53757","0","10000","0","1500","0","6554"
"53761","0","0","0","1000","0","5171"
"53762","0","60000","0","1500","0","5588"
"53769","0","0","0","1500","0","6219"
"53770","0","30000","0","1500","0","5627"
"53775","0","0","0","1500","0","6129"
"53780","0","30000","0","1500","0","6940"
"53783","0","0","0","1000","0","9752"
"53789","0","0","0","1500","0","8417"
"53790","0","0","0","1500","0","8416"
"53791","0","0","0","1500","0","5487"
"53793","0","0","0","1500","0","5234"
"53794","0","300000","0","0","0","5277"
"53797","0","300000","0","1500","0","5573"
"53798","0","0","0","1500","0","5782"
"53800","0","0","0","1500","0","9747"
"53802","0","0","0","1500","0","6546"
"53804","0","25000","0","1500","0","6131"
"53805","0","0","0","1500","0","9749"
"53806","0","0","0","1500","0","9750"
"53809","0","0","0","1500","0","5145"
"53810","0","0","0","1000","0","6495"
"53811","0","0","0","1500","0","6078"
"53812","0","0","180000","1500","0","5246"
"53814","0","0","0","1500","0","6041"
"53817","0","0","0","1500","0","6190"
"53820","0","0","0","1500","0","6141"
"53821","0","0","0","1500","0","6201"
"53822","0","0","0","1500","0","5570"
"53824","0","0","0","1500","0","6192"
"53825","0","0","0","1500","0","6197"
"53830","0","4000","0","1500","0","6065"
"53831","0","0","0","1500","0","5740"
"53833","0","0","0","1500","0","6202"
"53837","0","0","0","1500","0","7294"
"53838","0","0","300000","1500","0","6542"
"53839","0","0","0","1500","0","5676"
"53840","0","30000","0","1000","0","6392"
"53846","0","0","0","1000","0","6785"
"53847","0","0","0","1500","0","6548"
"53852","0","0","0","1000","0","6770"
"53853","0","0","180000","1500","0","6346"
"53855","0","10000","0","0","0","6783"
"53861","0","5000","0","1500","0","6572"
"53862","0","0","0","1500","0","6547"
"53863","0","0","0","1000","0","6363"
"53864","0","0","0","1500","0","8018"
"53868","0","0","0","1000","0","6365"
"53869","0","30000","0","1000","0","6390"
"53871","0","5000","0","1500","0","7384"
"53873","0","30000","0","1000","0","6391"
"53874","0","0","0","1000","0","6774"
"53877","0","0","0","1500","0","6213"
"53883","0","0","0","1500","0","7128"
"53884","0","0","0","1500","0","5500"
"53886","0","0","0","1500","0","8439"
"53888","0","0","0","1000","0","6760"
"53890","0","0","0","1500","0","6756"
"53891","0","10000","0","1500","0","6552"
"53892","0","10000","0","1000","0","6768"
"53893","0","120000","0","1500","0","6789"
"53895","0","0","0","1500","0","7301"
"53897","0","0","0","1000","0","6364"
"53903","0","15000","0","1500","0","5614"
"53904","0","0","0","1500","0","6205"
"53906","0","0","0","1500","0","6358"
"53907","0","0","0","1500","0","6226"
"53910","0","0","0","1500","0","6223"
"53914","0","30000","0","1500","0","6143"
"53916","0","0","0","1500","0","8495"
"53919","0","0","0","1500","0","6673"
"53920","0","0","0","1500","0","6778"
"53921","0","0","0","1500","0","6780"
"53928","0","15000","0","1500","0","5615"
"53929","0","0","0","1000","0","6761"
"53930","0","0","0","1000","0","6762"
"53931","0","4000","0","1500","0","6343"
"53933","0","0","0","1500","0","6217"
"53935","0","30000","0","1500","0","6229"
"53936","0","0","180000","0","0","12042"
"53938","0","0","0","1000","0","5675"
"53940","0","15000","0","0","0","6178"
"53941","0","10000","0","0","0","6795"
"53945","0","60000","0","1500","0","6353"
"53947","0","0","0","1500","0","6215"
"53948","0","0","0","1500","0","6366"
"53949","0","4000","0","1500","0","6360"
"53950","0","0","1000","0","0","6793"
"53952","0","0","0","1000","0","6375"
"53956","0","0","0","1000","0","6377"
"53958","0","0","0","1500","0","7300"
"53964","0","60000","0","1500","0","6798"
"53965","0","0","0","1000","0","6800"
"53967","0","0","0","1500","0","1006"
"53968","0","0","0","1500","0","7648"
"53969","0","0","0","1500","0","7328"
"53972","0","0","0","1500","0","7641"
"53973","0","0","0","1500","0","7870"
"53975","0","0","0","1500","0","992"
"53976","0","0","0","1500","0","7373"
"53979","0","15000","0","1000","0","8498"
"53980","0","0","0","1500","0","8949"
"53981","0","6000","0","1500","0","8052"
"53982","0","8000","0","1500","0","8413"
"53983","0","300000","0","1500","0","5599"
"53984","0","6000","0","1500","0","8044"
"53987","0","5000","0","1500","0","7887"
"53988","0","0","0","1000","0","7799"
"53989","0","0","0","1000","0","7800"
"53990","0","0","0","1000","0","7801"
"53991","0","0","0","1000","0","7802"
"53992","0","0","0","1500","0","8444"
"53996","0","120000","0","1500","0","7402"
"53997","0","0","0","1500","0","1032"
"53998","0","0","0","1500","0","8450"
"53999","0","0","0","1500","0","8951"
"54003","0","0","0","1500","0","8017"
"54006","0","25000","0","1500","0","7371"
"54008","0","0","0","1500","0","7302"
"54010","0","0","0","1500","0","8012"
"54011","0","0","0","1500","0","8004"
"54012","0","0","0","1500","0","8005"
"54013","0","0","0","1500","0","7320"
"54014","0","0","0","1500","0","8027"
"54015","0","0","0","1500","0","8038"
"54017","0","0","0","1500","0","168"
"54018","0","0","0","1500","0","8010"
"54019","0","0","0","1500","0","8955"
"54021","0","0","0","1500","0","8024"
"54023","0","4000","0","1500","0","6066"
"54024","0","0","0","1500","0","7651"
"54029","0","0","0","1000","0","1079"
"54030","0","5000","0","1500","0","7379"
"54034","0","120000","0","1500","0","7400"
"54037","0","12000","0","1500","0","7816"
"54038","0","0","0","1500","0","8030"
"54046","0","0","0","1000","0","8676"
"54047","0","10000","0","1500","0","8492"
"54048","0","8000","0","1500","0","8104"
"54050","0","0","0","1500","0","8455"
"54051","0","30000","0","1500","0","8458"
"54052","0","0","0","1500","0","706"
"54053","0","30000","0","1500","0","8461"
"54055","0","0","0","1000","0","8512"
"54056","0","0","0","1500","0","8438"
"54057","0","0","0","1000","0","9493"
"54061","0","0","0","1500","0","8129"
"54062","0","10000","0","1000","0","8629"
"54065","0","8000","0","1500","0","8105"
"54068","0","30000","0","1500","0","8462"
"54069","0","8000","0","1500","0","8106"
"54070","0","0","0","1500","0","980"
"54072","0","6000","0","1500","0","8045"
"54074","0","0","0","1000","0","8631"
"54075","0","0","0","1500","0","8437"
"54077","0","0","0","1500","0","8232"
"54080","0","0","0","1000","0","8075"
"54081","0","0","0","1500","0","10054"
"54082","0","0","0","1500","0","8235"
"54084","0","0","0","1000","0","8632"
"54085","0","4000","0","1500","0","600"
"54086","0","5000","0","0","0","14918"
"54087","0","0","0","1000","0","8639"
"54088","0","0","0","1000","0","8623"
"54089","0","0","0","1500","0","10053"
"54092","0","0","0","1500","0","945"
"54093","0","0","0","1000","0","8160"
"54094","0","0","0","1500","0","7658"
"54095","0","0","0","1500","0","8033"
"54096","0","0","0","1500","0","643"
"54099","0","0","0","1000","0","8640"
"54102","0","0","0","1500","0","8914"
"54103","0","0","0","1500","0","7659"
"54106","0","0","0","1500","0","8446"
"54107","0","0","480000","0","0","11958"
"54109","0","4000","0","1500","0","8204"
"54110","0","0","0","1500","0","6196"
"54111","0","5000","0","0","0","14920"
"54112","0","5000","0","1500","0","6574"
"54113","0","0","0","1500","0","8427"
"54115","0","6000","0","1500","0","8053"
"54116","0","6000","0","1500","0","8056"
"54118","0","0","0","1500","0","8380"
"54119","0","0","0","1500","0","8008"
"54122","0","0","0","1000","0","8190"
"54124","0","0","0","1500","0","8192"
"54125","0","20000","0","1000","0","8643"
"54126","0","0","0","1000","0","8835"
"54127","0","0","0","1000","0","8647"
"54128","0","0","0","1000","0","6787"
"54129","0","0","0","1000","0","8155"
"54131","0","6000","0","1500","0","8046"
"54134","0","0","0","1500","0","7372"
"54138","0","0","0","1500","0","8451"
"54140","0","0","0","1500","0","8131"
"54142","0","600000","0","1500","0","8918"
"54145","0","0","0","1500","0","325"
"54146","0","10000","0","1000","0","8637"
"54148","0","30000","0","1500","0","8122"
"54149","0","0","0","1000","0","8071"
"54150","0","6000","0","1500","0","8042"
"54151","0","0","0","1500","0","7322"
"54152","0","60000","0","1500","0","8983"
"54153","0","8000","0","1500","0","8412"
"54154","0","0","0","1500","0","704"
"54155","0","0","0","1000","0","8161"
"54156","0","0","0","1500","0","8407"
"54157","0","0","0","1500","0","8408"
"54158","0","6000","0","1500","0","8050"
"54162","0","4000","0","1500","0","8205"
"54164","0","0","0","1500","0","7405"
"54165","0","0","0","1000","0","8725"
"54166","0","0","0","1500","0","9856"
"54168","0","10000","0","0","0","9913"
"54169","0","0","0","1500","0","10186"
"54171","0","0","0","1500","0","9857"
"54172","0","0","0","1500","0","8134"
"54173","0","0","0","1000","0","8170"
"54175","0","0","1000","0","0","9845"
"54176","0","0","1000","0","0","9846"
"54177","0","0","0","1500","0","8936"
"54181","0","0","0","1500","0","10185"
"54182","0","0","0","1500","0","10187"
"54183","0","0","0","1500","0","9484"
"54184","0","0","0","1500","0","9634"
"54185","0","30000","0","1500","0","9578"
"54186","0","0","0","1500","0","9756"
"54187","0","15000","0","1000","0","8177"
"54188","0","0","0","1500","0","10151"
"54193","0","15000","0","1000","0","8499"
"54194","0","0","0","1500","0","14914"
"54195","0","0","0","1500","0","7646"
"54196","0","0","0","1500","0","8019"
"54197","0","0","0","1500","0","9835"
"54200","0","0","0","1500","0","9485"
"54201","0","0","0","1000","0","10496"
"54202","0","0","0","1500","0","10211"
"54203","0","0","0","1500","0","10212"
"54204","0","10000","0","1500","0","10159"
"54205","0","1800000","0","1500","0","1719"
"54211","0","0","0","1500","0","10180"
"54212","0","0","0","1500","0","10181"
"54215","0","0","0","1500","0","10173"
"54216","0","0","0","1000","0","9850"
"54218","0","300000","0","0","0","9821"
"54219","0","0","0","1000","0","8649"
"54220","0","0","0","1500","0","8905"
"54221","0","0","0","1500","0","9833"
"54222","0","0","0","1500","0","10951"
"54223","0","0","0","1500","0","9853"
"54224","0","0","0","1500","0","9758"
"54226","0","0","0","1500","0","131"
"54227","0","0","0","1500","0","8921"
"54229","0","0","0","1500","0","10174"
"54230","0","30000","0","1500","0","10177"
"54232","0","0","0","1500","0","8924"
"54233","0","0","0","1500","0","8938"
"54236","0","0","0","1500","0","10216"
"54237","0","0","0","1500","0","710"
"54239","0","30000","0","1500","0","10225"
"54240","0","0","0","1500","0","8939"
"54241","0","8000","0","1500","0","8103"
"54242","0","0","0","1500","0","9907"
"54244","0","0","0","1000","0","8633"
"54245","0","0","0","1500","0","8929"
"54247","0","0","0","1500","0","8400"
"54248","0","4000","0","1500","0","8198"
"54249","0","10000","0","1000","0","9000"
"54250","0","0","0","1500","0","8820"
"54251","0","30000","0","1500","0","8457"
"54252","0","0","0","1500","0","8926"
"54253","0","0","0","1500","0","8289"
"54254","0","0","0","1500","0","8406"
"54255","0","0","0","1000","0","8621"
"54256","0","0","0","1000","0","9904"
"54257","0","0","0","1500","0","8927"
"54258","0","0","0","1000","0","8181"
"54259","0","6000","0","1500","0","8058"
"54260","0","0","0","1500","0","8946"
"54263","0","10000","0","1500","0","10160"
"54264","0","0","0","1500","0","8903"
"54267","0","0","0","1500","0","8928"
"54268","0","10000","0","1000","0","8998"
"54269","0","30000","0","1500","0","8124"
"54270","0","300000","0","0","0","8696"
"54271","0","0","0","1000","0","8650"
"54272","0","0","0","1000","0","8184"
"54273","0","0","0","1500","0","8401"
"54274","0","0","0","1500","0","10145"
"54275","0","0","0","1500","0","10179"
"54276","0","600000","0","1500","0","9862"
"54279","0","0","0","1000","0","8624"
"54281","0","0","0","1000","0","8992"
"54282","0","0","0","1500","0","8317"
"54283","0","4000","0","1500","0","17"
"54284","0","0","0","1500","0","10220"
"54287","0","0","0","1500","0","9839"
"54288","0","0","0","1500","0","9841"
"54289","0","0","0","1500","0","8925"
"54290","0","0","0","1000","0","8143"
"54292","0","0","0","1500","0","10219"
"54294","0","0","0","1000","0","9849"
"54295","0","0","0","1500","0","8288"
"54297","0","0","0","1000","0","8227"
"54299","0","0","0","1000","0","8724"
"54300","0","0","0","1500","0","10215"
"54301","0","0","0","1500","0","9852"
"54302","0","0","0","1000","0","8154"
"54303","0","0","0","1000","0","9823"
"54304","0","0","0","1000","0","9827"
"54305","0","0","0","1500","0","8316"
"54306","0","0","0","1500","0","9910"
"54307","0","0","0","1500","0","9912"
"54309","0","0","0","1500","0","8494"
"54311","0","0","0","1000","0","8249"
"54312","0","8000","0","1500","0","8092"
"54315","0","0","0","1000","0","10462"
"54317","0","0","0","1500","0","10396"
"54319","0","0","0","1500","0","10892"
"54320","0","8000","0","1500","0","10199"
"54321","0","0","0","1000","0","9866"
"54322","0","0","0","1500","0","10192"
"54323","0","0","0","1500","0","9898"
"54324","0","0","0","1500","0","9901"
"54325","0","30000","0","1500","0","10797"
"54327","0","0","0","1000","0","10585"
"54328","0","0","0","1000","0","10587"
"54329","0","4000","0","1500","0","10898"
"54330","0","0","0","1500","0","10324"
"54332","0","4000","0","1500","0","10900"
"54333","0","0","0","1500","0","10191"
"54334","0","0","0","1500","0","9875"
"54335","0","0","0","1000","0","11273"
"54336","0","0","0","1000","0","9867"
"54337","0","0","0","1000","0","11275"
"54338","0","0","0","1500","0","10957"
"54339","0","30000","0","1500","0","11113"
"54340","0","0","0","1500","0","10193"
"54344","0","60000","0","1500","0","10308"
"54345","0","0","0","1500","0","10322"
"54346","0","0","0","1500","0","8950"
"54348","0","30000","0","1000","0","10427"
"54349","0","6000","0","1500","0","10412"
"54350","0","0","0","1500","0","10201"
"54351","0","0","0","1000","0","11274"
"54352","0","0","0","1500","0","10911"
"54353","0","30000","0","1500","0","10223"
"54354","0","60000","0","1500","0","10318"
"54355","0","0","0","1500","0","10202"
"54356","0","0","0","1500","0","10432"
"54357","0","8000","0","1500","0","10197"
"54360","0","0","0","1500","0","8907"
"54361","0","0","0","1500","0","10301"
"54362","0","0","0","1500","0","10149"
"54366","0","600000","0","1500","0","9863"
"54368","0","0","0","1500","0","10150"
"54369","0","0","0","1000","0","10600"
"54371","0","0","0","1500","0","10958"
"54372","0","0","0","1500","0","10431"
"54373","0","0","0","1000","0","10406"
"54375","0","120000","0","1500","0","694"
"54376","0","0","0","1500","0","10399"
"54377","0","6000","0","1500","0","10473"
"54378","0","0","0","1000","0","10478"
"54379","0","0","0","1500","0","10292"
"54380","0","0","0","1500","0","10293"
"54382","0","0","0","1000","0","9894"
"54384","0","0","0","1500","0","8910"
"54385","0","0","0","1500","0","8940"
"54386","0","0","0","1500","0","8941"
"54387","0","0","0","1500","0","10300"
"54388","0","0","0","1500","0","10156"
"54389","0","4000","0","1500","0","10899"
"54392","0","0","0","1500","0","10148"
