"ID","OrderIndex","ManaCost","ManaCostPerLevel","ManaPerSecond","PowerDisplayID","AltPowerBarID","PowerCostPct","PowerCostMaxPct","PowerPctPerSecond","PowerType","RequiredAuraSpellID","OptionalCost","SpellID"
"171233","0","50","0","0","0","0","0","0","0","0","0","0","2948"
"171238","0","30","0","0","0","0","0","0","0","0","0","0","2050"
"171240","0","45","0","0","0","0","0","0","0","0","0","0","2052"
"171248","0","65","0","0","0","0","0","0","0","3","0","0","2070"
"171254","0","135","0","0","0","0","0","0","0","0","0","0","2091"
"171257","0","0","0","0","0","0","3","0","0","0","0","0","2651"
"171259","0","75","0","0","0","0","0","0","0","0","0","0","2053"
"171263","0","445","0","0","0","0","0","0","0","0","0","0","2860"
"171277","0","40","0","0","0","0","0","0","0","0","0","0","2136"
"171283","0","15","0","0","0","0","0","0","0","2","0","0","1742"
"171287","0","490","0","0","0","0","0","0","0","0","0","0","8422"
"171295","0","550","0","0","0","0","0","0","0","0","0","0","2812"
"171301","0","40","0","0","0","0","0","0","0","3","0","0","1822"
"171315","0","60","0","0","0","0","0","0","0","3","0","0","1833"
"171323","0","0","0","0","0","0","21","0","0","0","0","0","1953"
"171328","0","0","0","0","0","0","0","0","0","3","0","0","1857"
"171397","0","39","0","24","0","0","0","0","0","-2","0","0","3700"
"171473","0","160","0","0","0","0","0","0","0","0","0","0","3627"
"171479","0","15","0","10","0","0","0","0","0","-2","0","0","3698"
"171534","0","120","0","0","0","0","0","0","0","0","0","0","3561"
"171599","0","130","0","0","0","0","0","0","0","0","0","0","3662"
"171613","0","365","0","0","0","0","0","0","0","0","0","0","3472"
"171640","0","30","0","0","0","0","0","0","0","3","0","0","9492"
"171733","0","120","0","0","0","0","0","0","0","0","0","0","3562"
"171734","0","120","0","0","0","0","0","0","0","0","0","0","3563"
"171738","0","25","0","0","0","0","0","0","0","0","0","0","3599"
"171792","0","10","0","0","0","0","0","0","0","0","0","0","3110"
"171793","0","70","0","0","0","0","0","0","0","0","0","0","3111"
"171814","0","100","0","0","0","0","0","0","0","1","0","0","3411"
"171898","0","0","0","0","0","0","0","0","0","1","0","0","2458"
"171919","0","100","0","0","0","0","0","0","0","1","0","0","9490"
"171929","0","120","0","0","0","0","0","0","0","0","0","0","3565"
"171933","0","800","0","0","0","0","0","0","0","0","0","0","3552"
"171936","0","120","0","0","0","0","0","0","0","0","0","0","3566"
"171937","0","120","0","0","0","0","0","0","0","0","0","0","3567"
"171990","0","100","0","0","0","0","0","0","0","0","0","0","3661"
"172019","0","95","0","0","0","0","0","0","0","0","0","0","3140"
"172118","0","55","0","0","0","0","0","0","0","0","0","0","5186"
"172234","0","150","0","0","0","0","0","0","0","1","0","0","5308"
"172272","0","60","0","0","0","0","0","0","0","0","0","0","5504"
"172273","0","105","0","0","0","0","0","0","0","0","0","0","5505"
"172274","0","180","0","0","0","0","0","0","0","0","0","0","5506"
"172291","0","0","0","0","0","0","6","0","0","0","0","0","4987"
"172323","0","95","0","0","0","0","0","0","0","0","0","0","5138"
"172377","0","110","0","0","0","0","0","0","0","0","0","0","5187"
"172378","0","185","0","0","0","0","0","0","0","0","0","0","5188"
"172417","0","25","0","0","0","0","0","0","0","0","0","0","5185"
"172620","0","24","0","17","0","0","0","0","0","-2","0","0","3699"
"172757","0","15","0","0","0","0","0","0","0","0","0","0","3716"
"172830","0","0","0","0","0","0","6","0","0","0","0","0","5116"
"172853","0","475","0","0","0","0","0","0","0","0","0","0","5699"
"172886","0","140","0","0","0","0","0","0","0","0","0","0","6076"
"172898","0","80","0","0","0","0","0","0","0","0","0","0","5384"
"172903","0","60","0","0","0","0","0","0","0","3","0","0","5221"
"172906","0","65","0","0","0","0","0","0","0","0","0","0","6074"
"172907","0","105","0","0","0","0","0","0","0","0","0","0","6075"
"172912","0","50","0","0","0","0","0","0","0","0","0","0","5697"
"172928","0","270","0","0","0","0","0","0","0","0","0","0","5189"
"172929","0","185","0","0","0","0","0","0","0","0","0","0","6060"
"172937","0","100","0","0","0","0","0","0","0","1","0","0","5242"
"172966","0","305","0","0","0","0","0","0","0","0","0","0","6064"
"172967","0","95","0","0","0","0","0","0","0","0","0","0","5196"
"173000","0","270","0","0","0","0","0","0","0","0","0","0","6117"
"173064","0","80","0","0","0","0","0","0","0","0","0","0","5195"
"173098","0","150","0","0","0","0","0","0","0","0","0","0","5484"
"173108","0","170","0","0","0","0","0","0","0","0","0","0","6077"
"173115","0","15","0","0","0","0","0","0","0","0","0","0","5730"
"173165","0","720","0","0","0","0","0","0","0","0","0","0","9889"
"173218","0","85","0","0","0","0","0","0","0","0","0","0","5143"
"173219","0","140","0","0","0","0","0","0","0","0","0","0","5144"
"173224","0","45","0","0","0","0","0","0","0","3","0","0","5201"
"173225","0","40","0","0","0","0","0","0","0","0","0","0","5118"
"173232","0","100","0","0","0","0","0","0","0","0","0","0","5784"
"173236","0","255","0","0","0","0","0","0","0","0","0","0","6063"
"173255","0","0","0","0","0","0","0","0","0","3","0","0","5225"
"173294","0","40","0","0","0","0","0","0","0","0","0","0","5394"
"173313","0","600","0","0","0","0","0","0","0","0","0","0","9888"
"173335","0","100","0","0","0","0","0","0","0","0","0","0","5180"
"173342","0","0","0","0","0","0","0","0","0","3","0","0","5215"
"173360","0","30","0","0","0","0","0","0","0","3","0","0","5217"
"173380","0","15","0","0","0","0","0","0","0","2","0","0","14917"
"173397","0","0","0","0","0","0","0","0","0","1","0","0","5229"
"173407","0","50","0","0","0","0","0","0","0","0","0","0","5232"
"173431","0","20","0","0","0","0","0","0","0","0","0","0","5176"
"173432","0","35","0","0","0","0","0","0","0","0","0","0","5177"
"173433","0","55","0","0","0","0","0","0","0","0","0","0","5178"
"173434","0","70","0","0","0","0","0","0","0","0","0","0","5179"
"173452","0","150","0","0","0","0","0","0","0","1","0","0","5209"
"173454","0","100","0","0","0","0","0","0","0","1","0","0","5211"
"173506","0","55","0","0","0","0","0","0","0","0","0","0","6222"
"173519","0","75","0","0","0","0","0","0","0","0","0","0","5589"
"173539","0","285","0","0","0","0","0","0","0","0","0","0","6127"
"173550","0","100","0","0","0","0","0","0","0","1","0","0","6554"
"173575","0","25","0","0","0","0","0","0","0","3","0","0","5171"
"173592","0","50","0","0","0","0","0","0","0","0","0","0","5588"
"173634","0","605","0","0","0","0","0","0","0","0","0","0","6219"
"173641","0","50","0","0","0","0","0","0","0","0","0","0","5627"
"173698","0","285","0","0","0","0","0","0","0","0","0","0","6129"
"173730","0","80","0","0","0","0","0","0","0","0","0","0","6940"
"173746","0","30","0","0","0","0","0","0","0","3","0","0","9752"
"173778","0","410","0","0","0","0","0","0","0","0","0","0","8417"
"173779","0","320","0","0","0","0","0","0","0","0","0","0","8416"
"173780","0","0","0","0","0","0","35","0","0","0","0","0","5487"
"173798","0","160","0","0","0","0","0","0","0","0","0","0","5234"
"173806","0","0","0","0","0","0","0","0","0","3","0","0","5277"
"173824","0","35","0","0","0","0","0","0","0","0","0","0","5573"
"173833","0","0","0","0","0","0","12","0","0","0","0","0","5782"
"173852","0","100","0","0","0","0","0","0","0","1","0","0","9747"
"173870","0","100","0","0","0","0","0","0","0","1","0","0","6546"
"173887","0","115","0","0","0","0","0","0","0","0","0","0","6131"
"173891","0","95","0","0","0","0","0","0","0","0","0","0","9749"
"173892","0","335","0","0","0","0","0","0","0","0","0","0","9750"
"173897","0","235","0","0","0","0","0","0","0","0","0","0","5145"
"173909","0","65","0","0","0","0","0","0","0","0","0","0","6495"
"173922","0","205","0","0","0","0","0","0","0","0","0","0","6078"
"173924","0","250","0","0","0","0","0","0","0","1","0","0","5246"
"173988","0","125","0","0","0","0","0","0","0","0","0","0","6041"
"174005","0","100","0","0","0","0","0","0","0","1","0","0","6190"
"174023","0","520","0","0","0","0","0","0","0","0","0","0","6141"
"174028","0","95","0","0","0","0","0","0","0","0","0","0","6201"
"174029","0","50","0","0","0","0","0","0","0","0","0","0","5570"
"174034","0","100","0","0","0","0","0","0","0","1","0","0","6192"
"174037","0","25","0","0","0","0","0","0","0","0","0","0","6197"
"174070","0","210","0","0","0","0","0","0","0","0","0","0","6065"
"174073","0","295","0","0","0","0","0","0","0","0","0","0","5740"
"174092","0","240","0","0","0","0","0","0","0","0","0","0","6202"
"174135","0","0","0","0","0","0","0","0","0","1","0","0","6542"
"174138","0","45","0","0","0","0","0","0","0","0","0","0","5676"
"174140","0","75","0","0","0","0","0","0","0","0","0","0","6392"
"174170","0","60","0","0","0","0","0","0","0","3","0","0","6785"
"174172","0","100","0","0","0","0","0","0","0","1","0","0","6548"
"174178","0","0","0","0","0","0","0","0","0","1","0","0","7381"
"174197","0","65","0","0","0","0","0","0","0","3","0","0","6770"
"174206","0","0","0","0","0","0","3","0","0","0","0","0","6346"
"174211","0","0","0","0","0","0","0","0","0","3","0","0","6783"
"174244","0","50","0","0","0","0","0","0","0","1","0","0","6572"
"174246","0","100","0","0","0","0","0","0","0","1","0","0","6547"
"174249","0","45","0","0","0","0","0","0","0","0","0","0","6363"
"174251","0","25","0","0","0","0","0","0","0","0","0","0","8018"
"174260","0","150","0","0","0","0","0","0","0","1","0","0","9745"
"174272","0","110","0","0","0","0","0","0","0","0","0","0","6365"
"174273","0","30","0","0","0","0","0","0","0","0","0","0","6390"
"174281","0","50","0","0","0","0","0","0","0","1","0","0","7384"
"174289","0","55","0","0","0","0","0","0","0","0","0","0","6391"
"174301","0","25","0","0","0","0","0","0","0","3","0","0","6774"
"174315","0","0","0","0","0","0","12","0","0","0","0","0","6213"
"174367","0","65","0","0","0","0","0","0","0","0","0","0","7128"
"174386","0","250","0","0","0","0","0","0","0","0","0","0","8439"
"174390","0","35","0","0","0","0","0","0","0","3","0","0","6760"
"174399","0","100","0","0","0","0","0","0","0","0","0","0","6756"
"174413","0","100","0","0","0","0","0","0","0","1","0","0","6552"
"174414","0","20","0","0","0","0","0","0","0","3","0","0","6768"
"174415","0","365","0","0","0","0","0","0","0","0","0","0","6789"
"174428","0","170","0","0","0","0","0","0","0","0","0","0","7301"
"174435","0","75","0","0","0","0","0","0","0","0","0","0","6364"
"174468","0","115","0","0","0","0","0","0","0","0","0","0","5614"
"174474","0","70","0","0","0","0","0","0","0","0","0","0","6205"
"174491","0","0","0","0","0","0","24","0","0","0","0","0","6358"
"174502","0","155","0","0","0","0","0","0","0","0","0","0","6226"
"174508","0","100","0","0","0","0","0","0","0","0","0","0","6223"
"174523","0","85","0","0","0","0","0","0","0","0","0","0","6143"
"174528","0","80","0","0","0","0","0","0","0","0","0","0","8495"
"174537","0","100","0","0","0","0","0","0","0","1","0","0","6673"
"174558","0","335","0","0","0","0","0","0","0","0","0","0","6778"
"174560","0","125","0","0","0","0","0","0","0","0","0","0","6780"
"174597","0","155","0","0","0","0","0","0","0","0","0","0","5615"
"174601","0","35","0","0","0","0","0","0","0","3","0","0","6761"
"174602","0","35","0","0","0","0","0","0","0","3","0","0","6762"
"174609","0","200","0","0","0","0","0","0","0","1","0","0","6343"
"174611","0","90","0","0","0","0","0","0","0","0","0","0","6217"
"174626","0","135","0","0","0","0","0","0","0","0","0","0","6229"
"174631","0","40","0","0","0","0","0","0","0","0","0","0","5675"
