"InferredClass","SkillLineID","SkillLine","SpellID","SpellName","AcquireMethod","MinSkillLineRank","ClassMask","RaceMask","SupercedesSpell","Flags"
"Paladin","184","Retribution","20105","Benediction","0","1","0","0","0","0"
"Paladin","184","Retribution","20111","Two-Handed Weapon Specialization","0","1","0","0","0","0"
"Paladin","184","Retribution","20112","Two-Handed Weapon Specialization","0","1","0","0","0","0"
"Paladin","184","Retribution","20113","Two-Handed Weapon Specialization","0","1","0","0","0","0"
"Paladin","184","Retribution","20117","Conviction","0","1","0","0","0","0"
"Paladin","184","Retribution","20118","Conviction","0","1","0","0","0","0"
"Paladin","184","Retribution","20119","Conviction","0","1","0","0","0","0"
"Paladin","184","Retribution","20120","Conviction","0","1","0","0","0","0"
"Paladin","184","Retribution","20121","Conviction","0","1","0","0","0","0"
"Paladin","184","Retribution","20162","Seal of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20188","Judgement of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20218","Sanctity Aura","0","1","2","0","0","0"
"Paladin","184","Retribution","20271","Judgement","0","1","2","0","0","0"
"Paladin","184","Retribution","20300","Judgement of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20301","Judgement of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20302","Judgement of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20303","Judgement of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20305","Seal of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20306","Seal of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20307","Seal of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20308","Seal of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","20335","Improved Seal of the Crusader","0","1","0","0","0","0"
"Paladin","184","Retribution","20336","Improved Seal of the Crusader","0","1","0","0","0","0"
"Paladin","184","Retribution","20337","Improved Seal of the Crusader","0","1","0","0","0","0"
"Paladin","184","Retribution","20375","Seal of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20425","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20467","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20915","Seal of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20918","Seal of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20919","Seal of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20920","Seal of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20961","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20962","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20963","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20964","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20965","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20966","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20967","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","20968","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","21082","Seal of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","21183","Judgement of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","25291","Blessing of Might","0","1","2","0","0","0"
"Paladin","184","Retribution","25782","Greater Blessing of Might","0","1","2","0","0","0"
"Paladin","184","Retribution","25916","Greater Blessing of Might","0","1","2","0","0","0"
"Paladin","184","Retribution","25956","Improved Judgement","0","1","2","0","0","0"
"Paladin","184","Retribution","25957","Improved Judgement","0","1","2","0","0","0"
"Paladin","184","Retribution","25988","Eye for an Eye","0","1","2","0","0","0"
"Paladin","184","Retribution","25997","Eye for an Eye","0","1","2","0","0","0"
"Paladin","184","Retribution","26016","Vindication","0","1","2","0","0","0"
"Paladin","184","Retribution","26017","Vindication","0","1","2","0","0","0"
"Paladin","184","Retribution","26018","Vindication","0","1","2","0","0","0"
"Paladin","184","Retribution","26021","Vindication","0","1","2","0","0","0"
"Paladin","184","Retribution","26022","Pursuit of Justice","0","1","2","0","0","0"
"Paladin","184","Retribution","26023","Pursuit of Justice","0","1","2","0","0","0"
"Paladin","184","Retribution","27140","Blessing of Might","0","1","2","0","0","0"
"Paladin","184","Retribution","27141","Greater Blessing of Might","0","1","2","0","0","0"
"Paladin","184","Retribution","27150","Retribution Aura","0","1","2","0","10301","0"
"Paladin","184","Retribution","27158","Seal of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","27159","Judgement of the Crusader","0","1","2","0","0","0"
"Paladin","184","Retribution","27170","Seal of Command","0","1","2","0","0","0"
"Paladin","184","Retribution","27171","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","27172","Judgement of Command","0","1","0","0","0","0"
"Paladin","184","Retribution","31801","Seal of Vengeance","0","1","2","1029","0","0"
"Paladin","184","Retribution","31803","Holy Vengeance","0","1","2","1541","0","0"
"Paladin","184","Retribution","31804","Judgement of Vengeance","0","1","2","1029","0","0"
"Paladin","184","Retribution","31866","Crusade","0","1","2","0","0","0"
"Paladin","184","Retribution","31867","Crusade","0","1","2","0","0","0"
"Paladin","184","Retribution","31868","Crusade","0","1","2","0","0","0"
"Paladin","184","Retribution","31869","Improved Sanctity Aura","0","1","2","0","0","0"
"Paladin","184","Retribution","31870","Improved Sanctity Aura","0","1","2","0","0","0"
"Paladin","184","Retribution","31871","Divine Purpose","0","1","2","0","0","0"
"Paladin","184","Retribution","31872","Divine Purpose","0","1","2","0","0","0"
"Paladin","184","Retribution","31873","Divine Purpose","0","1","2","0","0","0"
"Paladin","184","Retribution","31876","Sanctified Judgement","0","1","2","0","0","0"
"Paladin","184","Retribution","31877","Sanctified Judgement","0","1","2","0","0","0"
"Paladin","184","Retribution","31878","Sanctified Judgement","0","1","2","0","0","0"
"Paladin","184","Retribution","31879","Fanaticism","0","1","2","0","0","0"
"Paladin","184","Retribution","31880","Fanaticism","0","1","2","0","0","0"
"Paladin","184","Retribution","31881","Fanaticism","0","1","2","0","0","0"
"Paladin","184","Retribution","31882","Fanaticism","0","1","2","0","0","0"
"Paladin","184","Retribution","31883","Fanaticism","0","1","2","0","0","0"
"Paladin","184","Retribution","31884","Avenging Wrath","0","1","2","0","0","0"
"Paladin","184","Retribution","31892","Seal of Blood","0","1","2","512","0","0"
"Paladin","184","Retribution","31893","Seal of Blood","0","1","2","512","0","0"
"Paladin","184","Retribution","31898","Judgement of Blood","0","1","2","512","0","0"
"Paladin","184","Retribution","32043","Sanctified Seals","0","1","2","0","0","0"
"Paladin","184","Retribution","32223","Crusader Aura","0","1","2","0","0","0"
"Paladin","184","Retribution","35395","Crusader Strike","0","1","2","0","0","0"
"Paladin","184","Retribution","35396","Sanctified Seals","0","1","2","0","0","0"
"Paladin","184","Retribution","35397","Sanctified Seals","0","1","2","0","0","0"
"Paladin","184","Retribution","44414","Pursuit of Justice","0","1","2","0","0","0"
"Paladin","184","Retribution","348700","Seal of the Martyr","0","1","2","1029","0","0"
"Paladin","184","Retribution","348701","Seal of the Martyr","0","1","2","1029","0","0"
"Paladin","184","Retribution","348704","Seal of Corruption","0","1","2","512","0","0"
"Paladin","184","Retribution","356110","Blood Corruption","0","1","2","512","0","0"
"Paladin","184","Retribution","356112","Judgement of Corruption","0","1","2","512","0","0"
"Paladin","267","Protection","465","Devotion Aura","0","1","2","0","0","0"
"Paladin","267","Protection","498","Divine Protection","0","1","2","0","0","0"
"Paladin","267","Protection","642","Divine Shield","0","1","2","0","0","0"
"Paladin","267","Protection","643","Devotion Aura","0","1","2","0","10290","0"
"Paladin","267","Protection","853","Hammer of Justice","0","1","2","0","0","0"
"Paladin","267","Protection","1020","Divine Shield","0","1","2","0","0","0"
"Paladin","267","Protection","1022","Blessing of Protection","0","1","2","0","0","0"
"Paladin","267","Protection","1032","Devotion Aura","0","1","2","0","10291","0"
"Paladin","267","Protection","1038","Blessing of Salvation","0","1","2","0","0","0"
"Paladin","267","Protection","1044","Blessing of Freedom","0","1","2","0","0","0"
"Paladin","267","Protection","5573","Divine Protection","0","1","2","0","0","0"
"Paladin","267","Protection","5588","Hammer of Justice","0","1","2","0","0","0"
"Paladin","267","Protection","5589","Hammer of Justice","0","1","2","0","0","0"
"Paladin","267","Protection","5599","Blessing of Protection","0","1","2","0","0","0"
"Paladin","267","Protection","6940","Blessing of Sacrifice","0","1","2","0","0","0"
"Paladin","267","Protection","10278","Blessing of Protection","0","1","2","0","0","0"
"Paladin","267","Protection","10290","Devotion Aura","0","1","2","0","465","0"
"Paladin","267","Protection","10291","Devotion Aura","0","1","2","0","643","0"
"Paladin","267","Protection","10292","Devotion Aura","0","1","2","0","1032","0"
"Paladin","267","Protection","10293","Devotion Aura","0","1","2","0","10292","0"
"Paladin","267","Protection","10308","Hammer of Justice","0","1","2","0","0","0"
"Paladin","267","Protection","19746","Concentration Aura","0","1","2","0","0","0"
"Paladin","267","Protection","19752","Divine Intervention","0","1","2","0","0","0"
"Paladin","267","Protection","19876","Shadow Resistance Aura","0","1","2","0","0","0"
"Paladin","267","Protection","19888","Frost Resistance Aura","0","1","2","0","0","0"
"Paladin","267","Protection","19891","Fire Resistance Aura","0","1","2","0","0","0"
"Paladin","267","Protection","19895","Shadow Resistance Aura","0","1","2","0","19876","0"
"Paladin","267","Protection","19896","Shadow Resistance Aura","0","1","2","0","19895","0"
"Paladin","267","Protection","19897","Frost Resistance Aura","0","1","2","0","19888","0"
"Paladin","267","Protection","19898","Frost Resistance Aura","0","1","2","0","19897","0"
"Paladin","267","Protection","19899","Fire Resistance Aura","0","1","2","0","19891","0"
"Paladin","267","Protection","19900","Fire Resistance Aura","0","1","2","0","19899","0"
"Paladin","267","Protection","20096","Anticipation","0","1","2","0","0","0"
"Paladin","267","Protection","20097","Anticipation","0","1","2","0","0","0"
"Paladin","267","Protection","20098","Anticipation","0","1","2","0","0","0"
"Paladin","267","Protection","20099","Anticipation","0","1","2","0","0","0"
"Paladin","267","Protection","20100","Anticipation","0","1","2","0","0","0"
"Paladin","267","Protection","20127","Redoubt","0","1","0","0","0","0"
"Paladin","267","Protection","20130","Redoubt","0","1","0","0","0","0"
"Paladin","267","Protection","20135","Redoubt","0","1","0","0","0","0"
"Paladin","267","Protection","20136","Redoubt","0","1","0","0","0","0"
"Paladin","267","Protection","20137","Redoubt","0","1","0","0","0","0"
"Paladin","267","Protection","20138","Improved Devotion Aura","0","1","0","0","0","0"
"Paladin","267","Protection","20139","Improved Devotion Aura","0","1","0","0","0","0"
"Paladin","267","Protection","20140","Improved Devotion Aura","0","1","0","0","0","0"
"Paladin","267","Protection","20141","Improved Devotion Aura","0","1","0","0","0","0"
"Paladin","267","Protection","20142","Improved Devotion Aura","0","1","0","0","0","0"
"Paladin","267","Protection","20143","Toughness","0","1","0","0","0","0"
"Paladin","267","Protection","20144","Toughness","0","1","0","0","0","0"
"Paladin","267","Protection","20145","Toughness","0","1","0","0","0","0"
"Paladin","267","Protection","20146","Toughness","0","1","0","0","0","0"
"Paladin","267","Protection","20147","Toughness","0","1","0","0","0","0"
"Paladin","267","Protection","20148","Shield Specialization","0","1","0","0","0","0"
"Paladin","267","Protection","20149","Shield Specialization","0","1","0","0","0","0"
"Paladin","267","Protection","20150","Shield Specialization","0","1","0","0","0","0"
"Paladin","267","Protection","20164","Seal of Justice","0","1","2","0","0","0"
"Paladin","267","Protection","20174","Guardian's Favor","0","1","0","0","0","0"
"Paladin","267","Protection","20175","Guardian's Favor","0","1","0","0","0","0"
"Paladin","267","Protection","20177","Reckoning","0","1","0","0","0","0"
"Paladin","267","Protection","20179","Reckoning","0","1","0","0","0","0"
"Paladin","267","Protection","20180","Reckoning","0","1","0","0","0","0"
"Paladin","267","Protection","20181","Reckoning","0","1","0","0","0","0"
"Paladin","267","Protection","20182","Reckoning","0","1","0","0","0","0"
"Paladin","267","Protection","20184","Judgement of Justice","0","1","2","0","0","0"
"Paladin","267","Protection","20189","Precision","0","1","2","0","0","0"
"Paladin","267","Protection","20192","Precision","0","1","2","0","0","0"
"Paladin","267","Protection","20193","Precision","0","1","2","0","0","0"
"Paladin","267","Protection","20196","One-Handed Weapon Specialization","0","1","0","0","0","0"
"Paladin","267","Protection","20197","One-Handed Weapon Specialization","0","1","0","0","0","0"
"Paladin","267","Protection","20198","One-Handed Weapon Specialization","0","1","0","0","0","0"
"Paladin","267","Protection","20199","One-Handed Weapon Specialization","0","1","0","0","0","0"
"Paladin","267","Protection","20200","One-Handed Weapon Specialization","0","1","0","0","0","0"
"Paladin","267","Protection","20217","Blessing of Kings","0","1","2","0","0","0"
"Paladin","267","Protection","20254","Improved Concentration Aura","0","1","2","0","0","0"
"Paladin","267","Protection","20255","Improved Concentration Aura","0","1","2","0","0","0"
"Paladin","267","Protection","20256","Improved Concentration Aura","0","1","2","0","0","0"
"Paladin","267","Protection","20468","Improved Righteous Fury","0","1","0","0","0","0"
"Paladin","267","Protection","20469","Improved Righteous Fury","0","1","0","0","0","0"
"Paladin","267","Protection","20470","Improved Righteous Fury","0","1","0","0","0","0"
"Paladin","267","Protection","20487","Improved Hammer of Justice","0","1","0","0","0","0"
"Paladin","267","Protection","20488","Improved Hammer of Justice","0","1","0","0","0","0"
"Paladin","267","Protection","20489","Improved Hammer of Justice","0","1","0","0","0","0"
"Paladin","267","Protection","20729","Blessing of Sacrifice","0","1","2","0","0","0"
"Paladin","267","Protection","20911","Blessing of Sanctuary","0","1","2","0","0","0"
"Paladin","267","Protection","20912","Blessing of Sanctuary","0","1","2","0","0","0"
"Paladin","267","Protection","20913","Blessing of Sanctuary","0","1","2","0","0","0"
"Paladin","267","Protection","20914","Blessing of Sanctuary","0","1","2","0","0","0"
"Paladin","267","Protection","20925","Holy Shield","0","1","0","0","0","0"
"Paladin","267","Protection","20927","Holy Shield","0","1","0","0","0","0"
"Paladin","267","Protection","20928","Holy Shield","0","1","0","0","0","0"
"Paladin","267","Protection","25780","Righteous Fury","0","1","2","0","0","0"
"Paladin","267","Protection","25781","Righteous Fury","0","1","2","0","0","0"
"Paladin","267","Protection","25895","Greater Blessing of Salvation","0","1","2","0","0","0"
"Paladin","267","Protection","25898","Greater Blessing of Kings","0","1","2","0","0","0"
"Paladin","267","Protection","25899","Greater Blessing of Sanctuary","0","1","2","0","0","0"
"Paladin","267","Protection","27147","Blessing of Sacrifice","0","1","2","0","0","0"
"Paladin","267","Protection","27148","Blessing of Sacrifice","0","1","2","0","0","0"
"Paladin","267","Protection","27149","Devotion Aura","0","1","2","0","10293","0"
"Paladin","267","Protection","27151","Shadow Resistance Aura","0","1","2","0","19896","0"
"Paladin","267","Protection","27152","Frost Resistance Aura","0","1","2","0","19898","0"
"Paladin","267","Protection","27153","Fire Resistance Aura","0","1","2","0","19900","0"
"Paladin","267","Protection","27168","Blessing of Sanctuary","0","1","2","0","0","0"
"Paladin","267","Protection","27169","Greater Blessing of Sanctuary","0","1","2","0","0","0"
"Paladin","267","Protection","27179","Holy Shield","0","1","2","0","0","0"
"Paladin","267","Protection","31785","Spiritual Attunement","0","1","2","0","0","0"
"Paladin","267","Protection","31789","Righteous Defense","0","1","2","0","0","0"
"Paladin","267","Protection","31844","Stoicism","0","1","2","0","0","0"
"Paladin","267","Protection","31845","Stoicism","0","1","2","0","0","0"
"Paladin","267","Protection","31846","Spell Warding","0","1","2","0","0","0"
"Paladin","267","Protection","31847","Spell Warding","0","1","2","0","0","0"
"Paladin","267","Protection","31848","Sacred Duty","0","1","2","0","0","0"
"Paladin","267","Protection","31849","Sacred Duty","0","1","2","0","0","0"
"Paladin","267","Protection","31850","Ardent Defender","0","1","2","0","0","0"
"Paladin","267","Protection","31851","Ardent Defender","0","1","2","0","0","0"
"Paladin","267","Protection","31852","Ardent Defender","0","1","2","0","0","0"
"Paladin","267","Protection","31853","Ardent Defender","0","1","2","0","0","0"
"Paladin","267","Protection","31854","Ardent Defender","0","1","2","0","0","0"
"Paladin","267","Protection","31858","Combat Expertise","0","1","2","0","0","0"
"Paladin","267","Protection","31859","Combat Expertise","0","1","2","0","0","0"
"Paladin","267","Protection","31860","Combat Expertise","0","1","2","0","0","0"
"Paladin","267","Protection","31861","Combat Expertise","0","1","2","0","0","0"
"Paladin","267","Protection","31862","Combat Expertise","0","1","2","0","0","0"
"Paladin","267","Protection","31895","Seal of Justice","0","1","2","0","0","0"
"Paladin","267","Protection","31896","Judgement of Justice","0","1","2","0","0","0"
"Paladin","267","Protection","31935","Avenger's Shield","0","1","2","0","0","0"
"Paladin","267","Protection","32699","Avenger's Shield","0","1","2","0","0","0"
"Paladin","267","Protection","32700","Avenger's Shield","0","1","2","0","0","0"
"Paladin","267","Protection","33776","Spiritual Attunement","0","1","2","0","31785","0"
"Paladin","267","Protection","41021","Improved Holy Shield","0","1","2","0","0","0"
"Paladin","267","Protection","41026","Improved Holy Shield","0","1","2","0","0","0"
"Pet","270","Pet - Generic","1742","Cower","0","1","0","0","0","0"
"Pet","270","Pet - Generic","1753","Cower","0","1","0","0","1742","0"
"Pet","270","Pet - Generic","1754","Cower","0","1","0","0","1753","0"
"Pet","270","Pet - Generic","1755","Cower","0","1","0","0","1754","0"
"Pet","270","Pet - Generic","1756","Cower","0","1","0","0","1755","0"
"Pet","270","Pet - Generic","2649","Growl","0","1","0","0","0","0"
"Pet","270","Pet - Generic","4187","Great Stamina","0","1","0","0","0","0"
"Pet","270","Pet - Generic","4188","Great Stamina","0","1","0","0","4187","0"
"Pet","270","Pet - Generic","4189","Great Stamina","0","1","0","0","4188","0"
"Pet","270","Pet - Generic","4190","Great Stamina","0","1","0","0","4189","0"
"Pet","270","Pet - Generic","4191","Great Stamina","0","1","0","0","4190","0"
"Pet","270","Pet - Generic","4192","Great Stamina","0","1","0","0","4191","0"
"Pet","270","Pet - Generic","4193","Great Stamina","0","1","0","0","4192","0"
"Pet","270","Pet - Generic","4194","Great Stamina","0","1","0","0","4193","0"
"Pet","270","Pet - Generic","5041","Great Stamina","0","1","0","0","4194","0"
"Pet","270","Pet - Generic","5042","Great Stamina","0","1","0","0","5041","0"
"Pet","270","Pet - Generic","6280","Pet Hardiness","0","1","0","0","0","0"
"Pet","270","Pet - Generic","6281","Pet Hardiness","0","1","0","0","6280","0"
"Pet","270","Pet - Generic","6282","Pet Hardiness","0","1","0","0","6281","0"
"Pet","270","Pet - Generic","6283","Pet Hardiness","0","1","0","0","6282","0"
"Pet","270","Pet - Generic","6286","Pet Hardiness","0","1","0","0","6283","0"
"Pet","270","Pet - Generic","6311","Pet Aggression","0","1","0","0","0","0"
"Pet","270","Pet - Generic","6314","Pet Aggression","0","1","0","0","6311","0"
"Pet","270","Pet - Generic","6315","Pet Aggression","0","1","0","0","6314","0"
"Pet","270","Pet - Generic","6316","Pet Aggression","0","1","0","0","6315","0"
"Pet","270","Pet - Generic","6317","Pet Aggression","0","1","0","0","6316","0"
"Pet","270","Pet - Generic","6328","Pet Recovery","0","1","0","0","0","0"
"Pet","270","Pet - Generic","6331","Pet Recovery","0","1","0","0","6328","0"
"Pet","270","Pet - Generic","6332","Pet Recovery","0","1","0","0","6331","0"
"Pet","270","Pet - Generic","6333","Pet Recovery","0","1","0","0","6332","0"
"Pet","270","Pet - Generic","6334","Pet Recovery","0","1","0","0","6333","0"
"Pet","270","Pet - Generic","6443","Pet Resistance","0","1","0","0","0","0"
"Pet","270","Pet - Generic","6444","Pet Resistance","0","1","0","0","6443","0"
"Pet","270","Pet - Generic","6445","Pet Resistance","0","1","0","0","6444","0"
"Pet","270","Pet - Generic","6446","Pet Resistance","0","1","0","0","6445","0"
"Pet","270","Pet - Generic","6447","Pet Resistance","0","1","0","0","6446","0"
"Pet","270","Pet - Generic","8875","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","14916","Growl","0","1","0","0","2649","0"
"Pet","270","Pet - Generic","14917","Growl","0","1","0","0","14916","0"
"Pet","270","Pet - Generic","14918","Growl","0","1","0","0","14917","0"
"Pet","270","Pet - Generic","14919","Growl","0","1","0","0","14918","0"
"Pet","270","Pet - Generic","14920","Growl","0","1","0","0","14919","0"
"Pet","270","Pet - Generic","14921","Growl","0","1","0","0","14920","0"
"Pet","270","Pet - Generic","16697","Cower","0","1","0","0","1756","0"
"Pet","270","Pet - Generic","19577","Intimidation","0","1","0","0","0","0"
"Pet","270","Pet - Generic","19580","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","19581","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","19582","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","19589","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","19591","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","20782","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","20784","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","23992","Fire Resistance","0","1","0","0","0","0"
"Pet","270","Pet - Generic","24394","Intimidation","0","1","0","0","0","0"
"Pet","270","Pet - Generic","24439","Fire Resistance","0","1","0","0","23992","0"
"Pet","270","Pet - Generic","24444","Fire Resistance","0","1","0","0","24439","0"
"Pet","270","Pet - Generic","24445","Fire Resistance","0","1","0","0","24444","0"
"Pet","270","Pet - Generic","24446","Frost Resistance","0","1","0","0","0","0"
"Pet","270","Pet - Generic","24447","Frost Resistance","0","1","0","0","24446","0"
"Pet","270","Pet - Generic","24448","Frost Resistance","0","1","0","0","24447","0"
"Pet","270","Pet - Generic","24449","Frost Resistance","0","1","0","0","24448","0"
"Pet","270","Pet - Generic","24488","Shadow Resistance","0","1","0","0","0","0"
"Pet","270","Pet - Generic","24492","Nature Resistance","0","1","0","0","0","0"
"Pet","270","Pet - Generic","24493","Arcane Resistance","0","1","0","0","0","0"
"Pet","270","Pet - Generic","24497","Arcane Resistance","0","1","0","0","24493","0"
"Pet","270","Pet - Generic","24500","Arcane Resistance","0","1","0","0","24497","0"
"Pet","270","Pet - Generic","24501","Arcane Resistance","0","1","0","0","24500","0"
"Pet","270","Pet - Generic","24502","Nature Resistance","0","1","0","0","24492","0"
"Pet","270","Pet - Generic","24503","Nature Resistance","0","1","0","0","24502","0"
"Pet","270","Pet - Generic","24504","Nature Resistance","0","1","0","0","24503","0"
"Pet","270","Pet - Generic","24505","Shadow Resistance","0","1","0","0","24488","0"
"Pet","270","Pet - Generic","24506","Shadow Resistance","0","1","0","0","24505","0"
"Pet","270","Pet - Generic","24507","Shadow Resistance","0","1","0","0","24506","0"
"Pet","270","Pet - Generic","24545","Natural Armor","0","1","4","0","0","0"
"Pet","270","Pet - Generic","24549","Natural Armor","0","1","4","0","24545","0"
"Pet","270","Pet - Generic","24550","Natural Armor","0","1","4","0","24549","0"
"Pet","270","Pet - Generic","24551","Natural Armor","0","1","4","0","24550","0"
"Pet","270","Pet - Generic","24552","Natural Armor","0","1","4","0","24551","0"
"Pet","270","Pet - Generic","24553","Natural Armor","0","1","4","0","24552","0"
"Pet","270","Pet - Generic","24554","Natural Armor","0","1","4","0","24553","0"
"Pet","270","Pet - Generic","24555","Natural Armor","0","1","4","0","24554","0"
"Pet","270","Pet - Generic","24629","Natural Armor","0","1","0","0","24555","0"
"Pet","270","Pet - Generic","24630","Natural Armor","0","1","0","0","24629","0"
"Pet","270","Pet - Generic","25076","Cobra Reflexes","0","1","0","0","0","0"
"Pet","270","Pet - Generic","27047","Growl","0","1","0","0","14921","0"
"Pet","270","Pet - Generic","27048","Cower","0","1","0","0","16697","0"
"Pet","270","Pet - Generic","27052","Arcane Resistance","0","1","0","0","24501","0"
"Pet","270","Pet - Generic","27053","Fire Resistance","0","1","0","0","24445","0"
"Pet","270","Pet - Generic","27054","Frost Resistance","0","1","0","0","24449","0"
"Pet","270","Pet - Generic","27055","Nature Resistance","0","1","0","0","24504","0"
"Pet","270","Pet - Generic","27056","Shadow Resistance","0","1","0","0","24507","0"
"Pet","270","Pet - Generic","27061","Natural Armor","0","1","0","0","24630","0"
"Pet","270","Pet - Generic","27062","Great Stamina","0","1","0","0","5042","0"
"Pet","270","Pet - Generic","34457","Ferocious Inspiration","2","1","0","0","0","0"
"Pet","270","Pet - Generic","34666","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","34667","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","34675","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Pet","270","Pet - Generic","34902","Hunter Pet Scaling 01","2","1","0","0","0","0"
"Pet","270","Pet - Generic","34903","Hunter Pet Scaling 02","2","1","0","0","0","0"
"Pet","270","Pet - Generic","34904","Hunter Pet Scaling 03","2","1","0","0","0","0"
"Pet","270","Pet - Generic","35694","Avoidance","0","1","0","0","0","0"
"Pet","270","Pet - Generic","35698","Avoidance","0","1","0","0","35694","0"
