ID,SpellID,RequiredTotemCategoryID_0,RequiredTotemCategoryID_1,Totem_0,Totem_1
12480,7224,13,0,0,0
12481,6375,5,0,0,0
12483,6377,5,0,0,0
12485,7430,13,0,0,0
12486,7793,6,0,0,0
12487,7776,6,0,0,0
12488,7745,6,0,0,0
12489,7786,6,0,0,0
12490,7788,6,0,0,0
12491,8498,4,0,0,0
12492,7408,13,0,0,0
12493,7859,7,0,0,0
12494,7817,13,0,0,0
12495,7863,7,0,0,0
12496,7748,6,0,0,0
12497,7420,6,0,0,0
12498,7867,7,0,0,0
12499,7221,13,0,0,0
12500,8349,4,0,0,0
12501,7222,13,0,0,0
12502,7428,6,0,0,0
12503,7771,6,0,0,0
12504,8350,4,0,0,0
12505,7861,7,0,0,0
12506,7857,7,0,0,0
12510,8502,4,0,0,0
12511,8503,4,0,0,0
12512,8512,3,0,0,0
12513,7454,6,0,0,0
12514,7457,6,0,0,0
12515,8075,2,0,0,0
12516,8508,4,0,0,0
12517,8895,13,14,0,0
12518,8160,2,0,0,0
12519,8768,13,0,0,0
12520,8504,4,0,0,0
12521,7779,6,0,0,0
12522,7766,6,0,0,0
12523,8443,4,0,0,0
12524,8262,5,0,0,0
12525,7426,6,0,0,0
12526,7418,6,0,0,0
12527,8190,4,0,0,0
12528,7359,0,0,4471,0
12529,8835,3,0,0,0
12530,8155,2,0,0,0
12531,7782,6,0,0,0
12532,8264,4,0,0,0
12533,8071,2,0,0,0
12534,8505,4,0,0,0
12535,8161,2,0,0,0
12536,8509,4,0,0,0
12537,8334,13,0,0,0
12538,8613,1,0,0,0
12539,8617,1,0,0,0
12540,8618,1,0,0,0
12541,8170,5,0,0,0
12542,9926,13,0,0,0
12543,9928,13,0,0,0
12544,9942,13,0,0,0
12545,9931,13,0,0,0
12546,8366,13,0,0,0
12547,9811,13,0,0,0
12548,9959,13,0,0,0
12549,9997,13,0,0,0
12550,9957,13,0,0,0
12551,9813,13,0,0,0
12552,9814,13,0,0,0
12553,8177,3,0,0,0
12554,8499,4,0,0,0
12555,9979,13,0,0,0
12556,9980,13,0,0,0
12557,9939,13,0,0,0
12558,10496,5,0,0,0
12559,9950,13,0,0,0
12561,9964,13,0,0,0
12562,8367,13,0,0,0
12563,9818,13,0,0,0
12564,9820,13,0,0,0
12565,7443,6,0,0,0
12566,8181,4,0,0,0
12567,9935,13,0,0,0
12568,9937,13,0,0,0
12569,9983,13,0,0,0
12570,9995,13,0,0,0
12571,9489,0,0,7667,0
12572,8184,5,0,0,0
12573,9966,13,0,0,0
12574,9968,13,0,0,0
12575,9970,13,0,0,0
12576,9972,13,0,0,0
12577,8143,2,0,0,0
12578,8227,4,0,0,0
12579,9974,13,0,0,0
12580,9993,13,0,0,0
12581,9954,13,0,0,0
12582,8154,2,0,0,0
12583,9933,13,0,0,0
12584,8249,4,0,0,0
12585,9961,13,0,0,0
12586,10462,5,0,0,0
12587,10007,13,0,0,0
12588,10009,13,0,0,0
12589,10011,13,0,0,0
12590,10585,4,0,0,0
12591,10587,4,0,0,0
12592,10427,2,0,0,0
12593,10768,1,0,0,0
12594,8368,13,0,0,0
12595,10600,3,0,0,0
12596,10406,2,0,0,0
12597,10478,4,0,0,0
12598,10013,13,0,0,0
12599,12584,13,14,0,0
12600,10538,5,0,0,0
12601,10479,4,0,0,0
12602,8166,5,0,0,0
12603,10248,11,0,0,0
12604,9916,13,0,0,0
12605,10442,2,0,0,0
12606,9952,13,0,0,0
12607,9985,13,0,0,0
12608,9986,13,0,0,0
12609,9987,13,0,0,0
12610,9945,13,0,0,0
12611,10613,3,0,0,0
12612,11315,4,0,0,0
12613,10526,4,0,0,0
12614,10614,3,0,0,0
12615,12621,13,0,0,0
12616,12599,13,14,0,0
12617,12596,13,0,0,0
12618,12597,13,14,0,0
12619,11307,4,0,0,0
12621,11310,4,0,0,0
12622,11311,4,0,0,0
12623,12619,13,14,0,0
12624,11314,4,0,0,0
12625,11759,0,0,8523,0
12626,11970,4,0,0,0
12627,11760,0,0,8523,0
12628,11761,0,0,8523,0
12629,11306,4,0,0,0
12630,10497,5,0,0,0
12631,11643,13,0,0,0
12632,10595,3,0,0,0
12633,10438,4,0,0,0
12634,10428,2,0,0,0
12635,10437,4,0,0,0
12636,10495,5,0,0,0
12637,12622,14,15,0,0
12638,11312,4,0,0,0
12639,11313,4,0,0,0
12640,10463,5,0,0,0
12641,10627,3,0,0,0
12642,10407,2,0,0,0
12643,10586,4,0,0,0
12644,10408,2,0,0,0
12645,10005,13,0,0,0
12646,10537,5,0,0,0
12647,10601,3,0,0,0
12648,12620,13,14,0,0
12649,12903,13,14,0,0
12650,12720,13,14,0,0
12651,12259,13,0,0,0
12652,12591,13,14,0,0
12653,10001,13,0,0,0
12654,10003,13,0,0,0
12655,11454,13,0,0,0
12656,12758,13,14,0,0
12657,11479,12,0,0,0
12658,17181,9,0,0,0
12659,12900,13,14,0,0
12660,12603,13,14,0,0
12661,12718,13,14,0,0
12662,12470,4,0,0,0
12663,11969,4,0,0,0
12664,12589,13,0,0,0
12665,12590,13,0,0,0
12666,12614,13,14,0,0
12667,12587,14,15,0,0
12669,11923,13,0,0,0
12670,11480,12,0,0,0
12671,12902,13,14,0,0
12672,15628,13,14,0,0
12673,12905,13,14,0,0
12674,12615,14,15,0,0
12675,13631,8,0,0,0
12676,13695,8,0,0,0
12677,13522,7,0,0,0
12678,12899,13,14,0,0
12679,13529,7,0,0,0
12680,13935,9,0,0,0
12681,13887,9,0,0,0
12682,13646,8,0,0,0
12683,13620,7,0,0,0
12684,13622,7,0,0,0
12685,13648,8,0,0,0
12686,13890,9,0,0,0
12687,13905,9,0,0,0
12688,12754,13,14,0,0
12689,13501,7,0,0,0
12690,12907,13,14,0,0
12691,13380,6,0,0,0
12692,13503,7,0,0,0
12693,12906,13,14,0,0
12694,13939,9,0,0,0
12695,12908,13,14,0,0
12696,12897,14,15,0,0
12697,13378,6,0,0,0
12698,12624,13,14,0,0
12699,12260,13,0,0,0
12700,12594,14,15,0,0
12701,12595,13,14,0,0
12702,14379,13,0,0,0
12703,14380,13,0,0,0
12704,13612,7,0,0,0
12705,15633,13,14,0,0
12706,13635,8,0,0,0
12707,12607,14,15,0,0
12708,12617,13,14,0,0
12709,12618,14,15,0,0
12710,12616,14,15,0,0
12711,13841,9,0,0,0
12712,13815,9,0,0,0
12713,13607,7,0,0,0
12714,13941,9,0,0,0
12715,13419,7,0,0,0
12716,13626,7,0,0,0
12717,13817,9,0,0,0
12718,13485,7,0,0,0
12719,13464,7,0,0,0
12720,13421,6,0,0,0
12721,13947,9,0,0,0
12722,13661,8,0,0,0
12723,13822,9,0,0,0
12724,13898,9,0,0,0
12725,13794,9,0,0,0
12726,13663,8,0,0,0
12727,13836,9,0,0,0
12728,13933,9,0,0,0
12729,13700,8,0,0,0
12730,13687,8,0,0,0
12731,13536,7,0,0,0
12732,13917,9,0,0,0
12733,15107,3,0,0,0
12734,12904,13,14,0,0
12735,13943,9,0,0,0
12736,12722,13,14,0,0
12737,13538,7,0,0,0
12738,13931,9,0,0,0
12739,13945,9,0,0,0
12740,13637,8,0,0,0
12741,13640,8,0,0,0
12742,12716,13,14,0,0
12743,12755,13,14,0,0
12744,12759,13,14,0,0
12745,13693,8,0,0,0
12746,13689,8,0,0,0
12747,13642,8,0,0,0
12748,13240,13,14,0,0
12749,13915,9,0,0,0
12750,12717,13,14,0,0
12751,13846,9,0,0,0
12752,12719,14,15,0,0
12753,13617,7,0,0,0
12754,13937,9,0,0,0
12755,13644,8,0,0,0
12756,15112,3,0,0,0
12757,15255,13,14,0,0
12758,15111,3,0,0,0
12759,13882,9,0,0,0
12760,14810,8,0,0,0
12761,13746,9,0,0,0
12762,13653,8,0,0,0
12763,13655,8,0,0,0
12764,14807,6,0,0,0
12765,15066,0,0,5251,0
12766,14809,8,0,0,0
12767,13858,9,0,0,0
12768,15973,13,0,0,0
12769,13948,9,0,0,0
12770,13868,9,0,0,0
12771,13657,8,0,0,0
12772,13659,8,0,0,0
12773,13698,8,0,0,0
12774,15293,13,0,0,0
12775,15294,13,0,0,0
12776,15295,13,0,0,0
12777,15296,13,0,0,0
12778,14847,9,0,0,0
12779,16654,13,0,0,0
12780,16655,13,0,0,0
12782,16321,0,0,12384,0
12783,16726,13,0,0,0
12784,16728,13,0,0,0
12785,15786,2,0,0,0
12787,16664,13,0,0,0
12789,16323,0,0,12384,0
12790,16329,0,0,12384,0
12791,16190,5,0,0,0
12793,15972,13,0,0,0
12794,15787,4,0,0,0
12795,16326,0,0,12384,0
12796,16327,0,0,12384,0
12797,16642,13,0,0,0
12798,16643,13,0,0,0
12799,16652,13,0,0,0
12800,16967,13,0,0,0
12801,17187,12,0,0,0
12802,16745,13,0,0,0
12803,16746,13,0,0,0
12806,16969,13,0,0,0
12807,16742,13,0,0,0
12808,17559,12,0,0,0
12809,16730,13,0,0,0
12810,16994,13,0,0,0
12811,16995,13,0,0,0
12812,17560,12,0,0,0
12813,17561,12,0,0,0
12814,16724,13,0,0,0
12815,16731,13,0,0,0
12816,16732,13,0,0,0
12817,16665,13,0,0,0
12818,16661,13,0,0,0
12819,16988,13,0,0,0
12820,16662,13,0,0,0
12821,16663,13,0,0,0
12822,17562,12,0,0,0
12823,17563,12,0,0,0
12824,16322,0,0,12384,0
12825,16325,0,0,12384,0
12826,16991,13,0,0,0
12827,16650,13,0,0,0
12828,16973,13,0,0,0
12829,16992,13,0,0,0
12830,16993,13,0,0,0
12831,16646,13,0,0,0
12832,16651,13,0,0,0
12833,16660,13,0,0,0
12834,16741,13,0,0,0
12835,17180,9,0,0,0
12836,15292,13,0,0,0
12838,16645,13,0,0,0
12839,16387,4,0,0,0
12840,16658,13,0,0,0
12841,16978,13,0,0,0
12843,16656,13,0,0,0
12844,16657,13,0,0,0
12845,16990,13,0,0,0
12846,16960,13,0,0,0
12847,16965,13,0,0,0
12848,16971,13,0,0,0
12849,16648,13,0,0,0
12850,16649,13,0,0,0
12851,16980,13,0,0,0
12852,16659,13,0,0,0
12853,16644,13,0,0,0
12854,16667,13,0,0,0
12855,16647,13,0,0,0
12856,16729,13,0,0,0
12857,16744,13,0,0,0
12859,16970,13,0,0,0
12860,16986,13,0,0,0
12861,16987,13,0,0,0
12863,23653,13,0,0,0
12864,17468,0,0,4471,0
12865,17565,12,0,0,0
12866,17469,0,0,4471,0
12867,16983,13,0,0,0
12868,16984,13,0,0,0
12869,16635,4,0,0,0
12870,16653,13,0,0,0
12871,16985,13,0,0,0
12872,16725,13,0,0,0
12873,17634,12,0,0,0
12874,17366,4,0,0,0
12875,18432,4,0,0,0
12876,19796,13,14,0,0
12877,17566,12,0,0,0
12878,19799,13,0,0,0
12879,17564,12,0,0,0
12880,23633,13,0,0,0
12881,19814,13,14,0,0
12882,19669,13,0,0,0
12883,20016,9,0,0,0
12884,19793,13,14,0,0
12885,19794,14,15,0,0
12886,20010,9,0,0,0
12887,20015,9,0,0,0
12888,19512,0,0,15826,0
12889,20602,4,0,0,0
12890,19815,13,14,0,0
12891,19825,14,15,0,0
12892,19567,13,0,0,0
12893,19795,13,14,0,0
12894,19790,13,0,0,0
12895,19791,13,14,0,0
12896,20017,9,0,0,0
12897,19792,13,14,0,0
12898,20026,9,0,0,0
12899,20028,9,0,0,0
12900,20035,10,0,0,0
12901,20013,9,0,0,0
12902,20036,10,0,0,0
12903,19800,13,0,0,0
12904,20029,9,0,0,0
12905,20025,10,0,0,0
12906,20008,9,0,0,0
12907,20009,9,0,0,0
12908,20012,9,0,0,0
12909,20023,9,0,0,0
12910,19666,13,0,0,0
12911,20014,9,0,0,0
12912,19819,13,14,0,0
12913,19830,13,14,0,0
12914,20024,9,0,0,0
12915,20203,4,0,0,0
12916,20020,9,0,0,0
12917,20011,9,0,0,0
12918,19668,13,0,0,0
12919,19831,13,0,0,0
12920,19833,13,14,0,0
12921,20033,10,0,0,0
12922,20030,10,0,0,0
12923,20031,10,0,0,0
12924,20897,13,0,0,0
12925,20032,10,0,0,0
12926,20890,13,0,0,0
12927,23629,13,0,0,0
12928,20034,10,0,0,0
12929,19667,13,0,0,0
12930,20201,13,0,0,0
12931,20872,13,0,0,0
12932,21940,13,14,0,0
12933,22793,13,14,0,0
12934,22047,4,0,0,0
12935,23632,13,0,0,0
12936,22750,10,0,0,0
12937,22704,13,14,0,0
12938,21161,13,0,0,0
12939,22749,10,0,0,0
12940,20876,13,0,0,0
12941,21931,8,0,0,0
12942,20873,13,0,0,0
12943,20874,13,0,0,0
12944,21913,13,0,0,0
12946,23628,13,0,0,0
12947,23799,10,0,0,0
12948,23800,10,0,0,0
12949,24136,13,0,0,0
12950,23489,13,14,0,0
12951,23652,13,0,0,0
12952,23801,10,0,0,0
12953,23486,13,14,0,0
12954,23636,13,0,0,0
12955,23637,13,0,0,0
12956,23804,10,0,0,0
12957,23803,10,0,0,0
12958,23071,13,14,0,0
12959,23081,13,14,0,0
12960,23082,13,14,0,0
12961,23077,13,14,0,0
12962,23638,13,0,0,0
12963,23639,13,0,0,0
12964,22795,13,14,0,0
12965,22797,13,14,0,0
12966,23096,13,14,0,0
12967,24912,13,0,0,0
12968,24399,13,0,0,0
12969,24376,0,0,19775,0
12970,24137,13,0,0,0
12971,24141,13,0,0,0
12972,23650,13,0,0,0
12973,23802,10,0,0,0
12974,23129,13,0,0,0
12975,24138,13,0,0,0
12976,24139,13,0,0,0
12977,24140,13,0,0,0
12978,23462,4,0,0,0
12979,24356,15,14,0,0
12980,25359,3,0,0,0
12981,25361,2,0,0,0
12982,24357,15,14,0,0
12983,25127,9,0,0,0
12984,25128,9,0,0,0
12985,24265,0,0,19960,0
12986,25129,10,0,0,0
12987,25130,10,0,0,0
12988,25083,10,0,0,0
12989,26011,13,14,0,0
12991,25086,10,0,0,0
12992,25146,12,0,0,0
12993,25081,10,0,0,0
12994,25908,3,0,0,0
12995,25084,10,0,0,0
12996,25079,10,0,0,0
12997,25080,10,0,0,0
12998,25082,10,0,0,0
12999,24913,13,0,0,0
13000,25072,10,0,0,0
13001,25073,10,0,0,0
13002,25074,10,0,0,0
13003,25085,0,0,4471,0
13004,25078,10,0,0,0
13005,25124,6,0,0,0
13006,25125,7,0,0,0
13007,25126,8,0,0,0
13008,24914,13,0,0,0
13009,27586,13,0,0,0
13010,27589,13,0,0,0
13011,27585,13,0,0,0
13012,27587,13,0,0,0
13013,27588,13,0,0,0
13014,27590,13,0,0,0
13015,28242,13,0,0,0
13016,28243,13,0,0,0
13017,28327,13,14,0,0
13018,27837,10,0,0,0
13020,27832,13,0,0,0
13023,27829,13,0,0,0
13024,27830,13,0,0,0
13025,28250,0,0,22486,0
13026,28462,13,0,0,0
13027,28461,13,0,0,0
13028,28463,13,0,0,0
13029,28244,13,0,0,0
14680,27961,9,0,0,0
14681,27962,41,0,0,0
14682,27964,10,0,0,0
14683,25339,0,0,20815,0
14684,25557,4,0,0,0
14685,25560,4,0,0,0
14686,26875,0,0,20815,0
14687,26876,0,0,20815,0
14689,26878,0,0,20815,0
14690,26880,0,0,20815,0
14691,26881,0,0,20815,0
14692,27967,41,0,0,0
14693,27968,41,0,0,0
14694,25563,5,0,0,0
14695,26882,0,0,20815,0
14696,26883,0,0,20815,0
14697,26885,0,0,20815,0
14698,26887,0,0,20815,0
14699,27971,62,0,0,0
14700,27972,62,0,0,0
14701,25567,5,0,0,0
14702,25570,5,0,0,0
14703,27975,62,0,0,0
14704,27977,62,0,0,0
14705,25574,3,0,0,0
14708,26896,0,0,20815,0
14709,26897,0,0,20815,0
14710,27981,63,0,0,0
14711,27982,63,0,0,0
14712,25577,3,0,0,0
14713,26900,0,0,20815,0
14714,26902,0,0,20815,0
14715,26903,0,0,20815,0
14716,26904,0,0,20824,0
14717,26905,0,0,20824,0
14718,26906,0,0,20815,0
14719,27984,63,0,0,0
14720,25490,0,0,20815,0
14721,26907,0,0,20815,0
14722,26908,0,0,20815,0
14723,26909,0,0,20815,0
14724,26910,0,0,20815,0
14725,26911,0,0,20815,0
14726,26912,0,0,20815,0
14727,28003,62,0,0,0
14728,28004,62,0,0,0
14729,25498,0,0,20815,0
14730,25585,3,0,0,0
14731,25587,3,0,0,0
14732,26914,0,0,20815,0
14733,26915,0,0,20815,0
14734,26916,0,0,20815,0
14735,27899,9,0,0,0
14736,27905,41,0,0,0
14737,27906,41,0,0,0
14738,28016,41,0,0,0
14739,26918,0,0,20815,0
14740,26920,0,0,20815,0
14741,27911,41,0,0,0
14742,28019,41,0,0,0
14743,28021,41,0,0,0
14744,28022,41,0,0,0
14745,28027,41,0,0,0
14746,25508,2,0,0,0
14747,26926,0,0,20815,0
14748,26927,0,0,20815,0
14749,26928,0,0,20815,0
14750,27913,41,0,0,0
14751,27914,62,0,0,0
14752,27917,62,0,0,0
14753,28028,62,0,0,0
14754,25509,2,0,0,0
14756,25610,0,0,20815,0
14757,27920,62,0,0,0
14758,25525,2,0,0,0
14759,25528,2,0,0,0
14761,25612,0,0,20815,0
14762,25613,0,0,20815,0
14763,25614,0,0,20815,0
14764,25615,0,0,20815,0
14766,27924,62,0,0,0
14767,27926,62,0,0,0
14768,25278,0,0,20815,0
14769,25280,0,0,20815,0
14771,25283,0,0,20815,0
14772,25284,0,0,20815,0
14773,25533,4,0,0,0
14774,25617,0,0,20815,0
14775,25618,0,0,20815,0
14776,25619,0,0,20815,0
14777,25620,0,0,20815,0
14778,25621,0,0,20815,0
14779,25622,0,0,20815,0
14780,27927,62,0,0,0
14782,25287,0,0,20815,0
14784,25305,0,0,20815,0
14785,25535,4,0,0,0
14786,25537,4,0,0,0
14787,25538,4,0,0,0
14788,25539,4,0,0,0
14790,27944,9,0,0,0
14791,27945,41,0,0,0
14792,27946,41,0,0,0
14793,27947,62,0,0,0
14794,25317,0,0,20815,0
14795,25318,0,0,20815,0
14797,25540,4,0,0,0
14799,25544,4,0,0,0
14801,25546,4,0,0,0
14802,27948,41,0,0,0
14803,27950,41,0,0,0
14804,27951,41,0,0,0
14805,25320,0,0,20815,0
14806,25321,0,0,20815,0
14807,25323,0,0,20815,0
14808,25547,4,0,0,0
14809,27954,41,0,0,0
14810,25552,4,0,0,0
14811,26872,0,0,20815,0
14812,26873,0,0,20815,0
14813,26874,0,0,20815,0
14814,27957,41,0,0,0
14815,27958,41,0,0,0
14816,27960,41,0,0,0
14818,29603,13,0,0,0
14819,29605,13,0,0,0
14820,29606,13,0,0,0
14821,29608,13,0,0,0
14822,29610,13,0,0,0
14823,29611,13,0,0,0
14824,29613,13,0,0,0
14825,29614,13,0,0,0
14826,29615,13,0,0,0
14827,29616,13,0,0,0
14828,29617,13,0,0,0
14829,29619,13,0,0,0
14830,29620,13,0,0,0
14831,29621,13,0,0,0
14832,29622,13,0,0,0
14833,28903,0,0,20824,0
14834,28905,0,0,20824,0
14835,28906,0,0,20824,0
14836,29545,13,0,0,0
14837,29628,13,0,0,0
14838,29629,13,0,0,0
14839,29630,13,0,0,0
14840,29642,13,0,0,0
14841,29643,13,0,0,0
14842,29645,13,0,0,0
14843,29648,13,0,0,0
14844,30304,13,14,0,0
14845,30305,13,14,0,0
14846,30306,13,14,0,0
14847,30307,13,14,0,0
14848,28907,0,0,20824,0
14849,28910,0,0,20824,0
14850,28912,0,0,20824,0
14851,28914,0,0,20824,0
14852,28915,0,0,20824,0
14853,28916,0,0,20824,0
14854,29547,13,0,0,0
14855,29548,13,0,0,0
14856,29549,13,0,0,0
14857,29550,13,0,0,0
14858,29551,13,0,0,0
14859,29649,13,0,0,0
14860,30308,13,14,0,0
14861,30309,13,14,0,0
14862,30310,13,0,0,0
14863,30311,13,0,0,0
14864,30312,13,14,0,0
14865,30313,13,14,0,0
14866,28917,0,0,20824,0
14867,28918,0,0,20824,0
14868,28924,0,0,20824,0
14869,28925,0,0,20824,0
14870,28927,0,0,20824,0
14871,28933,0,0,20824,0
14872,29552,13,0,0,0
14873,29553,13,0,0,0
14874,29556,13,0,0,0
14875,29557,13,0,0,0
14876,29657,13,0,0,0
14877,29658,13,0,0,0
14878,29662,13,0,0,0
14879,29663,13,0,0,0
14880,30314,13,14,0,0
14881,30315,13,14,0,0
14882,30316,14,15,0,0
14883,30317,14,15,0,0
14884,30318,14,15,0,0
14885,28936,0,0,20824,0
14886,28938,0,0,20824,0
14887,28944,0,0,20824,0
14888,28947,0,0,20824,0
14889,28948,0,0,20824,0
14890,28950,0,0,20824,0
14891,29558,13,0,0,0
14892,29664,13,0,0,0
14893,29668,13,0,0,0
14894,28953,0,0,20824,0
14895,28955,0,0,20824,0
14896,28957,0,0,20824,0
14897,29565,13,0,0,0
14898,29566,13,0,0,0
14899,29568,13,0,0,0
14900,29669,13,0,0,0
14901,29671,13,0,0,0
14902,29672,13,0,0,0
14903,30325,14,15,0,0
14904,28566,12,0,0,0
14905,28567,12,0,0,0
14906,28568,12,0,0,0
14907,29569,13,0,0,0
14908,29571,13,0,0,0
14909,30329,13,14,0,0
14910,28569,12,0,0,0
14912,30332,13,14,0,0
14913,30334,13,14,0,0
14914,28580,12,0,0,0
14915,29688,12,0,0,0
14916,30337,13,14,0,0
14917,28581,12,0,0,0
14918,28582,12,0,0,0
14919,28583,12,0,0,0
14920,28584,12,0,0,0
14921,29692,13,0,0,0
14922,29693,13,0,0,0
14923,29694,13,0,0,0
14924,29695,13,0,0,0
14926,30346,13,0,0,0
14927,30347,14,0,0,0
14928,28585,12,0,0,0
14929,29696,13,0,0,0
14930,29697,13,0,0,0
14931,29698,13,0,0,0
14932,29699,13,0,0,0
14933,29700,13,0,0,0
14934,30348,13,14,0,0
14935,30349,13,14,0,0
14936,29354,11,0,0,0
14937,31080,0,0,20815,0
14938,31081,0,0,20815,0
14939,31082,0,0,20815,0
14940,31083,0,0,20815,0
14941,31084,0,0,20824,0
14942,31085,0,0,20824,0
14943,31633,2,0,0,0
14944,31087,0,0,20824,0
14945,31088,0,0,20824,0
14946,31089,0,0,20824,0
14947,31090,0,0,20824,0
14948,31091,0,0,20824,0
14949,31092,0,0,20824,0
14950,31094,0,0,20824,0
14951,31095,0,0,20824,0
14952,31096,0,0,20824,0
14953,31097,0,0,20824,0
14954,31098,0,0,20824,0
14955,31099,0,0,20824,0
14956,31100,0,0,20824,0
14957,31101,0,0,20824,0
14958,31102,0,0,20824,0
14959,31103,0,0,20824,0
14960,31104,0,0,20824,0
14961,31105,0,0,20824,0
14962,31106,0,0,20824,0
14963,31107,0,0,20824,0
14964,31108,0,0,20824,0
14965,31109,0,0,20824,0
14966,31110,0,0,20824,0
14967,31111,0,0,20824,0
14968,31112,0,0,20824,0
14969,31113,0,0,20824,0
14970,30706,4,0,0,0
14971,30548,13,14,0,0
14972,30549,13,14,0,0
14973,30551,0,14,0,0
14974,30552,0,14,0,0
14975,30555,13,14,0,0
14976,30556,13,14,0,0
14977,31048,0,0,20815,0
14978,30558,13,14,0,0
14979,30561,13,14,0,0
14980,31049,0,0,20815,0
14981,31050,0,0,20815,0
14982,31051,0,0,20815,0
14983,31052,0,0,20815,0
14984,31053,0,0,20815,0
14985,31054,0,0,20815,0
14986,30563,13,14,0,0
14987,30565,13,14,0,0
14988,31055,0,0,20815,0
14989,31056,0,0,20815,0
14990,31057,0,0,20815,0
14991,31058,0,0,20815,0
14992,31060,0,0,20815,0
14993,30566,13,14,0,0
14994,30568,13,14,0,0
14995,30569,13,14,0,0
14996,30570,13,14,0,0
14997,31061,0,0,20815,0
14998,31062,0,0,20815,0
14999,31063,0,0,20815,0
15000,31064,0,0,20815,0
15001,31065,0,0,20815,0
15002,31066,0,0,20815,0
15003,31149,0,0,20824,0
15004,30573,13,14,0,0
15005,30574,14,15,0,0
15006,30575,14,15,0,0
15007,31067,0,0,20815,0
15008,31068,0,0,20815,0
15009,31070,0,0,20815,0
15010,31071,0,0,20815,0
15011,31072,0,0,20815,0
15012,31076,0,0,20815,0
15013,31077,0,0,20815,0
15014,31078,0,0,20815,0
15015,31079,0,0,20815,0
15016,32866,0,0,20824,0
15017,32867,0,0,20824,0
15018,32868,0,0,20824,0
15019,32869,0,0,20824,0
15020,32870,0,0,20824,0
15021,32871,0,0,20824,0
