Class,SkillLine,SpellID,SpellName,UsageTag,CastTimeSec,CastMinimumSec,GCDSec,CooldownSec,CategoryCooldownSec,DurationSec,MaxDurationSec,RangeMinYd,RangeMaxYd,PowerCost,ShapeshiftMask,ShapeshiftExclude,RequiredTotems,RequiredReagents,EquippedItemClass,EquippedItemSubclass,EffectSummary
Paladin,Retribution,20961,Judgement of Command,damage,0,0,,,,,,0,100,,,,,,,,"E0:effect=3,aura=0,base=20963,trigger=0"
Paladin,Retribution,20962,Judgement of Command,damage,0,0,,,,,,0,100,,,,,,,,"E0:effect=3,aura=0,base=20962,trigger=0"
Paladin,Retribution,20963,Judgement of Command,damage,0,0,,,,,,0,50000,,,,,,,,"E0:effect=2,aura=0,base=145,trigger=0"
Paladin,Retribution,20964,Judgement of Command,damage,0,0,,,,,,0,50000,,,,,,,,"E0:effect=2,aura=0,base=203,trigger=0"
Paladin,Retribution,20965,Judgement of Command,damage,0,0,,,,,,0,50000,,,,,,,,"E0:effect=2,aura=0,base=260,trigger=0"
Paladin,Retribution,20966,Judgement of Command,damage,0,0,,,,,,0,50000,,,,,,,,"E0:effect=2,aura=0,base=338,trigger=0"
Paladin,Retribution,20967,Judgement of Command,damage,0,0,,,,,,0,100,,,,,,,,"E0:effect=3,aura=0,base=20964,trigger=0"
Paladin,Retribution,20968,Judgement of Command,damage,0,0,,,,,,0,100,,,,,,,,"E0:effect=3,aura=0,base=20965,trigger=0"
Paladin,Retribution,21082,Seal of the Crusader,damage,0,0,1.5,0,0,30,30,0,0,type0:25,,,,,,,"E0:effect=6,aura=99,base=35,trigger=0;E1:effect=6,aura=4,base=21182,trigger=0;E2:effect=6,aura=9,base=39,trigger=0"
Paladin,Retribution,21183,Judgement of the Crusader,damage,0,0,,,,20,20,0,100,,,,,,,,"E0:effect=6,aura=14,base=22,trigger=0;E1:effect=6,aura=197,base=-1,trigger=0"
Paladin,Retribution,25291,Blessing of Might,utility/rank,0,0,1.5,0,0,600,600,0,30,type0:130,,,,,,,"E0:effect=6,aura=99,base=184,trigger=0;E1:effect=6,aura=124,base=184,trigger=0"
Paladin,Retribution,25782,Greater Blessing of Might,utility/rank,0,0,1.5,0,0,1800,1800,0,40,type0:220,,,,21177,,,"E0:effect=6,aura=99,base=154,trigger=0;E1:effect=6,aura=124,base=154,trigger=0"
Paladin,Retribution,25916,Greater Blessing of Might,utility/rank,0,0,1.5,0,0,1800,1800,0,40,type0:260,,,,21177,,,"E0:effect=6,aura=99,base=184,trigger=0;E1:effect=6,aura=124,base=184,trigger=0"
Paladin,Retribution,25956,Improved Judgement,damage,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=107,base=-1001,trigger=0"
Paladin,Retribution,25957,Improved Judgement,damage,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=107,base=-2001,trigger=0"
Paladin,Retribution,25988,Eye for an Eye,utility/rank,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=4,base=29,trigger=0"
Paladin,Retribution,25997,Eye for an Eye,utility/rank,0,0,,,,,,0,100,,,,,,,,"E0:effect=2,aura=0,base=0,trigger=0"
Paladin,Retribution,26016,Vindication,utility/rank,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=42,base=-1,trigger=26017"
Paladin,Retribution,26017,Vindication,utility/rank,0,0,,,,15,15,0,100,,,,,,,,"E0:effect=6,aura=137,base=-11,trigger=0"
Paladin,Retribution,26018,Vindication,utility/rank,0,0,,,,15,15,0,100,,,,,,,,"E0:effect=6,aura=137,base=-16,trigger=0"
Paladin,Retribution,26021,Vindication,utility/rank,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=42,base=-1,trigger=26018"
Paladin,Retribution,26022,Pursuit of Justice,utility/rank,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=31,base=4,trigger=0;E1:effect=6,aura=172,base=4,trigger=0;E2:effect=6,aura=211,base=4,trigger=0"
Paladin,Retribution,26023,Pursuit of Justice,utility/rank,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=31,base=9,trigger=0;E1:effect=6,aura=172,base=9,trigger=0;E2:effect=6,aura=211,base=9,trigger=0"
Paladin,Retribution,27140,Blessing of Might,utility/rank,0,0,1.5,0,0,600,600,0,30,type0:145,,,,,,,"E0:effect=6,aura=99,base=219,trigger=0;E1:effect=6,aura=124,base=219,trigger=0"
Paladin,Retribution,27141,Greater Blessing of Might,utility/rank,0,0,1.5,0,0,1800,1800,0,40,type0:295,,,,21177,,,"E0:effect=6,aura=99,base=219,trigger=0;E1:effect=6,aura=124,base=219,trigger=0"
Paladin,Retribution,27150,Retribution Aura,utility/rank,0,0,1.5,0,0,-0.001,-0.001,0,0,,0,0,,,,,"E0:effect=35,aura=15,base=25,trigger=0"
Paladin,Retribution,27158,Seal of the Crusader,damage,0,0,1.5,0,0,30,30,0,0,type0:210,,,,,,,"E0:effect=6,aura=99,base=473,trigger=0;E1:effect=6,aura=4,base=27158,trigger=0;E2:effect=6,aura=9,base=39,trigger=0"
Paladin,Retribution,27159,Judgement of the Crusader,damage,0,0,,,,20,20,0,100,,,,,,,,"E0:effect=6,aura=14,base=218,trigger=0;E1:effect=6,aura=197,base=-1,trigger=0"
Paladin,Retribution,27170,Seal of Command,damage,0,0,1.5,0,0,30,30,0,0,type0:280,,,,,,,"E0:effect=6,aura=42,base=-1,trigger=20424;E1:effect=6,aura=4,base=27171,trigger=0"
Paladin,Retribution,27171,Judgement of Command,damage,0,0,,,,,,0,50000,,,,,,,,"E0:effect=2,aura=0,base=455,trigger=0"
Paladin,Retribution,27172,Judgement of Command,damage,0,0,,,,,,0,100,,,,,,,,"E0:effect=3,aura=0,base=27170,trigger=0"
Paladin,Retribution,31801,Seal of Vengeance,damage,0,0,1.5,0,0,30,30,0,0,type0:250,,,,,,,"E0:effect=6,aura=4,base=-1,trigger=0;E1:effect=6,aura=4,base=31803,trigger=0"
Paladin,Retribution,31803,Holy Vengeance,utility/rank,0,0,,,,15,15,0,100,,,,,,,,"E0:effect=6,aura=3,base=29,trigger=0"
Paladin,Retribution,31804,Judgement of Vengeance,damage,0,0,,,,,,0,100,,,,,,,,"E0:effect=2,aura=0,base=119,trigger=0"
Paladin,Retribution,31866,Crusade,utility/rank,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=168,base=0,trigger=0"
Paladin,Retribution,31867,Crusade,utility/rank,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=168,base=1,trigger=0"
Paladin,Retribution,31868,Crusade,utility/rank,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=168,base=2,trigger=0"
Paladin,Retribution,31869,Improved Sanctity Aura,passive/talent,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=107,base=0,trigger=0"
Paladin,Retribution,31870,Improved Sanctity Aura,passive/talent,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=107,base=1,trigger=0"
Paladin,Retribution,31871,Divine Purpose,utility/rank,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=577,base=-5,trigger=0;E1:effect=6,aura=578,base=-5,trigger=0"
Paladin,Retribution,31872,Divine Purpose,utility/rank,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=577,base=-8,trigger=0;E1:effect=6,aura=578,base=-8,trigger=0"
Paladin,Retribution,31873,Divine Purpose,utility/rank,0,0,,,,-0.001,-0.001,0,0,,,,,,,,"E0:effect=6,aura=577,base=-11,trigger=0;E1:effect=6,aura=578,base=-11,trigger=0"
Paladin,Retribution,31876,Sanctified Judgement,damage,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=4,base=32,trigger=0"
Paladin,Retribution,31877,Sanctified Judgement,damage,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=4,base=65,trigger=0"
Paladin,Retribution,31878,Sanctified Judgement,damage,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=4,base=99,trigger=0"
Paladin,Retribution,31879,Fanaticism,utility/rank,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=107,base=2,trigger=0;E1:effect=6,aura=10,base=-7,trigger=0"
Paladin,Retribution,31880,Fanaticism,utility/rank,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=107,base=5,trigger=0;E1:effect=6,aura=10,base=-13,trigger=0"
Paladin,Retribution,31881,Fanaticism,utility/rank,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=107,base=8,trigger=0;E1:effect=6,aura=10,base=-19,trigger=0"
Paladin,Retribution,31882,Fanaticism,utility/rank,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=107,base=11,trigger=0;E1:effect=6,aura=10,base=-25,trigger=0"
Paladin,Retribution,31883,Fanaticism,utility/rank,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=107,base=14,trigger=0;E1:effect=6,aura=10,base=-31,trigger=0"
Paladin,Retribution,31884,Avenging Wrath,damage,0,0,0,180,0,20,20,0,0,type0:8%,,,,,,,"E0:effect=6,aura=79,base=29,trigger=0"
Paladin,Retribution,31892,Seal of Blood,damage,0,0,1.5,0,0,30,30,0,0,type0:210,,,,,,,"E0:effect=6,aura=4,base=39,trigger=0;E1:effect=6,aura=4,base=31897,trigger=0;E2:effect=6,aura=4,base=9,trigger=0"
Paladin,Retribution,31893,Seal of Blood,damage,0,0,,,,,,0,50000,,,,,,,,"E0:effect=31,aura=0,base=34,trigger=0"
Paladin,Retribution,31898,Judgement of Blood,damage,0,0,,,,,,0,50000,,,,,,,,"E0:effect=2,aura=0,base=294,trigger=0"
Paladin,Retribution,32043,Sanctified Seals,damage,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=57,base=0,trigger=0;E1:effect=6,aura=107,base=32,trigger=0;E2:effect=6,aura=52,base=0,trigger=0"
Paladin,Retribution,32223,Crusader Aura,utility/rank,0,0,1.5,0,0,-0.001,-0.001,0,0,,0,0,,,,,"E0:effect=35,aura=172,base=19,trigger=0;E1:effect=35,aura=211,base=19,trigger=0"
Paladin,Retribution,35395,Crusader Strike,damage,0,0,1.5,6,0,,,0,5,type0:8%,,,,,2,173555,"E0:effect=121,aura=0,base=-1,trigger=0;E1:effect=31,aura=0,base=109,trigger=0"
Paladin,Retribution,35396,Sanctified Seals,damage,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=57,base=1,trigger=0;E1:effect=6,aura=107,base=65,trigger=0;E2:effect=6,aura=52,base=1,trigger=0"
Paladin,Retribution,35397,Sanctified Seals,damage,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=57,base=2,trigger=0;E1:effect=6,aura=107,base=99,trigger=0;E2:effect=6,aura=52,base=2,trigger=0"
Paladin,Retribution,44414,Pursuit of Justice,utility/rank,0,0,,,,,,0,0,,,,,,,,"E0:effect=6,aura=31,base=14,trigger=0;E1:effect=6,aura=172,base=14,trigger=0;E2:effect=6,aura=211,base=14,trigger=0"
Paladin,Retribution,348700,Seal of the Martyr,damage,0,0,1.5,0,0,30,30,0,0,type0:210,,,,,,,"E0:effect=6,aura=4,base=39,trigger=0;E1:effect=6,aura=4,base=348702,trigger=0;E2:effect=6,aura=4,base=9,trigger=0"
Paladin,Retribution,348701,Seal of the Martyr,damage,0,0,,,,,,0,50000,,,,,,,,"E0:effect=31,aura=0,base=34,trigger=0"
Paladin,Retribution,348704,Seal of Corruption,damage,0,0,1.5,0,0,30,30,0,0,type0:250,,,,,,,"E0:effect=6,aura=4,base=-1,trigger=0;E1:effect=6,aura=4,base=356112,trigger=0"
Paladin,Retribution,356110,Blood Corruption,damage,0,0,,,,15,15,0,100,,,,,,,,"E0:effect=6,aura=3,base=29,trigger=0"
Paladin,Retribution,356112,Judgement of Corruption,damage,0,0,,,,,,0,100,,,,,,,,"E0:effect=2,aura=0,base=119,trigger=0"
Paladin,Protection,465,Devotion Aura,utility/rank,0,0,1.5,0,0,-0.001,-0.001,0,0,,,,,,,,"E0:effect=35,aura=22,base=54,trigger=0"
Paladin,Protection,498,Divine Protection,utility/rank,0,0,1.5,0,300,6,6,0,0,type0:15,,,,,,,"E0:effect=6,aura=25,base=-1,trigger=0;E1:effect=6,aura=39,base=-1,trigger=0;E2:effect=6,aura=39,base=0,trigger=0"
Paladin,Protection,642,Divine Shield,utility/rank,0,0,1.5,0,300,10,10,0,0,type0:75,,,,,,,"E0:effect=6,aura=39,base=-1,trigger=0;E1:effect=6,aura=138,base=-101,trigger=0;E2:effect=6,aura=39,base=0,trigger=0"
Paladin,Protection,643,Devotion Aura,utility/rank,0,0,1.5,0,0,-0.001,-0.001,0,0,,,,,,,,"E0:effect=35,aura=22,base=274,trigger=0"
Paladin,Protection,853,Hammer of Justice,utility/rank,0,0,1.5,0,60,3,3,0,10,type0:30,,,,,,,"E0:effect=6,aura=12,base=-1,trigger=0"
Paladin,Protection,1020,Divine Shield,utility/rank,0,0,1.5,0,300,12,12,0,0,type0:110,,,,,,,"E0:effect=6,aura=39,base=-1,trigger=0;E1:effect=6,aura=138,base=-101,trigger=0;E2:effect=6,aura=39,base=0,trigger=0"
Paladin,Protection,1022,Blessing of Protection,utility/rank,0,0,1.5,0,300,6,6,0,30,type0:25,,,,,,,"E0:effect=6,aura=39,base=-1,trigger=0;E1:effect=6,aura=25,base=-1,trigger=0"
Paladin,Protection,1032,Devotion Aura,utility/rank,0,0,1.5,0,0,-0.001,-0.001,0,0,,,,,,,,"E0:effect=35,aura=22,base=504,trigger=0"
Paladin,Protection,1038,Blessing of Salvation,utility/rank,0,0,1.5,0,0,600,600,0,30,type0:6%,,,,,,,"E0:effect=6,aura=10,base=-31,trigger=0"
Paladin,Protection,1044,Blessing of Freedom,utility/rank,0,0,1.5,25,0,10,10,0,30,type0:8%,,,,,,,"E0:effect=6,aura=77,base=-1,trigger=0;E1:effect=6,aura=77,base=-1,trigger=0"
Paladin,Protection,5573,Divine Protection,utility/rank,0,0,1.5,0,300,8,8,0,0,type0:35,,,,,,,"E0:effect=6,aura=25,base=-1,trigger=0;E1:effect=6,aura=39,base=-1,trigger=0;E2:effect=6,aura=39,base=0,trigger=0"
Paladin,Protection,5588,Hammer of Justice,utility/rank,0,0,1.5,0,60,4,4,0,10,type0:50,,,,,,,"E0:effect=6,aura=12,base=-1,trigger=0"
Paladin,Protection,5589,Hammer of Justice,utility/rank,0,0,1.5,0,60,5,5,0,10,type0:75,,,,,,,"E0:effect=6,aura=12,base=-1,trigger=0"
Paladin,Protection,5599,Blessing of Protection,utility/rank,0,0,1.5,0,300,8,8,0,30,type0:45,,,,,,,"E0:effect=6,aura=39,base=-1,trigger=0;E1:effect=6,aura=25,base=-1,trigger=0"
Paladin,Protection,6940,Blessing of Sacrifice,utility/rank,0,0,1.5,0,30,30,30,0,30,type0:80,,,,,,,"E0:effect=6,aura=562,base=44,trigger=0"
Paladin,Protection,10278,Blessing of Protection,utility/rank,0,0,1.5,0,300,10,10,0,30,type0:6%,,,,,,,"E0:effect=6,aura=39,base=-1,trigger=0;E1:effect=6,aura=25,base=-1,trigger=0"
Paladin,Protection,10290,Devotion Aura,utility/rank,0,0,1.5,0,0,-0.001,-0.001,0,0,,,,,,,,"E0:effect=35,aura=22,base=159,trigger=0"
