Class,SkillLineID,SkillLine,SpellID,SpellName,UsageTag,PlaystyleTags,AcquireMethod,ClassMask,RaceMask
Paladin,184,Retribution,20063,Deflection,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20064,Deflection,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20066,Repentance,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,20091,Improved Retribution Aura,talent-passive,utility,0,0,0
Paladin,184,Retribution,20092,Improved Retribution Aura,talent-passive,utility,0,0,0
Paladin,184,Retribution,20101,Benediction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20102,Benediction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20103,Benediction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20104,Benediction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20105,Benediction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20111,Two-Handed Weapon Specialization,talent-passive,utility,0,0,0
Paladin,184,Retribution,20112,Two-Handed Weapon Specialization,talent-passive,utility,0,0,0
Paladin,184,Retribution,20113,Two-Handed Weapon Specialization,talent-passive,utility,0,0,0
Paladin,184,Retribution,20117,Conviction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20118,Conviction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20119,Conviction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20120,Conviction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20121,Conviction,utility-or-rank,utility,0,0,0
Paladin,184,Retribution,20162,Seal of the Crusader,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,20188,Judgement of the Crusader,damage,single-target,0,2,0
Paladin,184,Retribution,20218,Sanctity Aura,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,20271,Judgement,damage,single-target,0,2,0
Paladin,184,Retribution,20300,Judgement of the Crusader,damage,single-target,0,2,0
Paladin,184,Retribution,20301,Judgement of the Crusader,damage,single-target,0,2,0
Paladin,184,Retribution,20302,Judgement of the Crusader,damage,single-target,0,2,0
Paladin,184,Retribution,20303,Judgement of the Crusader,damage,single-target,0,2,0
Paladin,184,Retribution,20305,Seal of the Crusader,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,20306,Seal of the Crusader,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,20307,Seal of the Crusader,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,20308,Seal of the Crusader,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,20335,Improved Seal of the Crusader,damage,single-target;state-maintenance,0,0,0
Paladin,184,Retribution,20336,Improved Seal of the Crusader,damage,single-target;state-maintenance,0,0,0
Paladin,184,Retribution,20337,Improved Seal of the Crusader,damage,single-target;state-maintenance,0,0,0
Paladin,184,Retribution,20375,Seal of Command,damage,single-target;state-maintenance,0,0,0
Paladin,184,Retribution,20425,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,20467,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,20915,Seal of Command,damage,single-target;state-maintenance,0,0,0
Paladin,184,Retribution,20918,Seal of Command,damage,single-target;state-maintenance,0,0,0
Paladin,184,Retribution,20919,Seal of Command,damage,single-target;state-maintenance,0,0,0
Paladin,184,Retribution,20920,Seal of Command,damage,single-target;state-maintenance,0,0,0
Paladin,184,Retribution,20961,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,20962,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,20963,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,20964,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,20965,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,20966,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,20967,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,20968,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,21082,Seal of the Crusader,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,21183,Judgement of the Crusader,damage,single-target,0,2,0
Paladin,184,Retribution,25291,Blessing of Might,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,25782,Greater Blessing of Might,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,25916,Greater Blessing of Might,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,25956,Improved Judgement,damage,single-target,0,2,0
Paladin,184,Retribution,25957,Improved Judgement,damage,single-target,0,2,0
Paladin,184,Retribution,25988,Eye for an Eye,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,25997,Eye for an Eye,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,26016,Vindication,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,26017,Vindication,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,26018,Vindication,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,26021,Vindication,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,26022,Pursuit of Justice,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,26023,Pursuit of Justice,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,27140,Blessing of Might,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,27141,Greater Blessing of Might,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,27150,Retribution Aura,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,27158,Seal of the Crusader,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,27159,Judgement of the Crusader,damage,single-target,0,2,0
Paladin,184,Retribution,27170,Seal of Command,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,27171,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,27172,Judgement of Command,damage,single-target,0,0,0
Paladin,184,Retribution,31801,Seal of Vengeance,damage,single-target;state-maintenance,0,2,1029
Paladin,184,Retribution,31803,Holy Vengeance,utility-or-rank,utility,0,2,1541
Paladin,184,Retribution,31804,Judgement of Vengeance,damage,single-target,0,2,1029
Paladin,184,Retribution,31866,Crusade,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31867,Crusade,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31868,Crusade,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31869,Improved Sanctity Aura,talent-passive,utility,0,2,0
Paladin,184,Retribution,31870,Improved Sanctity Aura,talent-passive,utility,0,2,0
Paladin,184,Retribution,31871,Divine Purpose,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31872,Divine Purpose,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31873,Divine Purpose,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31876,Sanctified Judgement,damage,single-target,0,2,0
Paladin,184,Retribution,31877,Sanctified Judgement,damage,single-target,0,2,0
Paladin,184,Retribution,31878,Sanctified Judgement,damage,single-target,0,2,0
Paladin,184,Retribution,31879,Fanaticism,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31880,Fanaticism,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31881,Fanaticism,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31882,Fanaticism,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31883,Fanaticism,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,31884,Avenging Wrath,damage,single-target,0,2,0
Paladin,184,Retribution,31892,Seal of Blood,damage,single-target;state-maintenance,0,2,512
Paladin,184,Retribution,31893,Seal of Blood,damage,single-target;state-maintenance,0,2,512
Paladin,184,Retribution,31898,Judgement of Blood,damage,single-target,0,2,512
Paladin,184,Retribution,32043,Sanctified Seals,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,32223,Crusader Aura,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,35395,Crusader Strike,damage,single-target,0,2,0
Paladin,184,Retribution,35396,Sanctified Seals,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,35397,Sanctified Seals,damage,single-target;state-maintenance,0,2,0
Paladin,184,Retribution,44414,Pursuit of Justice,utility-or-rank,utility,0,2,0
Paladin,184,Retribution,348700,Seal of the Martyr,damage,single-target;state-maintenance,0,2,1029
Paladin,184,Retribution,348701,Seal of the Martyr,damage,single-target;state-maintenance,0,2,1029
Paladin,184,Retribution,348704,Seal of Corruption,damage,single-target;state-maintenance,0,2,512
Paladin,184,Retribution,356110,Blood Corruption,damage,single-target,0,2,512
Paladin,184,Retribution,356112,Judgement of Corruption,damage,single-target,0,2,512
Paladin,267,Protection,465,Devotion Aura,utility-or-rank,utility,0,2,0
Paladin,267,Protection,498,Divine Protection,utility-or-rank,utility,0,2,0
Paladin,267,Protection,642,Divine Shield,healing,healing,0,2,0
Paladin,267,Protection,643,Devotion Aura,utility-or-rank,utility,0,2,0
Paladin,267,Protection,853,Hammer of Justice,utility-or-rank,utility,0,2,0
Paladin,267,Protection,1020,Divine Shield,healing,healing,0,2,0
Paladin,267,Protection,1022,Blessing of Protection,utility-or-rank,utility,0,2,0
Paladin,267,Protection,1032,Devotion Aura,utility-or-rank,utility,0,2,0
Paladin,267,Protection,1038,Blessing of Salvation,utility-or-rank,utility,0,2,0
Paladin,267,Protection,1044,Blessing of Freedom,utility-or-rank,utility,0,2,0
Paladin,267,Protection,5573,Divine Protection,utility-or-rank,utility,0,2,0
Paladin,267,Protection,5588,Hammer of Justice,utility-or-rank,utility,0,2,0
Paladin,267,Protection,5589,Hammer of Justice,utility-or-rank,utility,0,2,0
Paladin,267,Protection,5599,Blessing of Protection,utility-or-rank,utility,0,2,0
Paladin,267,Protection,6940,Blessing of Sacrifice,utility-or-rank,utility,0,2,0
Paladin,267,Protection,10278,Blessing of Protection,utility-or-rank,utility,0,2,0
Paladin,267,Protection,10290,Devotion Aura,utility-or-rank,utility,0,2,0
Paladin,267,Protection,10291,Devotion Aura,utility-or-rank,utility,0,2,0
Paladin,267,Protection,10292,Devotion Aura,utility-or-rank,utility,0,2,0
Paladin,267,Protection,10293,Devotion Aura,utility-or-rank,utility,0,2,0
Paladin,267,Protection,10308,Hammer of Justice,utility-or-rank,utility,0,2,0
Paladin,267,Protection,19746,Concentration Aura,utility-or-rank,utility,0,2,0
Paladin,267,Protection,19752,Divine Intervention,utility-or-rank,utility,0,2,0
Paladin,267,Protection,19876,Shadow Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,19888,Frost Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,19891,Fire Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,19895,Shadow Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,19896,Shadow Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,19897,Frost Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,19898,Frost Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,19899,Fire Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,19900,Fire Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,20096,Anticipation,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20097,Anticipation,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20098,Anticipation,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20099,Anticipation,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20100,Anticipation,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20127,Redoubt,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20130,Redoubt,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20135,Redoubt,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20136,Redoubt,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20137,Redoubt,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20138,Improved Devotion Aura,talent-passive,utility,0,0,0
Paladin,267,Protection,20139,Improved Devotion Aura,talent-passive,utility,0,0,0
Paladin,267,Protection,20140,Improved Devotion Aura,talent-passive,utility,0,0,0
Paladin,267,Protection,20141,Improved Devotion Aura,talent-passive,utility,0,0,0
Paladin,267,Protection,20142,Improved Devotion Aura,talent-passive,utility,0,0,0
Paladin,267,Protection,20143,Toughness,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20144,Toughness,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20145,Toughness,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20146,Toughness,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20147,Toughness,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20148,Shield Specialization,healing,healing,0,0,0
Paladin,267,Protection,20149,Shield Specialization,healing,healing,0,0,0
Paladin,267,Protection,20150,Shield Specialization,healing,healing,0,0,0
Paladin,267,Protection,20164,Seal of Justice,damage,single-target;state-maintenance,0,2,0
Paladin,267,Protection,20174,Guardian's Favor,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20175,Guardian's Favor,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20177,Reckoning,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20179,Reckoning,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20180,Reckoning,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20181,Reckoning,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20182,Reckoning,utility-or-rank,utility,0,0,0
Paladin,267,Protection,20184,Judgement of Justice,damage,single-target,0,2,0
Paladin,267,Protection,20189,Precision,talent-passive,utility,0,2,0
Paladin,267,Protection,20192,Precision,talent-passive,utility,0,2,0
Paladin,267,Protection,20193,Precision,talent-passive,utility,0,2,0
Paladin,267,Protection,20196,One-Handed Weapon Specialization,talent-passive,utility,0,0,0
Paladin,267,Protection,20197,One-Handed Weapon Specialization,talent-passive,utility,0,0,0
Paladin,267,Protection,20198,One-Handed Weapon Specialization,talent-passive,utility,0,0,0
Paladin,267,Protection,20199,One-Handed Weapon Specialization,talent-passive,utility,0,0,0
Paladin,267,Protection,20200,One-Handed Weapon Specialization,talent-passive,utility,0,0,0
Paladin,267,Protection,20217,Blessing of Kings,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20254,Improved Concentration Aura,talent-passive,utility,0,2,0
Paladin,267,Protection,20255,Improved Concentration Aura,talent-passive,utility,0,2,0
Paladin,267,Protection,20256,Improved Concentration Aura,talent-passive,utility,0,2,0
Paladin,267,Protection,20468,Improved Righteous Fury,tanking,tanking,0,0,0
Paladin,267,Protection,20469,Improved Righteous Fury,tanking,tanking,0,0,0
Paladin,267,Protection,20470,Improved Righteous Fury,tanking,tanking,0,0,0
Paladin,267,Protection,20487,Improved Hammer of Justice,talent-passive,utility,0,0,0
Paladin,267,Protection,20488,Improved Hammer of Justice,talent-passive,utility,0,0,0
Paladin,267,Protection,20489,Improved Hammer of Justice,talent-passive,utility,0,0,0
Paladin,267,Protection,20729,Blessing of Sacrifice,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20911,Blessing of Sanctuary,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20912,Blessing of Sanctuary,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20913,Blessing of Sanctuary,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20914,Blessing of Sanctuary,utility-or-rank,utility,0,2,0
Paladin,267,Protection,20925,Holy Shield,healing,healing,0,0,0
Paladin,267,Protection,20927,Holy Shield,healing,healing,0,0,0
Paladin,267,Protection,20928,Holy Shield,healing,healing,0,0,0
Paladin,267,Protection,25780,Righteous Fury,tanking,tanking,0,2,0
Paladin,267,Protection,25781,Righteous Fury,tanking,tanking,0,2,0
Paladin,267,Protection,25895,Greater Blessing of Salvation,utility-or-rank,utility,0,2,0
Paladin,267,Protection,25898,Greater Blessing of Kings,utility-or-rank,utility,0,2,0
Paladin,267,Protection,25899,Greater Blessing of Sanctuary,utility-or-rank,utility,0,2,0
Paladin,267,Protection,27147,Blessing of Sacrifice,utility-or-rank,utility,0,2,0
Paladin,267,Protection,27148,Blessing of Sacrifice,utility-or-rank,utility,0,2,0
Paladin,267,Protection,27149,Devotion Aura,utility-or-rank,utility,0,2,0
Paladin,267,Protection,27151,Shadow Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,27152,Frost Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,27153,Fire Resistance Aura,utility-or-rank,state-maintenance,0,2,0
Paladin,267,Protection,27168,Blessing of Sanctuary,utility-or-rank,utility,0,2,0
Paladin,267,Protection,27169,Greater Blessing of Sanctuary,utility-or-rank,utility,0,2,0
Paladin,267,Protection,27179,Holy Shield,healing,healing,0,2,0
Paladin,267,Protection,31785,Spiritual Attunement,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31789,Righteous Defense,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31844,Stoicism,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31845,Stoicism,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31846,Spell Warding,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31847,Spell Warding,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31848,Sacred Duty,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31849,Sacred Duty,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31850,Ardent Defender,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31851,Ardent Defender,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31852,Ardent Defender,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31853,Ardent Defender,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31854,Ardent Defender,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31858,Combat Expertise,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31859,Combat Expertise,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31860,Combat Expertise,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31861,Combat Expertise,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31862,Combat Expertise,utility-or-rank,utility,0,2,0
Paladin,267,Protection,31895,Seal of Justice,damage,single-target;state-maintenance,0,2,0
Paladin,267,Protection,31896,Judgement of Justice,damage,single-target,0,2,0
Paladin,267,Protection,31935,Avenger's Shield,healing,healing,0,2,0
Paladin,267,Protection,32699,Avenger's Shield,healing,healing,0,2,0
Paladin,267,Protection,32700,Avenger's Shield,healing,healing,0,2,0
Paladin,267,Protection,33776,Spiritual Attunement,utility-or-rank,utility,0,2,0
Paladin,267,Protection,41021,Improved Holy Shield,healing,healing,0,2,0
Paladin,267,Protection,41026,Improved Holy Shield,healing,healing,0,2,0
Pet,270,Pet - Generic,1742,Cower,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,1753,Cower,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,1754,Cower,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,1755,Cower,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,1756,Cower,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,2649,Growl,tanking,tanking,0,0,0
Pet,270,Pet - Generic,4187,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,4188,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,4189,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,4190,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,4191,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,4192,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,4193,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,4194,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,5041,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,5042,Great Stamina,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6280,Pet Hardiness,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6281,Pet Hardiness,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6282,Pet Hardiness,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6283,Pet Hardiness,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6286,Pet Hardiness,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6311,Pet Aggression,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6314,Pet Aggression,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6315,Pet Aggression,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6316,Pet Aggression,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6317,Pet Aggression,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6328,Pet Recovery,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6331,Pet Recovery,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6332,Pet Recovery,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6333,Pet Recovery,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6334,Pet Recovery,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,6443,Pet Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,6444,Pet Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,6445,Pet Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,6446,Pet Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,6447,Pet Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,8875,Tamed Pet Passive (DND),utility-or-rank,utility,2,0,0
Pet,270,Pet - Generic,14916,Growl,tanking,tanking,0,0,0
Pet,270,Pet - Generic,14917,Growl,tanking,tanking,0,0,0
Pet,270,Pet - Generic,14918,Growl,tanking,tanking,0,0,0
Pet,270,Pet - Generic,14919,Growl,tanking,tanking,0,0,0
Pet,270,Pet - Generic,14920,Growl,tanking,tanking,0,0,0
Pet,270,Pet - Generic,14921,Growl,tanking,tanking,0,0,0
Pet,270,Pet - Generic,16697,Cower,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,19577,Intimidation,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,19580,Tamed Pet Passive (DND),utility-or-rank,utility,2,0,0
Pet,270,Pet - Generic,19581,Tamed Pet Passive (DND),utility-or-rank,utility,2,0,0
Pet,270,Pet - Generic,19582,Tamed Pet Passive (DND),utility-or-rank,utility,2,0,0
Pet,270,Pet - Generic,19589,Tamed Pet Passive (DND),utility-or-rank,utility,2,0,0
Pet,270,Pet - Generic,19591,Tamed Pet Passive (DND),utility-or-rank,utility,2,0,0
Pet,270,Pet - Generic,20782,Tamed Pet Passive (DND),utility-or-rank,utility,2,0,0
Pet,270,Pet - Generic,20784,Tamed Pet Passive (DND),utility-or-rank,utility,2,0,0
Pet,270,Pet - Generic,23992,Fire Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24394,Intimidation,utility-or-rank,utility,0,0,0
Pet,270,Pet - Generic,24439,Fire Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24444,Fire Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24445,Fire Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24446,Frost Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24447,Frost Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24448,Frost Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24449,Frost Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24488,Shadow Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24492,Nature Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24493,Arcane Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24497,Arcane Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24500,Arcane Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24501,Arcane Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24502,Nature Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24503,Nature Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24504,Nature Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24505,Shadow Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24506,Shadow Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24507,Shadow Resistance,utility-or-rank,state-maintenance,0,0,0
Pet,270,Pet - Generic,24545,Natural Armor,utility-or-rank,utility,0,4,0
Pet,270,Pet - Generic,24549,Natural Armor,utility-or-rank,utility,0,4,0
Pet,270,Pet - Generic,24550,Natural Armor,utility-or-rank,utility,0,4,0
Pet,270,Pet - Generic,24551,Natural Armor,utility-or-rank,utility,0,4,0
Pet,270,Pet - Generic,24552,Natural Armor,utility-or-rank,utility,0,4,0
Pet,270,Pet - Generic,24553,Natural Armor,utility-or-rank,utility,0,4,0
Pet,270,Pet - Generic,24554,Natural Armor,utility-or-rank,utility,0,4,0
Pet,270,Pet - Generic,24555,Natural Armor,utility-or-rank,utility,0,4,0
